timestamp,timestamp_sample,device_id,pressure,temperature,error_count
476760919,476760339,4028193,101998.0,38.41,0
477754449,477753868,4028193,101999.0,38.42,0
478769698,478769119,4028193,101999.0,38.42,0
479763275,479762695,4028193,101995.0,38.42,0
480767659,480767079,4028193,101997.0,38.42,0
481772048,481771468,4028193,102005.0,38.42,0
482765664,482765083,4028193,101998.0,38.42,0
483759255,483758675,4028193,101997.0,38.43,0
484752841,484752260,4028193,101992.0,38.43,0
485768127,485767547,4028193,102001.0,38.43,0
486761775,486761196,4028193,102002.0,38.44,0
487766050,487765467,4028193,101999.0,38.44,0
488770668,488770088,4028193,101999.0,38.44,0
489764255,489763674,4028193,101997.0,38.44,0
490757949,490757369,4028193,101997.0,38.44,0
491751505,491750911,4028193,101996.0,38.45,0
492766653,492766074,4028193,101997.0,38.44,0
493771049,493770469,4028193,101999.0,38.45,0
494764665,494764085,4028193,101998.0,38.45,0
495769046,495768466,4028193,101995.0,38.46,0
496762631,496762051,4028193,102001.0,38.45,0
497756282,497755672,4028193,102000.0,38.46,0
498771455,498770873,4028193,102000.0,38.46,0
499765054,499764475,4028193,102004.0,38.46,0
500769462,500768882,4028193,101997.0,38.46,0
501763118,501762538,4028193,101998.0,38.469997,0
502767462,502766881,4028193,101998.0,38.469997,0
503761047,503760467,4028193,101997.0,38.469997,0
504754690,504754110,4028193,102000.0,38.469997,0
505769853,505769273,4028193,101997.0,38.469997,0
506763538,506762958,4028193,101998.0,38.48,0
507767836,507767256,4028193,101996.0,38.48,0
508761433,508760853,4028193,101997.0,38.48,0
509765876,509765296,4028193,101994.0,38.48,0
510759430,510758850,4028193,101998.0,38.48,0
511753047,511752467,4028193,101997.0,38.489998,0
512768295,512767715,4028193,101999.0,38.489998,0
513761870,513761290,4028193,101996.0,38.489998,0
514766261,514765673,4028193,101993.0,38.489998,0
515770630,515770050,4028193,102002.0,38.5,0
516764253,516763673,4028193,101997.0,38.5,0
517757896,517757316,4028193,101999.0,38.5,0
