timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check,at_rest
475266851,0,0,0,1,0,0,0,0,0,0,1
476276640,0,0,0,1,0,0,0,0,0,0,1
477286365,0,0,0,1,0,0,0,0,0,0,1
478296102,0,0,0,1,0,0,0,0,0,0,1
479305886,0,0,0,1,0,0,0,0,0,0,1
480315610,0,0,0,1,0,0,0,0,0,0,1
481325499,0,0,0,1,0,0,0,0,0,0,1
482335199,0,0,0,1,0,0,0,0,0,0,1
483344958,0,0,0,1,0,0,0,0,0,0,1
484354703,0,0,0,1,0,0,0,0,0,0,1
485364479,0,0,0,1,0,0,0,0,0,0,1
486374292,0,0,0,1,0,0,0,0,0,0,1
487384142,0,0,0,1,0,0,0,0,0,0,1
488393806,0,0,0,1,0,0,0,0,0,0,1
489403551,0,0,0,1,0,0,0,0,0,0,1
490413259,0,0,0,1,0,0,0,0,0,0,1
491423132,0,0,0,1,0,0,0,0,0,0,1
492432791,0,0,0,1,0,0,0,0,0,0,1
493442598,0,0,0,1,0,0,0,0,0,0,1
494452345,0,0,0,1,0,0,0,0,0,0,1
495454684,0,0,0,1,0,0,0,0,0,0,1
496461871,0,0,0,1,0,0,0,0,0,0,1
497471678,0,0,0,1,0,0,0,0,0,0,1
498481384,0,0,0,1,0,0,0,0,0,0,1
499491198,0,0,0,1,0,0,0,0,0,0,1
500500950,0,0,0,1,0,0,0,0,0,0,1
501510751,0,0,0,1,0,0,0,0,0,0,1
502520404,0,0,0,1,0,0,0,0,0,0,1
503530221,0,0,0,1,0,0,0,0,0,0,1
504539968,0,0,0,1,0,0,0,0,0,0,1
505549808,0,0,0,1,0,0,0,0,0,0,1
506559464,0,0,0,1,0,0,0,0,0,0,1
507569244,0,0,0,1,0,0,0,0,0,0,1
508579020,0,0,0,1,0,0,0,0,0,0,1
509588783,0,0,0,1,0,0,0,0,0,0,1
510598601,0,0,0,1,0,0,0,0,0,0,1
511608299,0,0,0,1,0,0,0,0,0,0,1
512618053,0,0,0,1,0,0,0,0,0,0,1
513627958,0,0,0,1,0,0,0,0,0,0,1
514637662,0,0,0,1,0,0,0,0,0,0,1
515647485,0,0,0,1,0,0,0,0,0,0,1
516657107,0,0,0,1,0,0,0,0,0,0,1
517666946,0,0,0,1,0,0,0,0,0,0,1
