timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
476776612,476776445,2490378,-0.013010031,-0.02046765,0.004399962,34.906403,0,20
477779411,477779249,2490378,-0.00938281,-0.024487901,0.0044765696,34.90338,0,20
478779728,478779565,2490378,-0.016067687,-0.02034441,0.0046564317,34.96679,0,20
479777554,479777392,2490378,-0.0074476264,-0.023208883,0.0043933,35.04227,0,20
480777914,480777708,2490378,-0.019155322,-0.017333385,0.009822473,34.91244,0,20
481778186,481778024,2490378,-0.0105685685,-0.028747972,0.0027578867,34.933575,0,20
482780991,482780829,2490378,-0.016810453,-0.02674284,0.004976187,34.95169,0,20
483776328,483776168,2490378,-0.006874732,-0.028025191,0.0065949466,34.990944,0,20
484779134,484778972,2490378,-0.014468913,-0.01496853,0.0052359877,34.86715,0,20
485779454,485779289,2490378,-0.013596248,-0.02098059,0.0064850305,34.936596,0,20
486777279,486777116,2490378,-0.01113147,-0.029454097,0.004686409,34.954712,0,20
487777594,487777433,2490378,-0.016514013,-0.02733905,0.0035839204,34.945652,0,20
488777912,488777749,2490378,-0.020824043,-0.017849656,0.007620827,35.024155,0,20
489780805,489780557,2490378,-0.009319525,-0.02387504,0.0052493108,34.95773,0,20
490778544,490778382,2490378,-0.014895253,-0.02217301,0.0056656585,34.92452,0,20
491778863,491778698,2490378,-0.013892688,-0.016487366,0.0046964013,34.975845,0,20
492779176,492779014,2490378,-0.013962634,-0.019575,0.004976187,34.963768,0,20
493779494,493779331,2490378,-0.012443798,-0.024128178,0.0052226647,34.942635,0,20
494777326,494777159,2490378,-0.0095926495,-0.01787297,0.0050228178,34.885265,0,20
495780126,495779964,2490378,-0.004323354,-0.026939357,0.004719717,34.95169,0,20
496780440,496780281,2490378,-0.013146593,-0.018275995,0.0056656585,35.024155,0,20
497778273,497778109,2490378,-0.007833997,-0.027052604,0.0035173048,34.978867,0,20
498778587,498778426,2490378,-0.012567037,-0.022625996,0.0038903523,35.003017,0,20
499778903,499778742,2490378,-0.013589587,-0.02264931,0.005782236,34.96679,0,20
500776733,500776571,2490378,-0.01731673,-0.01991474,0.0036472052,34.930557,0,20
501777054,501776887,2490378,-0.016430743,-0.023531968,0.003940314,34.930557,0,20
502779853,502779692,2490378,-0.012553714,-0.021463552,0.0052692955,34.95169,0,20
503780173,503780009,2490378,-0.01389935,-0.019082045,0.004609801,34.96075,0,20
504777998,504777838,2490378,-0.010695138,-0.021353638,0.004589816,35.00906,0,20
505778316,505778155,2490378,-0.010585222,-0.021936525,0.0032142038,34.990944,0,20
506778633,506778472,2490378,-0.016937021,-0.021773316,0.004140161,34.891304,0,20
507781438,507781277,2490378,-0.010685146,-0.024421286,0.005565735,34.852055,0,20
508776779,508776619,2490378,-0.014165812,-0.028678024,0.0052659647,35.0,0,20
509779584,509779423,2490378,-0.010138897,-0.02810846,0.0056223585,34.95169,0,20
510779900,510779740,2490378,-0.014312366,-0.015468148,0.00626853,34.99396,0,20
511777734,511777569,2490378,-0.011867573,-0.027495598,0.0018119449,35.003017,0,20
512778049,512777886,2490378,-0.015268301,-0.021863246,0.0040868684,34.975845,0,20
513778366,513778203,2490378,-0.011201417,-0.020404365,0.0056456737,35.08152,0,20
514781170,514781009,2490378,-0.01215402,-0.019535031,0.0058788285,35.030193,0,20
515778998,515778838,2490378,-0.011251379,-0.02617994,0.003180896,34.99396,0,20
516779317,516779155,2490378,-0.016470712,-0.02494755,0.0040635527,34.936596,0,20
517779639,517779473,2490378,-0.014145827,-0.0259268,0.004383308,35.09058,0,20
