timestamp,main_state_changes,main_state
475999643,0,0
476506646,0,0
477015643,0,0
477524662,0,0
478034642,0,0
478544682,0,0
479054644,0,0
479563642,0,0
480072642,0,0
480582663,0,0
481092649,0,0
481602761,0,0
482112691,0,0
482621643,0,0
483131642,0,0
483641642,0,0
484151643,0,0
484661708,0,0
485171666,0,0
485681660,0,0
486191663,0,0
486701642,0,0
487210643,0,0
487720642,0,0
488231033,0,0
488740643,0,0
489249642,0,0
489759662,0,0
490268644,0,0
490777642,0,0
491287663,0,0
491797946,0,0
492306662,0,0
492815648,0,0
493325642,0,0
493835643,0,0
494344693,0,0
494853656,0,0
495362643,0,0
495871662,0,0
496381951,0,0
496891879,0,0
497401780,0,0
497911680,0,0
498421643,0,0
498930679,0,0
499440699,0,0
499951100,0,0
500460663,0,0
500971235,0,0
501480737,0,0
501989643,0,0
502499642,0,0
503009642,0,0
503519643,0,0
504029670,0,0
504540094,0,0
505048642,0,0
505558643,0,0
506068644,0,0
506578643,0,0
507087642,0,0
507596642,0,0
508106643,0,0
508616652,0,0
509125653,0,0
509635643,0,0
510145643,0,0
510655954,0,0
511165664,0,0
511675855,0,0
512185644,0,0
512695647,0,0
513205657,0,0
513714643,0,0
514224665,0,0
514734644,0,0
515244739,0,0
515753662,0,0
516262644,0,0
516771642,0,0
517281665,0,0
517792524,0,0
