timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
476281702,476281264,2490378,2490378,-1.989368e-05,1.25519055e-05,1.7994464e-06,-0.0030539508,0.0012646965,-0.049305946,4977,4977,0,1,1
476779148,476778934,2490378,2490378,-3.9748364e-05,1.1585641e-05,-8.405099e-06,-0.0029945867,0.0014253439,-0.049510226,4977,4977,0,1,1
477281775,477281580,2490378,2490378,-6.8000096e-05,-8.902003e-06,-2.0972784e-05,-0.0030071742,0.0020606692,-0.048801225,4977,4977,0,1,1
477779442,477779249,2490378,2490378,-2.784143e-05,-8.5996535e-06,-1.1923937e-06,-0.0029536402,0.0012525843,-0.04951424,4976,4976,0,1,1
478282087,478281895,2490378,2490378,-7.121246e-07,-3.2729244e-05,-7.1460377e-06,-0.0031881023,0.0015026944,-0.049770467,4976,4976,0,1,1
478779759,478779565,2490378,2490378,-5.6245986e-05,2.3398929e-05,-8.221593e-06,-0.0029431907,0.0015473843,-0.04912452,4977,4977,0,1,1
479282406,479282211,2490378,2490378,-3.353667e-05,-1.2514894e-05,-5.135108e-06,-0.0030671016,0.0015821119,-0.049644995,4976,4976,0,1,1
479780073,479779881,2490378,2490378,-2.0262329e-05,2.404196e-06,-4.779916e-06,-0.0031504135,0.0012986255,-0.0494576,4977,4977,0,1,1
480277757,480277550,2490378,2490378,-9.683971e-06,-8.94576e-07,-1.0329412e-05,-0.0029583003,0.0015414763,-0.049184337,4976,4976,0,1,1
480780553,480780197,2490378,2490378,-7.5705124e-05,2.7537908e-05,1.337602e-05,-0.0030775263,0.0013933982,-0.04933684,4977,4977,0,1,1
481283039,481282843,2490378,2490378,-6.610775e-05,1.2538571e-05,1.5312694e-06,-0.0029604626,0.0013533805,-0.049118225,4977,4977,0,1,1
481780726,481780513,2490378,2490378,-3.7137077e-05,-2.0551395e-05,-1.2736089e-05,-0.0030263634,0.0015100193,-0.050087947,4977,4977,0,1,1
482283373,482283159,2490378,2490378,-6.286663e-05,-6.871903e-06,3.3785047e-06,-0.0030360974,0.001703136,-0.049445536,4977,4977,0,1,1
482781023,482780829,2490378,2490378,-7.432894e-05,1.363505e-06,-1.09946095e-05,-0.0030149715,0.0016773331,-0.049107287,4977,4977,0,1,1
483283676,483283480,2490378,2490378,-1.9942605e-05,-1.4616133e-05,-2.2861766e-05,-0.0030841073,0.0015890306,-0.048921097,4982,4982,0,1,1
483781340,483781145,2490378,2490378,-1.3373924e-05,2.3200314e-06,5.795341e-06,-0.002969376,0.0012382955,-0.050014406,4977,4977,0,1,1
484279008,484278814,2490378,2490378,-5.3656637e-05,-2.9490706e-05,-1.0523351e-05,-0.0030497438,0.0018416641,-0.049287878,4976,4976,0,1,1
484781656,484781461,2490378,2490378,-4.3130774e-05,3.3876793e-05,-7.5268194e-06,-0.0029967413,0.0013097347,-0.048826806,4977,4977,0,1,1
485279660,485279130,2490378,2490378,-2.6105165e-05,1.7048444e-05,2.5268178e-06,-0.003049269,0.0012510901,-0.049882464,4976,4976,0,1,1
485781968,485781777,2490378,2490378,-4.101093e-05,7.879792e-06,3.2808111e-06,-0.0029704876,0.0013895972,-0.04891201,4977,4977,0,1,1
486284622,486284423,2490378,2490378,-5.4941185e-05,3.0538027e-05,-2.886768e-06,-0.0029613306,0.0013222933,-0.04902411,4976,4976,0,1,1
486782289,486782093,2490378,2490378,-2.5571926e-05,-1.8802864e-05,-1.992329e-06,-0.0030118644,0.0017077061,-0.050160322,4977,4977,0,1,1
487279962,487279763,2490378,2490378,-3.7124617e-05,1.6420385e-05,-7.765946e-06,-0.0030593192,0.0016901285,-0.048963293,4977,4977,0,1,1
487782602,487782409,2490378,2490378,-3.6729063e-05,-2.9875686e-05,-5.139626e-06,-0.0030457566,0.0015162538,-0.049540147,4976,4976,0,1,1
488280275,488280079,2490378,2490378,-2.038365e-05,8.97434e-06,-4.861947e-06,-0.00295738,0.001330779,-0.04921741,4977,4977,0,1,1
488782920,488782726,2490378,2490378,-9.025473e-05,3.564164e-05,8.2796625e-08,-0.0030998033,0.0015119069,-0.049462676,4977,4977,0,1,1
489280592,489280395,2490378,2490378,-4.820128e-05,-1.5393018e-05,-3.3888257e-06,-0.0030414371,0.0018674198,-0.048949976,4976,4976,0,1,1
489783252,489783042,2490378,2490378,-3.0628787e-05,1.0267361e-06,-3.5524474e-06,-0.00292234,0.001537484,-0.04885621,4977,4977,0,1,1
490280903,490280712,2490378,2490378,-4.2386957e-05,7.4495224e-06,-5.051775e-06,-0.002974965,0.001497057,-0.04895703,4977,4977,0,1,1
490778581,490778382,2490378,2490378,-4.5977784e-05,2.9766488e-06,-2.0933603e-06,-0.0031152733,0.0014993679,-0.049491595,4977,4977,0,1,1
491281219,491281028,2490378,2490378,-3.2055064e-05,-1.5812036e-06,-9.369874e-06,-0.0030756157,0.0015112421,-0.049970794,4976,4976,0,1,1
491778897,491778698,2490378,2490378,-1.2954313e-05,4.025738e-05,-9.348412e-06,-0.0031500456,0.0014310181,-0.04940539,4977,4977,0,1,1
492281542,492281345,2490378,2490378,-3.0805237e-05,2.3215549e-05,-3.9469887e-06,-0.0031173625,0.001423228,-0.049009394,4977,4977,0,1,1
492779208,492779014,2490378,2490378,-3.526785e-05,9.901169e-06,-3.0422248e-06,-0.0031301097,0.0013372388,-0.049575955,4976,4976,0,1,1
493281907,493281662,2490378,2490378,-7.444197e-05,6.3018333e-06,1.4531333e-06,-0.003084469,0.0014823629,-0.049327847,4978,4978,0,1,1
493784501,493784308,2490378,2490378,-2.9268444e-05,-2.1494398e-06,-1.7174053e-06,-0.0031156915,0.0013017239,-0.049331494,4977,4977,0,1,1
494277390,494277004,2490378,2490378,-5.0674233e-05,-3.7963727e-07,-3.3279355e-06,-0.0029750466,0.001479284,-0.049333684,4980,4980,0,1,1
494779862,494779647,2490378,2490378,-2.1431722e-05,1.7251054e-05,-6.175552e-06,-0.0031510699,0.0014427447,-0.04961992,4976,4976,0,1,1
495282501,495282294,2490378,2490378,-5.512543e-05,-1.4414941e-05,-3.4298512e-06,-0.0030630515,0.0016426004,-0.049636398,4977,4977,0,1,1
495780159,495779964,2490378,2490378,-2.1157784e-05,-1.1809446e-05,-4.986835e-06,-0.0031439797,0.0016701559,-0.049076434,4977,4977,0,1,1
496282809,496282611,2490378,2490378,-1.1702807e-05,4.9246423e-06,-5.533021e-06,-0.0031672565,0.0016668835,-0.049508557,4977,4977,0,1,1
496780471,496780281,2490378,2490378,-4.441622e-05,1.2787263e-05,-3.301729e-06,-0.0030015905,0.0013579688,-0.049916252,4977,4977,0,1,1
497278144,497277951,2490378,2490378,-6.0698694e-05,1.5241016e-05,9.3865e-06,-0.003061768,0.0015208471,-0.049260907,4977,4977,0,1,1
497780794,497780597,2490378,2490378,-1.8583567e-05,-1.7909948e-05,-9.769895e-06,-0.002991135,0.0015695423,-0.049782883,4976,4976,0,1,1
498278459,498278267,2490378,2490378,-5.9444497e-05,2.9492317e-05,-1.8553977e-06,-0.0030796733,0.0013867167,-0.048788764,4976,4976,0,1,1
498781136,498780914,2490378,2490378,-4.4435867e-05,2.7525145e-06,-1.1613971e-05,-0.0031220536,0.0015962393,-0.04957972,4977,4977,0,1,1
