timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
126662612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752130.0,99.99,99.99,68,19,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
127662612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752163.8,99.99,99.99,68,25,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
128661619,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752197.5,99.99,99.99,68,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
129661613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752231.8,99.99,99.99,68,19,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
130663613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752266.8,99.99,99.99,68,22,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
131662615,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752301.8,99.99,99.99,68,16,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
132661613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752336.5,99.99,99.99,68,12,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
133661613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752372.2,99.99,99.99,68,15,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
134663611,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752407.8,99.99,99.99,68,20,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
135662612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752443.8,99.99,99.99,68,21,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
136662619,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752480.0,99.99,99.99,68,8,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
137663614,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752516.5,99.99,99.99,68,17,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
138662611,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752553.2,99.99,99.99,68,16,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
139661612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752590.2,99.99,99.99,68,17,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
140662613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752627.5,99.99,99.99,68,13,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
141661612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752665.0,99.99,99.99,68,20,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
142661871,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752703.0,99.99,99.99,68,28,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
143661611,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752741.0,99.99,99.99,68,23,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
144661612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752779.2,99.99,99.99,68,11,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
