timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check,at_rest
125971978,0,0,0,1,0,0,0,0,0,0,1
126981830,0,0,0,1,0,0,0,0,0,0,1
127991462,0,0,0,1,0,0,0,0,0,0,1
129001347,0,0,0,1,0,0,0,0,0,0,1
130011104,0,0,0,1,0,0,0,0,0,0,1
131020780,0,0,0,1,0,0,0,0,0,0,1
132030417,0,0,0,1,0,0,0,0,0,0,1
133040223,0,0,0,1,0,0,0,0,0,0,1
134049910,0,0,0,1,0,0,0,0,0,0,1
135059783,0,0,0,1,0,0,0,0,0,0,1
136069411,0,0,0,1,0,0,0,0,0,0,1
137079163,0,0,0,1,0,0,0,0,0,0,1
138088882,0,0,0,1,0,0,0,0,0,0,1
139098621,0,0,0,1,0,0,0,0,0,0,1
140108433,0,0,0,1,0,0,0,0,0,0,1
141118113,0,0,0,1,0,0,0,0,0,0,1
142127876,0,0,0,1,0,0,0,0,0,0,1
143137596,0,0,0,1,0,0,0,0,0,0,1
144147414,0,0,0,1,0,0,0,0,0,0,1
145157152,0,0,0,1,0,0,0,0,0,0,1
146166854,0,0,0,1,0,0,0,0,0,0,1
147176627,0,0,0,1,0,0,0,0,0,0,1
148186335,0,0,0,1,0,0,0,0,0,0,1
149196186,0,0,0,1,0,0,0,0,0,0,1
150205944,0,0,0,1,0,0,0,0,0,0,1
151215663,0,0,0,1,0,0,0,0,0,0,1
152225312,0,0,0,1,0,0,0,0,0,0,1
153235126,0,0,0,1,0,0,0,0,0,0,1
154244928,0,0,0,1,0,0,0,0,0,0,1
