timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
126431798,126431488,0,nan,nan,0.00020819141,-0.001641301,0.21330929,0.0,0.0,0.0,0.0016530935,-0.0040932433,-0.0034157364,-0.026097134,0.0002542235,-0.000154525,0.0,0.0049771816,0.005533038,0.0075173588,-2.5749223,0.015309386,nan,0.10063103,0.016783815,0.27357486,0.044862658,0.069748014,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
126931682,126931361,0,nan,nan,0.0009787488,-0.00054713496,0.1988518,0.0,0.0,0.0,0.0026630445,5.3011536e-07,-0.0031211653,-0.026704675,0.0002542235,-0.000154525,0.0,-0.012511301,-0.015164863,0.062761255,-2.5742474,0.015309386,nan,0.100305825,0.01264001,0.27127722,0.038675796,0.06721975,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
127421568,127421236,0,nan,nan,0.0012621961,0.00051607314,0.18759677,0.0,0.0,0.0,0.0029451114,0.0011190167,-0.003394676,-0.025028432,0.0002542235,-0.000154525,0.0,-0.0034582394,0.010859108,0.015393868,-2.5735369,0.015309386,nan,0.101305515,0.01474187,0.2722141,0.042048886,0.06856868,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
127921417,127921109,0,nan,nan,0.0013492013,0.00082081376,0.17642622,0.0,0.0,0.0,0.0029847836,0.0010130319,-0.005030112,-0.02527841,0.0002542235,-0.000154525,0.0,0.013365832,-0.011839986,-0.019346109,-2.5731626,0.015309386,nan,0.10150124,0.011143016,0.27351022,0.036068548,0.07011878,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
128421277,128420982,0,nan,nan,0.0013488597,0.00078991253,0.1637229,0.0,0.0,0.0,0.0032997394,0.0008599815,-0.004663174,-0.02506197,0.0002542235,-0.000154525,0.0,0.002285162,-0.021320885,0.015778804,-2.5724616,0.015309386,nan,0.10127637,0.013208389,0.27200052,0.039677992,0.06762398,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
128931285,128930853,0,nan,nan,0.0009104709,0.0004780943,0.15198386,0.0,0.0,0.0,0.0014207171,3.3806573e-05,-0.0023725152,-0.022327203,0.0002542235,-0.000154525,0.0,0.0015145004,0.0050712386,0.025703445,-2.5716658,0.015309386,nan,0.100277185,0.016076256,0.27270707,0.04390082,0.06933727,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
129431024,129430726,0,nan,nan,-0.000114347924,-7.49251e-05,0.14119945,0.0,0.0,0.0,-0.0008487058,-0.0014079533,-0.001524845,-0.021440588,0.0002542235,-0.000154525,0.0,-0.011093089,0.013880903,-0.014930723,-2.5713506,0.015309386,nan,0.1007954,0.012100299,0.27126396,0.03773465,0.066844076,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
129930894,129930599,0,nan,nan,-0.00051126414,-0.0007077721,0.13479266,0.0,0.0,0.0,-0.0012183854,-0.002161698,7.513902e-05,-0.016719254,0.0002542235,-0.000154525,0.0,-0.018147243,-0.004497528,0.042598486,-2.5706997,0.015309386,nan,0.10162386,0.014419455,0.27246973,0.041553408,0.0683931,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
130430882,130430473,0,nan,nan,-0.0010771401,-0.0018465817,0.1236857,0.0,0.0,0.0,-0.002957561,-0.005663042,-0.0012104755,-0.020186452,0.0002542235,-0.000154525,0.0,-0.0033655565,-0.006056439,-0.02558188,-2.5701756,0.015309386,nan,0.1,0.0109086605,0.27375588,0.03559167,0.06994323,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
130920730,130920348,0,nan,nan,-0.0013826517,-0.0022933125,0.11152439,0.0,0.0,0.0,-0.0022020051,-0.0049629947,0.0008486683,-0.020084811,0.0002542235,-0.000154525,0.0,0.0027465117,-0.008061462,0.043596532,-2.569851,0.015309386,nan,0.1,0.012639309,0.27116406,0.038673352,0.06721515,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
