timestamp,main_state_changes,main_state
125875643,0,0
126384643,0,0
126894665,0,0
127404641,0,0
127913663,0,0
128422644,0,0
128932642,0,0
129442642,0,0
129952642,0,0
130462642,0,0
130972642,0,0
131482646,0,0
131992835,0,0
132502738,0,0
133012643,0,0
133522643,0,0
134032647,0,0
134542644,0,0
135052647,0,0
135561642,0,0
136071709,0,0
136581643,0,0
137091643,0,0
137601662,0,0
138111645,0,0
138621662,0,0
139131642,0,0
139641642,0,0
140150668,0,0
140660644,0,0
141170644,0,0
141680643,0,0
142189643,0,0
142699642,0,0
143209643,0,0
143719662,0,0
144229675,0,0
144738646,0,0
145248643,0,0
145758642,0,0
146267643,0,0
146776798,0,0
147285643,0,0
147794642,0,0
148304676,0,0
148814644,0,0
149324662,0,0
149834642,0,0
150344642,0,0
150854644,0,0
151364642,0,0
151874643,0,0
152384645,0,0
152894662,0,0
153404645,0,0
153915025,0,0
