timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,accel_calibration_count,gyro_calibration_count
126001597,0.0043760496,-0.0026658801,0.007672175,4999,0,-0.6632803,-0.032754857,-9.918433,4983,0,2,0
126006596,0.004663487,-0.004936581,-0.003058882,4999,0,-0.712406,0.015755303,-9.877877,4984,0,2,0
126011594,0.00970213,-0.011251291,-0.0003678213,4998,0,-0.6753066,0.0029690147,-9.850937,4983,0,2,0
126016593,0.0008240838,-0.008438079,0.003379359,4999,0,-0.6951352,-0.010538775,-9.909357,4984,0,2,0
126021592,0.0091160005,-0.0037476935,-0.003943041,4999,0,-0.6854745,-0.04146187,-9.878047,4984,0,2,0
126026590,0.0034217127,-0.0011985562,0.0027556468,4998,0,-0.68079096,-0.025201859,-9.8849745,4983,0,2,0
126031589,0.003889507,0.0012331004,-0.0015493322,4999,0,-0.68724453,0.003911075,-9.879302,4984,0,2,0
126036588,-0.0019179179,-0.0057116295,-0.004098218,4999,0,-0.67510253,0.0008950796,-9.852604,4984,0,2,0
126041587,0.00312671,-0.007680277,0.0012041071,4999,0,-0.6818517,-0.02171272,-9.923789,4983,0,2,0
126046586,0.008678958,-0.0036293333,-0.00033954755,4999,0,-0.67668104,-0.030953005,-9.903007,4984,0,2,0
126051584,0.0033465915,2.0216365e-05,-0.0054778573,4998,0,-0.6797366,-0.07773765,-9.861967,4983,0,2,0
126056583,-0.006412229,-0.012072129,-0.005524545,4999,0,-0.687661,-0.05403928,-9.907611,4983,0,2,0
126061583,0.002882136,-0.0016886999,0.00058427756,5000,0,-0.67715716,-0.019373225,-9.883241,4983,0,2,0
126066580,0.00942171,-0.0014208065,-0.004693999,4997,0,-0.65272725,0.018702634,-9.878622,4983,0,2,0
126071579,0.0022899942,-0.0029121747,0.0005907297,4999,0,-0.6653747,-0.014489691,-9.853624,4984,0,2,0
126076578,0.0037860686,-0.0040263585,0.0024026886,4999,0,-0.6902378,-0.046280228,-9.870444,4983,0,2,0
126081577,0.00035594232,-0.005805842,-0.0011671593,4999,0,-0.66907495,-0.054194644,-9.870847,4984,0,2,0
126086575,-0.0030784707,-0.0063235634,-0.0029315779,4998,0,-0.6979703,-0.027411118,-9.854251,4985,0,2,0
126091574,0.003273006,0.0008412078,0.0017646945,4999,0,-0.636885,0.010947651,-9.914172,4982,0,2,0
126096573,0.019320767,-0.003378351,-0.0022580535,4999,0,-0.6665731,-0.009204919,-9.875394,4984,0,2,0
126101572,0.006933112,-0.004017665,0.0074242023,4999,0,-0.6863333,-0.059872616,-9.855103,4983,0,2,0
126106570,0.00077166234,-0.005665118,-0.0063665677,4998,0,-0.6683926,-0.03370076,-9.892136,4983,0,2,0
126111569,-0.001352604,-0.004754827,-0.0025672177,4999,0,-0.649737,0.00993341,-9.871571,4984,0,2,0
