timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
126462619,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752122.8,99.99,99.99,68,19,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0,0,0
126861919,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752136.8,99.99,99.99,68,19,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0,0,0
127462611,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752156.8,99.99,99.99,68,25,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0,0,0
127862612,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752170.5,99.99,99.99,68,25,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0,0,0
128462611,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752191.0,99.99,99.99,68,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0,0,0
128861614,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752204.8,99.99,99.99,68,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0,0,0
129461613,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752225.2,99.99,99.99,68,19,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0,0,0
129861629,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752239.0,99.99,99.99,68,19,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0,0,0
130463612,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752259.8,99.99,99.99,68,22,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0,0,0
130863612,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752273.5,99.99,99.99,68,22,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0,0,0
131462611,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752294.5,99.99,99.99,68,16,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0,0,0
131861613,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3752308.8,99.99,99.99,68,16,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0,0,0
