timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
562221421,562221168,-0.2643404,0.026672391,0.026627716,0.9636928,0.99928385,1.3729292e-08,-7.962596e-09,0.03784015,2
562721294,562721057,-0.26420772,0.02669066,0.026713325,0.9637262,0.99928385,1.3729292e-08,-7.962596e-09,0.03784015,2
563221161,563220936,-0.2644223,0.026845438,0.026595194,0.9636664,0.99928385,1.3729292e-08,-7.962596e-09,0.03784015,2
563721042,563720820,-0.26445886,0.026854264,0.026511062,0.9636585,0.99928385,1.3729292e-08,-7.962596e-09,0.03784015,2
564226197,564225702,-0.26423928,0.026816238,0.026514374,0.96371967,0.99928385,1.3729292e-08,-7.962596e-09,0.03784015,2
564725953,564725586,-0.2643127,0.026828265,0.026484225,0.9637,0.99928385,1.3729292e-08,-7.962596e-09,0.03784015,2
565220711,565220471,-0.26445118,0.026772255,0.02639326,0.96366614,0.99928385,1.3729292e-08,-7.962596e-09,0.03784015,2
565720639,565720355,-0.26421097,0.02665949,0.026617229,0.96372896,0.99928385,1.3729292e-08,-7.962596e-09,0.03784015,2
566220515,566220239,-0.26419583,0.02660139,0.026757138,0.9637308,0.99928385,1.3729292e-08,-7.962596e-09,0.03784015,2
566720353,566720123,-0.2643624,0.02654803,0.026514364,0.9636933,0.99928385,1.3729292e-08,-7.962596e-09,0.03784015,2
567225378,567225005,-0.2642033,0.02651402,0.026425384,0.96374035,0.99928385,1.3729292e-08,-7.962596e-09,0.03784015,2
567725278,567724889,-0.26419812,0.026681112,0.026707994,0.9637294,0.99928385,1.3729292e-08,-7.962596e-09,0.03784015,2
568222508,568219774,-0.26436546,0.026754525,0.026741778,0.96368045,0.99928385,1.3729292e-08,-7.962596e-09,0.03784015,2
568719892,568719658,-0.2642898,0.02681128,0.026699398,0.96370083,0.99928385,1.3729292e-08,-7.962596e-09,0.03784015,2
569219789,569219542,-0.26416564,0.026699742,0.026742175,0.9637367,0.99928385,1.3729292e-08,-7.962596e-09,0.03784015,2
569724782,569724424,-0.26424903,0.026685143,0.026699636,0.9637155,0.99928385,1.3729292e-08,-7.962596e-09,0.03784015,2
570224679,570224308,-0.26424912,0.026564388,0.026727967,0.963718,0.99928385,1.3729292e-08,-7.962596e-09,0.03784015,2
570724718,570724192,-0.26404974,0.0264216,0.026762286,0.9637756,0.99928385,1.3729292e-08,-7.962596e-09,0.03784015,2
571224453,571224075,-0.26413268,0.026355792,0.02670537,0.96375626,0.99928385,1.3729292e-08,-7.962596e-09,0.03784015,2
