timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
561612641,0,0,1,0,0,0,0,0
562116692,0,0,1,0,0,0,0,0
562625642,0,0,1,0,0,0,0,0
563135642,0,0,1,0,0,0,0,0
563644641,0,0,1,0,0,0,0,0
564154643,0,0,1,0,0,0,0,0
564664643,0,0,1,0,0,0,0,0
565174642,0,0,1,0,0,0,0,0
565684640,0,0,1,0,0,0,0,0
566194642,0,0,1,0,0,0,0,0
566704663,0,0,1,0,0,0,0,0
567214642,0,0,1,0,0,0,0,0
567724655,0,0,1,0,0,0,0,0
568234641,0,0,1,0,0,0,0,0
568744644,0,0,1,0,0,0,0,0
569255058,0,0,1,0,0,0,0,0
569764851,0,0,1,0,0,0,0,0
570273641,0,0,1,0,0,0,0,0
570783643,0,0,1,0,0,0,0,0
571293642,0,0,1,0,0,0,0,0
571803643,0,0,1,0,0,0,0,0
572312642,0,0,1,0,0,0,0,0
572821641,0,0,1,0,0,0,0,0
573331642,0,0,1,0,0,0,0,0
573841646,0,0,1,0,0,0,0,0
574351645,0,0,1,0,0,0,0,0
574861642,0,0,1,0,0,0,0,0
575371642,0,0,1,0,0,0,0,0
575881654,0,0,1,0,0,0,0,0
576391641,0,0,1,0,0,0,0,0
576901641,0,0,1,0,0,0,0,0
577411642,0,0,1,0,0,0,0,0
577921643,0,0,1,0,0,0,0,0
578430648,0,0,1,0,0,0,0,0
578940642,0,0,1,0,0,0,0,0
579449642,0,0,1,0,0,0,0,0
579959702,0,0,1,0,0,0,0,0
580469646,0,0,1,0,0,0,0,0
580979654,0,0,1,0,0,0,0,0
581488654,0,0,1,0,0,0,0,0
581998641,0,0,1,0,0,0,0,0
582508641,0,0,1,0,0,0,0,0
583018641,0,0,1,0,0,0,0,0
583528651,0,0,1,0,0,0,0,0
584038654,0,0,1,0,0,0,0,0
584548762,0,0,1,0,0,0,0,0
585058695,0,0,1,0,0,0,0,0
585568643,0,0,1,0,0,0,0,0
586078643,0,0,1,0,0,0,0,0
586588662,0,0,1,0,0,0,0,0
587098647,0,0,1,0,0,0,0,0
587607669,0,0,1,0,0,0,0,0
588117642,0,0,1,0,0,0,0,0
588627668,0,0,1,0,0,0,0,0
589137641,0,0,1,0,0,0,0,0
589647642,0,0,1,0,0,0,0,0
590156684,0,0,1,0,0,0,0,0
590665642,0,0,1,0,0,0,0,0
591174878,0,0,1,0,0,0,0,0
591683676,0,0,1,0,0,0,0,0
592193663,0,0,1,0,0,0,0,0
592703641,0,0,1,0,0,0,0,0
593212642,0,0,1,0,0,0,0,0
593721641,0,0,1,0,0,0,0,0
594230641,0,0,1,0,0,0,0,0
594740672,0,0,1,0,0,0,0,0
595250641,0,0,1,0,0,0,0,0
595760675,0,0,1,0,0,0,0,0
596269643,0,0,1,0,0,0,0,0
596778640,0,0,1,0,0,0,0,0
597287641,0,0,1,0,0,0,0,0
597797934,0,0,1,0,0,0,0,0
598307642,0,0,1,0,0,0,0,0
598817642,0,0,1,0,0,0,0,0
599328029,0,0,1,0,0,0,0,0
599837905,0,0,1,0,0,0,0,0
600347828,0,0,1,0,0,0,0,0
600856643,0,0,1,0,0,0,0,0
601366642,0,0,1,0,0,0,0,0
