timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
562446614,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3791910.8,99.99,99.99,67,12,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
563447612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3792059.0,99.99,99.99,67,15,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
564446629,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3792208.0,99.99,99.99,67,13,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
565446626,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3792357.0,99.99,99.99,67,22,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
566446611,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3792506.2,99.99,99.99,67,18,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
567446611,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3792655.5,99.99,99.99,67,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
568446612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3792805.2,99.99,99.99,67,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
569447612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3792955.0,99.99,99.99,67,13,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
570446615,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3793105.2,99.99,99.99,67,16,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
571446661,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3793255.8,99.99,99.99,67,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
572445613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3793406.5,99.99,99.99,67,19,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
573449017,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3793557.5,99.99,99.99,67,10,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
574445612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3793708.8,99.99,99.99,67,13,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
575445627,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3793860.2,99.99,99.99,67,11,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
576446612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3794011.8,99.99,99.99,67,15,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
577445615,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3794164.0,99.99,99.99,67,18,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
578445613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3794316.2,99.99,99.99,67,20,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
579445618,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3794468.8,99.99,99.99,67,26,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
580445613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3794621.5,99.99,99.99,67,13,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
581446613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3794774.8,99.99,99.99,67,14,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
582445615,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3794928.0,99.99,99.99,67,14,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
583445613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3795081.5,99.99,99.99,67,14,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
584446613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3795235.2,99.99,99.99,67,16,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
585445698,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3795389.2,99.99,99.99,67,14,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
586446054,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3795543.8,99.99,99.99,67,15,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
587445718,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3795698.0,99.99,99.99,67,16,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
588446612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3795853.2,99.99,99.99,67,30,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
589445613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3796008.0,99.99,99.99,67,25,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
590445613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3796163.8,99.99,99.99,67,29,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
591447634,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3796319.2,99.99,99.99,67,15,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
592446638,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3796474.8,99.99,99.99,67,23,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
593445613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3796631.2,99.99,99.99,67,9,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
594445611,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3796787.5,99.99,99.99,67,14,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
595445612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3796944.0,99.99,99.99,67,25,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
596446612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3797101.2,99.99,99.99,67,32,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
597445613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3797258.2,99.99,99.99,67,30,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
598445628,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3797415.5,99.99,99.99,67,30,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
599445612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3797573.5,99.99,99.99,66,27,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
600446612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3797731.5,99.99,99.99,66,14,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
601444818,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3797889.5,99.99,99.99,66,12,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
