timestamp,time_estimate,safe_time_estimate,valid
562686510,0.0,0.0,0
563706234,0.0,0.0,0
564725998,0.0,0.0,0
565745759,0.0,0.0,0
566765599,0.0,0.0,0
567785324,0.0,0.0,0
568795060,0.0,0.0,0
569814884,0.0,0.0,0
570834722,0.0,0.0,0
571854494,0.0,0.0,0
572874161,0.0,0.0,0
573893961,0.0,0.0,0
574913739,0.0,0.0,0
575933421,0.0,0.0,0
576953197,0.0,0.0,0
577973040,0.0,0.0,0
578992732,0.0,0.0,0
580012469,0.0,0.0,0
581032302,0.0,0.0,0
582052101,0.0,0.0,0
583071847,0.0,0.0,0
584091582,0.0,0.0,0
585111305,0.0,0.0,0
586131028,0.0,0.0,0
587150787,0.0,0.0,0
588170710,0.0,0.0,0
589190442,0.0,0.0,0
590210149,0.0,0.0,0
591229955,0.0,0.0,0
592249621,0.0,0.0,0
593269656,0.0,0.0,0
594289228,0.0,0.0,0
595308879,0.0,0.0,0
596328685,0.0,0.0,0
597338417,0.0,0.0,0
598358320,0.0,0.0,0
599378064,0.0,0.0,0
600397813,0.0,0.0,0
601417515,0.0,0.0,0
