timestamp,timestamp_sample,device_id,differential_pressure_pa,temperature,error_count
562565389,562562424,4728849,159.39609,20.053738,0
563567647,563564684,4728849,153.08336,20.053738,0
564543780,564540803,4728849,159.39609,20.053738,0
565572203,565569239,4728849,159.39609,20.053738,0
566574406,566571439,4728849,159.39609,20.053738,0
567563729,567560765,4728849,153.08336,20.053738,0
568565949,568562983,4728849,159.39609,20.053738,0
569568139,569565175,4728849,153.08336,20.053738,0
570570406,570567442,4728849,153.08336,20.053738,0
571572549,571569580,4728849,159.39609,20.053738,0
572548553,572545590,4728849,153.08336,20.053738,0
573576962,573573990,4728849,159.39609,20.053738,0
574566304,574563331,4728849,153.08336,20.053738,0
575568673,575565709,4728849,153.08336,20.053738,0
576571099,576568135,4728849,153.08336,20.053738,0
577560200,577557236,4728849,153.08336,20.053738,0
578562395,578559417,4728849,159.39609,20.053738,0
579459214,579456249,4728849,153.08336,20.053738,0
580566765,580563801,4728849,159.39609,20.053738,0
581569105,581566140,4728849,153.08336,20.053738,0
582571394,582568412,4728849,153.08336,20.053738,0
583573544,583570580,4728849,153.08336,20.053738,0
584470292,584467320,4728849,153.08336,20.053738,0
585578018,585575054,4728849,146.77065,20.053738,0
586567238,586564275,4728849,146.77065,20.053738,0
587569256,587566292,4728849,159.39609,20.053738,0
588558597,588555613,4728849,153.08336,19.956034,0
589574132,589571167,4728849,153.08336,20.053738,0
590576382,590573418,4728849,159.39609,20.053738,0
591565568,591562562,4728849,153.08336,20.053738,0
592567710,592564746,4728849,153.08336,20.053738,0
593569854,593566886,4728849,159.39609,20.053738,0
594479644,594476656,4728849,153.08336,20.053738,0
595574033,595571057,4728849,153.08336,19.956034,0
596536699,596533735,4728849,153.08336,20.053738,0
597565391,597562427,4728849,159.39609,20.053738,0
598567475,598564510,4728849,159.39609,20.053738,0
599569898,599566933,4728849,153.08336,19.956034,0
600572125,600569155,4728849,159.39609,19.956034,0
601574284,601571318,4728849,159.39609,19.956034,0
