timestamp,timestamp_sample,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
562766180,562733850,8.725701,8.773532,20.053738,1.0
563740955,563686767,8.576784,8.623785,20.053738,1.0
564770716,564672608,8.425236,8.471317,20.053738,1.0
565705526,565681344,8.725701,8.77346,20.053738,1.0
566670271,566637468,8.36385,8.40957,20.053738,1.0
567740031,567712397,8.725701,8.773448,20.053738,1.0
568714799,568642062,8.425236,8.47137,20.053738,1.0
569769556,569703557,8.576784,8.623749,20.053738,1.0
570719531,570686167,8.363848,8.409719,20.053738,1.0
571774085,571747667,8.425236,8.471371,20.053738,1.0
572763859,572736801,8.113653,8.15807,20.053738,1.0
573673649,573646510,8.425238,8.471291,20.053738,1.0
574728397,574701871,8.113653,8.158092,20.053738,1.0
575743166,575710783,8.363848,8.409644,20.053738,1.0
576772925,576746120,8.425236,8.471243,20.053738,1.0
577747698,577715480,7.9856186,8.029389,20.053738,1.0
578762459,578698078,8.270913,8.31616,20.053738,1.0
579767227,579739644,8.270913,8.316115,20.053738,1.0
580742002,580708870,8.113653,8.158068,20.053738,1.0
581771762,581744133,8.425236,8.47137,20.053738,1.0
582716572,582693714,8.270913,8.316132,20.053738,1.0
583776294,583748658,8.270913,8.31623,20.053738,1.0
584751078,584724366,8.576784,8.623789,20.053738,1.0
585700844,585673915,8.576784,8.622335,19.956034,1.0
586755603,586722543,8.486182,8.532654,20.053738,1.0
587730380,587698234,8.486182,8.53269,20.053738,1.0
588760128,588733650,8.425236,8.471381,20.053738,1.0
589749925,589722828,8.576784,8.623343,20.029312,1.0
590724686,590685656,8.425236,8.471358,20.053738,1.0
591764431,591740677,8.270913,8.316189,20.053738,1.0
592769198,592705395,8.322673,8.367354,19.988602,1.0
593653992,593626264,8.270911,8.3162365,20.053738,1.0
594758737,594727245,8.486182,8.531173,19.956034,1.0
595748578,595716126,8.486182,8.53258,20.053738,1.0
596763267,596731657,8.239702,8.283393,19.956034,1.0
597753043,597720608,8.113653,8.156951,19.975574,1.0
598727827,598696477,8.606775,8.653973,20.053738,1.0
599652598,599619680,7.9856186,8.02803,19.956034,1.0
600732343,600700979,8.113653,8.156702,19.956034,1.0
