timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
782461661,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
782551668,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
782601641,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
782711827,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
782806591,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
782826598,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
782986558,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
783086639,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
783211524,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
783311519,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
783381483,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
783476422,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
783591470,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
783711361,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
783781359,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
783876335,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
783991314,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
784061319,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
784196442,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
784311318,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
784396202,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
784488754,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
784611254,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
784751125,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
784771213,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
784911380,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
785006076,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
785026210,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
785161176,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
785251141,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
785386012,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
785496083,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
785610924,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
