timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
783181118,783180172,396809,-0.3393939,0.28939393,0.16590908,nan,0
784184838,784183892,396809,-0.33484846,0.2931818,0.1681818,nan,0
785188132,785187186,396809,-0.3371212,0.29090908,0.16439393,nan,0
786190807,786189861,396809,-0.33787876,0.29166666,0.16060606,nan,0
787194651,787193672,396809,-0.33484846,0.29545453,0.16287878,nan,0
788197778,788196832,396809,-0.33484846,0.29166666,0.16287878,nan,0
789200957,789200010,396809,-0.3340909,0.2931818,0.1590909,nan,0
790182808,790181862,396809,-0.3363636,0.2901515,0.16060606,nan,0
791185693,791184747,396809,-0.33787876,0.2901515,0.16439393,nan,0
792189437,792188491,396809,-0.33484846,0.2931818,0.16060606,nan,0
793192637,793191691,396809,-0.33560604,0.29090908,0.1681818,nan,0
794195374,794194428,396809,-0.33560604,0.29242423,0.1681818,nan,0
795199057,795198111,396809,-0.3363636,0.29393938,0.1560606,nan,0
796202289,796201343,396809,-0.3371212,0.29090908,0.16742423,nan,0
797183929,797182982,396809,-0.3363636,0.29393938,0.16439393,nan,0
798187541,798186595,396809,-0.3371212,0.29166666,0.16287878,nan,0
799190290,799189343,396809,-0.3363636,0.2901515,0.1681818,nan,0
800193953,800193007,396809,-0.33560604,0.2931818,0.1590909,nan,0
801197117,801196171,396809,-0.33863634,0.29090908,0.16590908,nan,0
802199918,802198972,396809,-0.33560604,0.2931818,0.1590909,nan,0
803203631,803202685,396809,-0.33484846,0.29166666,0.16287878,nan,0
804185695,804184749,396809,-0.34015152,0.29090908,0.16969696,nan,0
805188500,805187554,396809,-0.3363636,0.29469696,0.16969696,nan,0
806192229,806191283,396809,-0.33560604,0.29166666,0.15757576,nan,0
807195002,807194056,396809,-0.3371212,0.29242423,0.16060606,nan,0
808198715,808197762,396809,-0.3371212,0.29393938,0.15757576,nan,0
809202032,809201086,396809,-0.3393939,0.29090908,0.16136363,nan,0
810183652,810182703,396809,-0.3363636,0.29393938,0.16287878,nan,0
811187275,811186329,396809,-0.3371212,0.29393938,0.1590909,nan,0
812190559,812189613,396809,-0.33863634,0.28939393,0.16590908,nan,0
813193394,813192448,396809,-0.3340909,0.2931818,0.16060606,nan,0
814197055,814196109,396809,-0.33560604,0.2931818,0.16969696,nan,0
815199875,815198929,396809,-0.33787876,0.29166666,0.16287878,nan,0
816203620,816202672,396809,-0.3333333,0.2931818,0.1590909,nan,0
817185620,817184673,396809,-0.3393939,0.28939393,0.1681818,nan,0
818188487,818187542,396809,-0.3363636,0.2931818,0.16287878,nan,0
819192295,819191349,396809,-0.33484846,0.29242423,0.16060606,nan,0
