timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
783237613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3830879.2,99.99,99.99,66,27,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
784237612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3831084.0,99.99,99.99,66,15,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
785238611,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3831288.8,99.99,99.99,66,16,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
786236618,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3831493.5,99.99,99.99,66,17,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
787238612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3831698.8,99.99,99.99,66,15,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
788237611,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3831904.5,99.99,99.99,66,27,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
789237613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3832110.2,99.99,99.99,66,29,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
790236613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3832316.2,99.99,99.99,66,23,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
791236627,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3832522.8,99.99,99.99,66,26,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
792236627,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3832729.2,99.99,99.99,66,17,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
793236612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3832935.8,99.99,99.99,66,20,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
794236613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3833143.0,99.99,99.99,66,35,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
795238612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3833350.0,99.99,99.99,66,32,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
