timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
782759746,782759625,4259850,4325386,-6.731208e-05,3.5952984e-05,-2.307959e-06,-0.0031789697,0.00031283995,-0.047130503,4999,4982,0,2,0
783259627,783259508,4259850,4325386,-6.965412e-05,3.2348944e-06,-3.6037487e-05,-0.0040533296,0.00021078734,-0.05044195,4999,4983,0,2,0
783759498,783759392,4259850,4325386,8.255144e-05,1.50531805e-05,3.589747e-05,-0.0037252149,0.00037734382,-0.048549064,4999,4982,0,2,0
784259383,784259275,4259850,4325386,-3.134728e-05,-4.7626025e-05,-1.3520305e-05,-0.00341976,0.00019323411,-0.04909347,4999,4982,0,2,0
784759412,784759159,4259850,4325386,3.4897064e-05,-2.5591846e-05,-4.0223233e-05,-0.0035707306,0.00015312833,-0.048954997,4997,4982,0,2,0
785259197,785259042,4259850,4325386,-8.072008e-06,-1.6777594e-05,2.4521603e-06,-0.0037957153,3.0118936e-05,-0.049074035,4999,4982,0,2,0
785759036,785758926,4259850,4325386,9.559918e-05,-2.7779412e-05,-5.4010848e-06,-0.0033557885,-0.00040988962,-0.04764694,4999,4982,0,2,0
786258915,786258809,4259850,4325386,-6.561001e-05,4.2760938e-05,-3.412236e-05,-0.0035148826,3.460734e-05,-0.049889844,4999,4982,0,2,0
786758802,786758692,4259850,4325386,8.891647e-05,-2.660402e-05,9.857275e-06,-0.0035368856,0.00025523186,-0.048522837,4999,4982,0,2,0
787258683,787258576,4259850,4325386,-7.267964e-05,-0.000102294536,4.4244945e-05,-0.003933532,0.000940752,-0.049675222,4999,4982,0,2,0
787758569,787758459,4259850,4325386,2.3757128e-05,-4.7311943e-05,3.383093e-05,-0.0040078424,0.0010359487,-0.047814373,4994,4983,0,2,0
788258452,788258343,4259850,4325386,4.2809646e-05,6.014262e-05,3.19149e-05,-0.0039337934,-0.00061962067,-0.050243195,5000,4983,0,2,0
788758334,788758226,4259850,4325386,8.990202e-05,-2.4965173e-05,3.0568757e-05,-0.004136993,0.0007245146,-0.047997084,4999,4982,0,2,0
789258348,789258109,4259850,4325386,7.8985446e-05,-1.7404715e-05,-5.5495316e-06,-0.0044646407,5.906724e-05,-0.050666068,4999,4982,0,2,0
789758099,789757993,4259850,4325386,0.00015448996,-1.7681165e-05,2.871426e-05,-0.0037588847,-0.00036718792,-0.050012376,4999,4987,0,2,0
