timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
782262663,0,0,1,0,0,0,0,0
782763675,0,0,1,0,0,0,0,0
783272642,0,0,1,0,0,0,0,0
783782642,0,0,1,0,0,0,0,0
784292642,0,0,1,0,0,0,0,0
784802642,0,0,1,0,0,0,0,0
785312642,0,0,1,0,0,0,0,0
785822662,0,0,1,0,0,0,0,0
786331641,0,0,1,0,0,0,0,0
786841642,0,0,1,0,0,0,0,0
787351662,0,0,1,0,0,0,0,0
787861641,0,0,1,0,0,0,0,0
788371642,0,0,1,0,0,0,0,0
788881641,0,0,1,0,0,0,0,0
789391644,0,0,1,0,0,0,0,0
789901663,0,0,1,0,0,0,0,0
790411641,0,0,1,0,0,0,0,0
790921641,0,0,1,0,0,0,0,0
791431645,0,0,1,0,0,0,0,0
791941662,0,0,1,0,0,0,0,0
792450659,0,0,1,0,0,0,0,0
792959642,0,0,1,0,0,0,0,0
793469665,0,0,1,0,0,0,0,0
793979849,0,0,1,0,0,0,0,0
794489677,0,0,1,0,0,0,0,0
794998699,0,0,1,0,0,0,0,0
795508662,0,0,1,0,0,0,0,0
796018642,0,0,1,0,0,0,0,0
796528643,0,0,1,0,0,0,0,0
797038664,0,0,1,0,0,0,0,0
797548662,0,0,1,0,0,0,0,0
798058703,0,0,1,0,0,0,0,0
798568675,0,0,1,0,0,0,0,0
799078642,0,0,1,0,0,0,0,0
799587641,0,0,1,0,0,0,0,0
800096642,0,0,1,0,0,0,0,0
800605923,0,0,1,0,0,0,0,0
801115815,0,0,1,0,0,0,0,0
801624641,0,0,1,0,0,0,0,0
802133642,0,0,1,0,0,0,0,0
802642685,0,0,1,0,0,0,0,0
803152642,0,0,1,0,0,0,0,0
803662643,0,0,1,0,0,0,0,0
804172642,0,0,1,0,0,0,0,0
804682641,0,0,1,0,0,0,0,0
805191642,0,0,1,0,0,0,0,0
805700642,0,0,1,0,0,0,0,0
806210642,0,0,1,0,0,0,0,0
806720641,0,0,1,0,0,0,0,0
807230640,0,0,1,0,0,0,0,0
807740686,0,0,1,0,0,0,0,0
808250642,0,0,1,0,0,0,0,0
808760644,0,0,1,0,0,0,0,0
809270641,0,0,1,0,0,0,0,0
809780685,0,0,1,0,0,0,0,0
810290644,0,0,1,0,0,0,0,0
810800646,0,0,1,0,0,0,0,0
811310783,0,0,1,0,0,0,0,0
811820663,0,0,1,0,0,0,0,0
812329641,0,0,1,0,0,0,0,0
812839641,0,0,1,0,0,0,0,0
813349661,0,0,1,0,0,0,0,0
813859642,0,0,1,0,0,0,0,0
814369643,0,0,1,0,0,0,0,0
814879663,0,0,1,0,0,0,0,0
815389689,0,0,1,0,0,0,0,0
815899642,0,0,1,0,0,0,0,0
816408642,0,0,1,0,0,0,0,0
816917641,0,0,1,0,0,0,0,0
817427128,0,0,1,0,0,0,0,0
817937061,0,0,1,0,0,0,0,0
818445643,0,0,1,0,0,0,0,0
818955642,0,0,1,0,0,0,0,0
