timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
783181010,783180070,396321,-0.3393939,0.23712121,0.15151514,nan,0
784196210,784195270,396321,-0.3280303,0.23712121,0.13181818,nan,0
785189804,785188845,396321,-0.33863634,0.2340909,0.14318182,nan,0
786183454,786182514,396321,-0.33257574,0.23560606,0.14621212,nan,0
787177225,787176285,396321,-0.32878786,0.23636363,0.14166667,nan,0
788192692,788191752,396321,-0.3371212,0.23712121,0.14696969,nan,0
789186213,789185273,396321,-0.32651514,0.23787878,0.13787879,nan,0
790179871,790178889,396321,-0.33484846,0.23787878,0.14166667,nan,0
791195110,791194170,396321,-0.3363636,0.23712121,0.14166667,nan,0
792188599,792187659,396321,-0.3272727,0.23181817,0.14469697,nan,0
793182192,793181253,396321,-0.33787876,0.23712121,0.14469697,nan,0
794197402,794196462,396321,-0.3340909,0.23560606,0.14621212,nan,0
795191000,795190052,396321,-0.325,0.23636363,0.15378788,nan,0
796184591,796183651,396321,-0.33257574,0.23560606,0.15151514,nan,0
797178232,797177292,396321,-0.32651514,0.23787878,0.14469697,nan,0
798193430,798192490,396321,-0.32954544,0.23636363,0.14621212,nan,0
799186991,799186050,396321,-0.33484846,0.23560606,0.14318182,nan,0
800180678,800179738,396321,-0.3272727,0.23863636,0.14469697,nan,0
801195857,801194917,396321,-0.3393939,0.23636363,0.15681818,nan,0
802189403,802188464,396321,-0.32878786,0.23787878,0.14848484,nan,0
803183009,803182069,396321,-0.3310606,0.23712121,0.14999999,nan,0
804198195,804197255,396321,-0.34545454,0.23560606,0.14999999,nan,0
805191915,805190957,396321,-0.32651514,0.23636363,0.14318182,nan,0
806185419,806184480,396321,-0.3310606,0.23560606,0.14999999,nan,0
807179028,807178062,396321,-0.3333333,0.23560606,0.14166667,nan,0
808194202,808193258,396321,-0.32575756,0.23863636,0.13787879,nan,0
809187861,809186922,396321,-0.33787876,0.23560606,0.14318182,nan,0
810181402,810180463,396321,-0.33181816,0.23636363,0.13636363,nan,0
811196600,811195661,396321,-0.3272727,0.23787878,0.14318182,nan,0
812190191,812189252,396321,-0.34242424,0.23560606,0.14318182,nan,0
813183837,813182897,396321,-0.32651514,0.23712121,0.13636363,nan,0
814177430,814176489,396321,-0.33257574,0.23787878,0.14166667,nan,0
815192575,815191635,396321,-0.33484846,0.23333332,0.14166667,nan,0
816186201,816185262,396321,-0.32575756,0.23636363,0.13939394,nan,0
817179838,817178899,396321,-0.34015152,0.23560606,0.13939394,nan,0
818195035,818194095,396321,-0.33181816,0.23787878,0.14166667,nan,0
819188733,819187762,396321,-0.330303,0.23636363,0.14015152,nan,0
