timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
782505080,782504684,0,nan,nan,-0.013712791,-0.03305074,0.16937074,0.0,0.0,0.0,-0.0048649367,-0.019546708,-0.012696532,-0.024251526,0.0002542235,-0.000154525,0.0,0.09346478,0.026142454,-0.17613803,-2.540984,0.015309386,nan,0.101202846,0.16545565,0.3759339,0.13032177,0.116508454,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
782515160,782514682,0,nan,nan,-0.013742454,-0.033210915,0.16916268,0.0,0.0,0.0,-0.004424691,-0.019446408,-0.01233856,-0.02385902,0.0002542235,-0.000154525,0.0,-0.037792288,0.100680195,-0.080556996,-2.541002,0.015309386,nan,0.101318315,0.16666993,0.37677315,0.13080499,0.11670744,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
782605002,782604661,0,nan,nan,-0.013791171,-0.034172226,0.167346,0.0,0.0,0.0,-0.0039769313,-0.018223582,-0.012530661,-0.023667853,0.0002542235,-0.000154525,0.0,-0.107375674,0.031069534,-0.1983331,-2.5410416,0.015309386,nan,0.10241702,0.17293559,0.3799566,0.13205725,0.11777521,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
782705073,782704638,0,nan,nan,-0.014015037,-0.035342053,0.16620404,0.0,0.0,0.0,-0.006413873,-0.018884562,-0.010366108,-0.020509658,0.0002542235,-0.000154525,0.0,0.0379336,0.027234279,-0.15839925,-2.5412576,0.015309386,nan,0.10301086,0.18542567,0.38398227,0.13694939,0.11900329,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
782804954,782804614,0,nan,nan,-0.013732363,-0.03612287,0.16414809,0.0,0.0,0.0,-0.0009583583,-0.017394383,-0.016330818,-0.026005933,0.0002542235,-0.000154525,0.0,-0.08486455,0.17768857,-0.34810042,-2.5411153,0.015309386,nan,0.101771355,0.19155902,0.3903985,0.13769759,0.12059336,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
782904933,782904591,0,nan,nan,-0.01333494,-0.036830757,0.16146575,0.0,0.0,0.0,-0.00011505655,-0.017025659,-0.01481497,-0.024570812,0.0002542235,-0.000154525,0.0,-0.060998537,0.037850548,-0.13119686,-2.5409794,0.015309386,nan,0.1012422,0.20457111,0.39447862,0.1427526,0.12175683,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
783004926,783004568,0,nan,nan,-0.012758153,-0.037084185,0.15873036,0.0,0.0,0.0,0.0021038363,-0.01642687,-0.016778447,-0.026580447,0.0002542235,-0.000154525,0.0,0.0044138897,-0.17587823,0.18889545,-2.5405197,0.015309386,nan,0.10092008,0.2089469,0.39851746,0.14243582,0.12287166,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
783104898,783104545,0,nan,nan,-0.012080119,-0.037211858,0.15626119,0.0,0.0,0.0,0.0035450472,-0.013433965,-0.020741278,-0.030035434,0.0002542235,-0.000154525,0.0,-0.036174957,0.047654018,0.05666708,-2.5402832,0.015309386,nan,0.10360472,0.22235909,0.4025266,0.147391,0.12394407,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
783204859,783204521,0,nan,nan,-0.011254893,-0.036916226,0.15392037,0.0,0.0,0.0,0.0017831932,-0.010335217,-0.01258474,-0.021720458,0.0002542235,-0.000154525,0.0,-0.06505286,-0.0004891003,0.109902695,-2.540725,0.015309386,nan,0.1,0.22460973,0.406498,0.14599869,0.12497299,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
783304837,783304498,0,nan,nan,-0.010428154,-0.03600958,0.15162176,0.0,0.0,0.0,0.0061775954,-0.0112663,-0.020794248,-0.029323693,0.0002542235,-0.000154525,0.0,0.10992184,0.02332294,0.12686136,-2.5408874,0.015309386,nan,0.1094141,0.2147331,0.37512538,0.13338105,0.10671,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
783404813,783404474,0,nan,nan,-0.008108474,-0.030157447,0.15147996,0.0,0.0,0.0,0.00643265,-0.0072750063,-0.018034687,-0.023962848,0.0002542235,-0.000154525,0.0,0.0589125,0.034219313,0.1042396,-2.5407913,0.015309386,nan,0.107718736,0.014454152,0.3805402,0.059461918,0.10824181,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
783504788,783504451,0,nan,nan,-0.0039100093,-0.019610465,0.15167934,0.0,0.0,0.0,0.009967683,-0.0006905557,-0.01681156,-0.02016702,0.0002542235,-0.000154525,0.0,0.03473069,0.12803684,0.08263494,-2.5408819,0.015309386,nan,0.114451796,0.016899183,0.36036873,0.062482476,0.096059285,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
783604842,783604428,0,nan,nan,-0.00059203996,-0.0116142295,0.15399599,0.0,0.0,0.0,0.0100445375,0.0030672776,-0.01616732,-0.015262191,0.0002542235,-0.000154525,0.0,0.016731383,-0.04270281,-0.10636483,-2.5405564,0.015309386,nan,0.113054395,0.012143049,0.36301315,0.05510304,0.09737938,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
783714732,783714402,0,nan,nan,0.0020767066,-0.005288714,0.15545185,0.0,0.0,0.0,0.011956351,0.005842812,-0.015331763,-0.011513358,0.0002542235,-0.000154525,0.0,-0.0587085,0.12682594,-0.10829403,-2.5403745,0.015309386,nan,0.10841586,0.016416604,0.36636344,0.060046572,0.09886939,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
783804706,783804381,0,nan,nan,0.003926329,-0.0012857676,0.15608203,0.0,0.0,0.0,0.013216185,0.0066875303,-0.016538937,-0.011285093,0.0002542235,-0.000154525,0.0,-0.0117994705,-0.015524263,-0.31035057,-2.54055,0.015309386,nan,0.1079275,0.020933343,0.36841407,0.06412349,0.099989146,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
783904683,783904358,0,nan,nan,0.0058162967,0.0021650067,0.15696928,0.0,0.0,0.0,0.01440905,0.008805791,-0.0146515565,-0.0077628116,0.0002542235,-0.000154525,0.0,-0.10835122,0.07149437,-0.2674242,-2.5406034,0.015309386,nan,0.10875517,0.026688684,0.37115005,0.06858797,0.10127207,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
784004755,784004335,0,nan,nan,0.007491907,0.0048317118,0.1576708,0.0,0.0,0.0,0.014140423,0.009355675,-0.0133948205,-0.0052562323,0.0002542235,-0.000154525,0.0,-0.124259636,0.07648141,-0.024911689,-2.540781,0.015309386,nan,0.107124895,0.03301031,0.37391162,0.07298291,0.10254055,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
784104656,784104311,0,nan,nan,0.009099876,0.0069361296,0.15826938,0.0,0.0,0.0,0.015510149,0.009202718,-0.013065853,-0.0040119444,0.0002542235,-0.000154525,0.0,-0.06778873,0.01880996,0.13872339,-2.5406394,0.015309386,nan,0.1055384,0.039881796,0.37888825,0.07745408,0.10408402,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
784204783,784204288,0,nan,nan,0.010695058,0.008646982,0.15866143,0.0,0.0,0.0,0.016206214,0.009993715,-0.012408969,-0.002853348,0.0002542235,-0.000154525,0.0,-0.04324469,-0.022998724,0.07776334,-2.540666,0.015309386,nan,0.10482898,0.047234334,0.3817327,0.08194614,0.10532911,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
784304640,784304265,0,nan,nan,0.012289498,0.010059779,0.15850407,0.0,0.0,0.0,0.016431909,0.010041308,-0.011004462,-0.0015066942,0.0002542235,-0.000154525,0.0,-0.0089596445,-0.051218394,0.11836767,-2.540654,0.015309386,nan,0.104646504,0.054921784,0.38459352,0.08629524,0.106556304,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
784414572,784414239,0,nan,nan,0.014135836,0.01135511,0.1580612,0.0,0.0,0.0,0.017908791,0.008973243,-0.0132813975,-0.004095194,0.0002542235,-0.000154525,0.0,0.20560403,-0.15640728,-0.050964046,-2.5407054,0.015309386,nan,0.10219592,0.064018205,0.38823056,0.09128958,0.10795049,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
784507126,784504218,0,nan,nan,0.015730165,0.012167996,0.15668496,0.0,0.0,0.0,0.019001307,0.009303758,-0.0108477855,-0.0028489903,0.0002542235,-0.000154525,0.0,0.092830665,-0.11025927,0.23797011,-2.5405538,0.015309386,nan,0.1,0.07156939,0.3903346,0.095155865,0.10894787,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
784604517,784604195,0,nan,nan,0.01758018,0.012921854,0.15460241,0.0,0.0,0.0,0.020937454,0.0084187975,-0.014662756,-0.008276346,0.0002542235,-0.000154525,0.0,0.026757719,-0.075957805,0.16499177,-2.5406628,0.015309386,nan,0.10064283,0.08069352,0.3932129,0.09978112,0.11011093,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
784704537,784704171,0,nan,nan,0.0195008,0.013585368,0.15321662,0.0,0.0,0.0,0.020446332,0.009352293,-0.012727022,-0.0071687265,0.0002542235,-0.000154525,0.0,0.06004047,-0.015305228,-0.16692163,-2.5407114,0.015309386,nan,0.10027237,0.0896436,0.3960817,0.10382299,0.11124868,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
784804529,784804150,0,nan,nan,0.021507915,0.014170305,0.15104866,0.0,0.0,0.0,0.023185475,0.00881231,-0.015978264,-0.011795605,0.0002542235,-0.000154525,0.0,0.07729256,0.039286904,-0.30776796,-2.5406444,0.015309386,nan,0.1,0.09959855,0.40157396,0.10849763,0.112750985,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
784904449,784904125,0,nan,nan,0.023508783,0.01475126,0.14950474,0.0,0.0,0.0,0.023354227,0.0091617135,-0.01467335,-0.0111133335,0.0002542235,-0.000154525,0.0,0.13333935,0.0205591,-0.30506593,-2.540719,0.015309386,nan,0.10029991,0.108841404,0.4044876,0.11219147,0.11385389,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
785004427,785004102,0,nan,nan,0.025638983,0.015286351,0.14822395,0.0,0.0,0.0,0.024888407,0.009535435,-0.014224469,-0.0108335,0.0002542235,-0.000154525,0.0,-0.058797956,0.07339519,0.10379851,-2.5405498,0.015309386,nan,0.10222019,0.11959172,0.40737897,0.116938785,0.11492848,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
785114402,785114076,0,nan,nan,0.027908849,0.01581829,0.14696148,0.0,0.0,0.0,0.02554269,0.009609774,-0.015282063,-0.011905693,0.0002542235,-0.000154525,0.0,-0.010351418,-0.010470322,0.32807934,-2.540798,0.015309386,nan,0.102279246,0.12992826,0.411107,0.12058447,0.116166785,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
785204428,785204055,0,nan,nan,0.029809313,0.01623489,0.14602976,0.0,0.0,0.0,0.02413274,0.009307734,-0.016613113,-0.013156315,0.0002542235,-0.000154525,0.0,0.0012905452,-0.031406436,0.15294214,-2.5406976,0.015309386,nan,0.102337465,0.14029601,0.41308814,0.124931894,0.116992466,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
785314396,785314029,0,nan,nan,0.03212008,0.016575236,0.1433626,0.0,0.0,0.0,0.028190715,0.0075820177,-0.01729481,-0.015122353,0.0002542235,-0.000154525,0.0,0.09615373,0.021881597,0.007898107,-2.5408535,0.015309386,nan,0.1,0.15024938,0.41678387,0.12789173,0.118174024,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
785404413,785404008,0,nan,nan,0.03403087,0.01676774,0.14056171,0.0,0.0,0.0,0.02712388,0.006267351,-0.01693932,-0.016149625,0.0002542235,-0.000154525,0.0,0.024548724,-0.16421846,0.12345918,-2.5408566,0.015309386,nan,0.1,0.16124058,0.41869912,0.13237353,0.11894436,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
785504311,785503985,0,nan,nan,0.036110662,0.016879687,0.13701864,0.0,0.0,0.0,0.028956022,0.006494553,-0.018713543,-0.019783312,0.0002542235,-0.000154525,0.0,-0.033858035,0.012042611,0.11004596,-2.5406535,0.015309386,nan,0.1,0.16908832,0.42456305,0.1339602,0.12037012,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
785604283,785603962,0,nan,nan,0.03800286,0.016900107,0.13283575,0.0,0.0,0.0,0.02850246,0.0068973457,-0.020558624,-0.023765473,0.0002542235,-0.000154525,0.0,0.075107925,0.02947884,-0.21326765,-2.5409503,0.015309386,nan,0.1,0.18187359,0.42733693,0.13888624,0.12128321,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
785704315,785703938,0,nan,nan,0.04010305,0.01681754,0.12907566,0.0,0.0,0.0,0.0293835,0.006388583,-0.020431016,-0.025070218,0.0002542235,-0.000154525,0.0,-0.007819416,-0.0075616506,-0.119602285,-2.5399547,0.015309386,nan,0.1,0.18828583,0.4300722,0.13943051,0.12216651,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
785814250,785813912,0,nan,nan,0.041959573,0.016679792,0.124334954,0.0,0.0,0.0,0.030398201,0.0058881855,-0.02007793,-0.026556589,0.0002542235,-0.000154525,0.0,0.013335094,-0.06792038,-0.13212483,-2.5400524,0.015309386,nan,0.1,0.20290883,0.4336843,0.14489643,0.12320789,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
785904264,785903892,0,nan,nan,0.04360967,0.016560482,0.12022046,0.0,0.0,0.0,0.030876152,0.004819646,-0.020801697,-0.02882557,0.0002542235,-0.000154525,0.0,-0.1916904,-0.032988485,-0.038928263,-2.5400538,0.015309386,nan,0.1,0.20608158,0.4353893,0.1437942,0.12383562,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
786014199,786013866,0,nan,nan,0.045057684,0.016191622,0.115416914,0.0,0.0,0.0,0.031499997,0.005160628,-0.022072097,-0.03151162,0.0002542235,-0.000154525,0.0,0.06012789,-0.0148892375,0.15499769,-2.5403183,0.015309386,nan,0.1,0.22110094,0.43891048,0.14924577,0.12481215,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
786104296,786103845,0,nan,nan,0.046588082,0.01598417,0.1102527,0.0,0.0,0.0,0.034405254,0.00483254,-0.023083529,-0.03469013,0.0002542235,-0.000154525,0.0,0.21812779,-0.1468198,0.06572499,-2.5399802,0.015309386,nan,0.1,0.22199953,0.4404836,0.14699395,0.12537454,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
786204175,786203822,0,nan,nan,0.047499392,0.015440187,0.105226025,0.0,0.0,0.0,0.031059116,0.0035384016,-0.022942794,-0.03588832,0.0002542235,-0.000154525,0.0,0.117686436,0.13631667,-0.33299437,-2.539829,0.015309386,nan,0.1,0.23586483,0.44654194,0.15194656,0.12669766,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
786304187,786303798,0,nan,nan,0.048878152,0.015066478,0.10016045,0.0,0.0,0.0,0.03303874,0.003910422,-0.026112087,-0.04016173,0.0002542235,-0.000154525,0.0,0.026379665,0.14432533,0.06549203,-2.540204,0.015309386,nan,0.1,0.2502286,0.44898984,0.15706216,0.12739566,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
786404151,786403775,0,nan,nan,0.049157992,0.014324768,0.0954011,0.0,0.0,0.0,0.032985713,0.004046647,-0.025176879,-0.039866064,0.0002542235,-0.000154525,0.0,-0.005876471,0.09142893,0.07620083,-2.5400913,0.015309386,nan,0.1,0.2497452,0.45138043,0.15414287,0.12806337,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
786514074,786513749,0,nan,nan,0.050326943,0.01380668,0.08945873,0.0,0.0,0.0,0.032576997,0.003971631,-0.028851032,-0.044787563,0.0002542235,-0.000154525,0.0,-0.17529133,0.044296093,-0.07686798,-2.5401607,0.015309386,nan,0.1,0.26570514,0.45470434,0.15964095,0.12889273,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
786604104,786603728,0,nan,nan,0.0500108,0.013088688,0.08475046,0.0,0.0,0.0,0.03151471,0.0039260746,-0.027162544,-0.04375164,0.0002542235,-0.000154525,0.0,-0.05759933,0.10766226,-0.03966983,-2.5400019,0.015309386,nan,0.1,0.26118338,0.45597216,0.15524991,0.12930705,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
786714026,786713703,0,nan,nan,0.05060111,0.012522399,0.07957873,0.0,0.0,0.0,0.030782856,0.0035724498,-0.029053066,-0.045820832,0.0002542235,-0.000154525,0.0,-0.1639299,0.042017702,-0.27786353,-2.540095,0.015309386,nan,0.10251993,0.27714726,0.45914438,0.1607154,0.13006578,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
