timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
476036462,476036280,0.2977842,-0.024765518,-0.027088162,-0.95392746,0.99997073,3.1922478e-09,-2.3746525e-09,0.0076546185,2
476041454,476041277,0.29778543,-0.024767084,-0.027090656,-0.953927,0.99997073,3.1922478e-09,-2.3746525e-09,0.0076546185,2
476086441,476086266,0.29778028,-0.024754915,-0.027106868,-0.9539285,0.99997073,3.1922478e-09,-2.3746525e-09,0.0076546185,2
476136450,476136254,0.29778415,-0.024803152,-0.02708269,-0.9539266,0.99997073,3.1922478e-09,-2.3746525e-09,0.0076546185,2
476186491,476186243,0.29779536,-0.024777558,-0.026972728,-0.953927,0.99997073,3.1922478e-09,-2.3746525e-09,0.0076546185,2
476236401,476236231,0.29781535,-0.024784314,-0.026986703,-0.95392007,0.99997073,3.1922478e-09,-2.3746525e-09,0.0076546185,2
476286399,476286219,0.29784986,-0.024777433,-0.026951995,-0.9539105,0.99997073,3.1922478e-09,-2.3746525e-09,0.0076546185,2
476336384,476336207,0.297835,-0.024792148,-0.026962819,-0.95391446,0.99997073,3.1922478e-09,-2.3746525e-09,0.0076546185,2
476386378,476386195,0.2978224,-0.024736498,-0.026965221,-0.95391977,0.99997073,3.1922478e-09,-2.3746525e-09,0.0076546185,2
476436382,476436184,0.29784182,-0.02479224,-0.027008465,-0.953911,0.99997073,3.1922478e-09,-2.3746525e-09,0.0076546185,2
476486347,476486172,0.29785836,-0.024784146,-0.02701835,-0.95390576,0.99997073,3.1922478e-09,-2.3746525e-09,0.0076546185,2
476536336,476536160,0.29787746,-0.024732158,-0.026950799,-0.95390314,0.99997073,3.1922478e-09,-2.3746525e-09,0.0076546185,2
476586322,476586148,0.29788578,-0.024800329,-0.027007263,-0.9538971,0.99997073,3.1922478e-09,-2.3746525e-09,0.0076546185,2
476636311,476636137,0.2978408,-0.02479899,-0.027042905,-0.9539102,0.99997073,3.1922478e-09,-2.3746525e-09,0.0076546185,2
476686304,476686125,0.297833,-0.024790185,-0.027022485,-0.95391345,0.99997073,3.1922478e-09,-2.3746525e-09,0.0076546185,2
