timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],accel_priority[0],accel_priority[1],accel_priority[2],accel_priority[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3],gyro_priority[0],gyro_priority[1],gyro_priority[2],gyro_priority[3]
476036425,4259850,4259850,2490378,0,0,0.14909668,0.14909667,0.0,0.0,4325386,4325386,2490378,0,0,0.0064762235,0.0064762225,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
476041417,4259850,4259850,2490378,0,0,0.14849395,0.14849393,0.0,0.0,4325386,4325386,2490378,0,0,0.006468756,0.006468756,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
476236367,4259850,4259850,2490378,0,0,0.14848743,0.14848746,0.0,0.0,4325386,4325386,2490378,0,0,0.006298199,0.006298198,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
476436341,4259850,4259850,2490378,0,0,0.15187998,0.15187998,0.0,0.0,4325386,4325386,2490378,0,0,0.006209889,0.0062098885,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
476636275,4259850,4259850,2490378,0,0,0.15324153,0.15324153,0.0,0.0,4325386,4325386,2490378,0,0,0.0062824744,0.0062824744,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
476836241,4259850,4259850,2490378,0,0,0.15058625,0.15058625,0.0,0.0,4325386,4325386,2490378,0,0,0.006265544,0.006265544,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
477036229,4259850,4259850,2490378,0,0,0.14824632,0.1482463,0.0,0.0,4325386,4325386,2490378,0,0,0.0066378755,0.0066378755,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
477236163,4259850,4259850,2490378,0,0,0.15186058,0.15186058,0.0,0.0,4325386,4325386,2490378,0,0,0.0063578947,0.0063578947,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
477436159,4259850,4259850,2490378,0,0,0.15066077,0.15066075,0.0,0.0,4325386,4325386,2490378,0,0,0.0063036964,0.006303696,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
477636034,4259850,4259850,2490378,0,0,0.1509618,0.15096182,0.0,0.0,4325386,4325386,2490378,0,0,0.0065184664,0.0065184664,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
