timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
476801987,476801917,4259850,-1.7621325,0.71251446,-9.730036,35.5,0,0,0,0,5
477803656,477803585,4259850,-1.6778566,0.78146744,-9.392932,35.5,0,0,0,0,5
478804857,478804785,4259850,-1.7085024,0.6818687,-9.661083,36.0,0,0,0,0,5
479801502,479801433,4259850,-1.7238252,0.78146744,-9.661083,36.0,0,0,0,0,5
480803190,480803122,4259850,-1.7391481,0.7661446,-9.599792,35.5,0,0,0,0,5
481802457,481802387,4259850,-1.6931795,0.75082165,-9.461885,35.5,0,0,0,0,5
482804223,482804153,4259850,-1.6395494,0.79679036,-9.461885,35.5,0,0,0,0,5
483800946,483800876,4259850,-1.7085024,0.78146744,-9.576807,35.5,0,0,0,0,5
484802689,484802620,4259850,-1.6472108,0.7661446,-9.630437,36.0,0,0,0,0,5
485803909,485803839,4259850,-1.7391481,0.66654575,-9.768343,35.5,0,0,0,0,5
486805614,486805544,4259850,-1.700841,0.78146744,-9.569145,35.5,0,0,0,0,5
487802329,487802260,4259850,-1.7391481,0.773806,-9.576807,36.0,0,0,0,0,5
488804015,488803946,4259850,-1.7161638,0.6742072,-9.438901,36.0,0,0,0,0,5
489805775,489805609,4259850,-1.6931795,0.773806,-9.5385,36.0,0,0,0,0,5
490802340,490802270,4259850,-1.700841,0.7278373,-9.415916,36.0,0,0,0,0,5
491803466,491803394,4259850,-1.7238252,0.7431602,-9.714713,36.0,0,0,0,0,5
492805068,492805000,4259850,-1.7544711,0.773806,-9.737698,36.0,0,0,0,0,5
493804773,493804639,4259850,-1.6472108,0.6895301,-9.415916,36.0,0,0,0,0,5
494801322,494801251,4259850,-1.6318879,0.7278373,-9.454224,36.0,0,0,0,0,5
495802948,495802875,4259850,-1.6701951,0.7584831,-9.569145,35.5,0,0,0,0,5
496804595,496804528,4259850,-1.8081012,0.7891289,-9.622776,36.0,0,0,0,0,5
497801233,497801163,4259850,-1.7621325,0.7278373,-9.607452,36.0,0,0,0,0,5
498802359,498802290,4259850,-1.6625336,0.7584831,-9.546161,36.0,0,0,0,0,5
499803993,499803925,4259850,-1.6931795,0.66654575,-9.530838,36.0,0,0,0,0,5
500805627,500805519,4259850,-1.7774553,0.80445176,-9.5078535,36.0,0,0,0,0,5
501802209,501802140,4259850,-1.6931795,0.8274361,-9.668744,36.0,0,0,0,0,5
502803810,502803741,4259850,-1.7238252,0.7431602,-9.607452,36.0,0,0,0,0,5
503805427,503805357,4259850,-1.7391481,0.704853,-9.5078535,36.0,0,0,0,0,5
504802496,504802428,4259850,-1.685518,0.7584831,-9.469546,36.0,0,0,0,0,5
505803580,505803511,4259850,-1.700841,0.79679036,-9.599792,35.5,0,0,0,0,5
506802703,506802634,4259850,-1.8310854,0.7431602,-9.622776,35.5,0,0,0,0,5
507804318,507804240,4259850,-1.7544711,0.7278373,-9.59213,36.0,0,0,0,0,5
508803449,508803376,4259850,-1.8081012,0.78146744,-9.599792,36.0,0,0,0,0,5
509802601,509802533,4259850,-1.700841,0.704853,-9.607452,36.0,0,0,0,0,5
510804175,510804105,4259850,-1.7238252,0.7891289,-9.515515,35.5,0,0,0,0,5
511800700,511800629,4259850,-1.7774553,0.7584831,-9.431239,36.0,0,0,0,0,5
512801728,512801657,4259850,-1.7161638,0.6435614,-9.530838,36.0,0,0,0,0,5
513803327,513803160,4259850,-1.7621325,0.773806,-9.576807,36.0,0,0,0,0,5
514804716,514804646,4259850,-1.6701951,0.7891289,-9.5078535,36.0,0,0,0,0,5
515803663,515803593,4259850,-1.7161638,0.69719154,-9.691729,36.0,0,0,0,0,5
516802659,516802582,4259850,-1.7314867,0.704853,-9.64576,36.0,0,0,0,0,5
517804161,517804026,4259850,-1.7238252,0.773806,-9.5538225,36.0,0,0,0,0,5
