timestamp,time_estimate,safe_time_estimate,valid
476056680,0.0,0.0,0
477076498,0.0,0.0,0
478096179,0.0,0.0,0
479116101,0.0,0.0,0
480135823,0.0,0.0,0
481155553,0.0,0.0,0
482175252,0.0,0.0,0
483195025,0.0,0.0,0
484214821,0.0,0.0,0
485235039,0.0,0.0,0
486254337,0.0,0.0,0
487274106,0.0,0.0,0
488293976,0.0,0.0,0
489313655,0.0,0.0,0
490323522,0.0,0.0,0
491343233,0.0,0.0,0
492362835,0.0,0.0,0
493382694,0.0,0.0,0
494402400,0.0,0.0,0
495414959,0.0,0.0,0
496431985,0.0,0.0,0
497451677,0.0,0.0,0
498481434,0.0,0.0,0
499501203,0.0,0.0,0
500520950,0.0,0.0,0
501540778,0.0,0.0,0
502560466,0.0,0.0,0
503580256,0.0,0.0,0
504600158,0.0,0.0,0
505619873,0.0,0.0,0
506639628,0.0,0.0,0
507659376,0.0,0.0,0
508679163,0.0,0.0,0
509698777,0.0,0.0,0
510718538,0.0,0.0,0
511738555,0.0,0.0,0
512758093,0.0,0.0,0
513777842,0.0,0.0,0
514797665,0.0,0.0,0
515817352,0.0,0.0,0
516827458,0.0,0.0,0
