timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
476844165,476744097,-0.26950917,0.019108985,0.010010262,0.9627563,-0.00065338396,0.00062964857,-0.00092966494,-6.440338e-05,0.0001766461,-0.51342356,-7.879449e-05,2.0936118e-06,-1.0526543e-05,-0.0019539972,0.0038659724,-0.0012197654,0.30255008,-0.07678948,0.2789595,0.0,0.0,0.0,0.0,0.0,8.2722494e-05,2.9764145e-05,1.6153319e-05,7.0522265e-06,0.0009818266,0.000981819,0.0050337235,0.00013429805,0.0001342976,0.074903026,1.7630439e-11,1.7588785e-11,4.269713e-11,1.218799e-06,3.790473e-07,5.000044e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
477849332,477749389,-0.26936367,0.019128786,0.0100175645,0.96279645,-0.0006776723,0.00054789573,0.0014872695,-0.00014779875,0.0001252518,-0.51517475,-7.8827165e-05,2.0806747e-06,-1.0460691e-05,-0.001953996,0.0038659708,-0.0012192775,0.30255008,-0.07678948,0.2789595,0.0,0.0,0.0,0.0,0.0,8.281954e-05,2.9733303e-05,1.612372e-05,7.059521e-06,0.0009012033,0.00090119435,0.0049193576,0.00011305456,0.00011305396,0.07442702,1.759116e-11,1.7549866e-11,4.2719196e-11,1.2188078e-06,3.7905622e-07,5.0000263e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
478844805,478744728,-0.2693534,0.019106843,0.010063072,0.9627993,-0.00029843888,0.00044905816,0.0009930392,-1.4656552e-05,0.000115827934,-0.5200784,-7.885934e-05,2.0760456e-06,-1.0448677e-05,-0.0019539874,0.0038659698,-0.0012180428,0.30255008,-0.07678948,0.2789595,0.0,0.0,0.0,0.0,0.0,8.254448e-05,2.9697934e-05,1.6086025e-05,7.0388473e-06,0.0008041619,0.00080417097,0.0047827945,9.08767e-05,9.087697e-05,0.07425949,1.7542126e-11,1.7501174e-11,4.2656885e-11,1.2188167e-06,3.7906506e-07,5.000044e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
479850011,479750021,-0.26944456,0.019094283,0.010018905,0.9627745,-6.937505e-05,0.00029490425,0.0013004205,-5.349986e-05,1.8798126e-05,-0.5149307,-7.887764e-05,2.0722405e-06,-1.0483971e-05,-0.0019539841,0.0038659705,-0.0012170096,0.30255008,-0.07678948,0.2789595,0.0,0.0,0.0,0.0,0.0,8.2640254e-05,2.966804e-05,1.6055204e-05,7.0471347e-06,0.0007292131,0.0007292206,0.0046715145,7.628598e-05,7.628631e-05,0.07381065,1.7502893e-11,1.7461959e-11,4.2678822e-11,1.2188257e-06,3.7907398e-07,5.0000263e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
480845985,480745360,-0.26923898,0.019179443,0.010310646,0.9628272,-4.6805628e-05,-7.534744e-05,0.00086949085,-4.5182576e-05,5.478129e-05,-0.5156556,-7.8891484e-05,2.0661187e-06,-1.0407603e-05,-0.001953985,0.0038659724,-0.00121637,0.30255008,-0.07678948,0.2789595,0.0,0.0,0.0,0.0,0.0,8.26949e-05,2.9625211e-05,1.601638e-05,7.049753e-06,0.0006387721,0.0006387739,0.004534205,6.151963e-05,6.151972e-05,0.07323169,1.7453679e-11,1.7412688e-11,4.269103e-11,1.2188344e-06,3.7908282e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
481850610,481750657,-0.2694729,0.019105202,0.010068627,0.9627658,-0.0011597348,0.0015710664,0.0017804462,-0.00017611822,0.00026584847,-0.51031506,-7.892109e-05,2.0635675e-06,-1.0476372e-05,-0.001953979,0.0038659736,-0.0012164046,0.30255008,-0.07678948,0.2789595,0.0,0.0,0.0,0.0,0.0,8.278816e-05,2.9758594e-05,1.6146927e-05,7.0612246e-06,0.0009612825,0.00096129737,0.0050039166,0.00012867227,0.000128673,0.07469658,1.7620285e-11,1.7579545e-11,4.2713357e-11,1.2188434e-06,3.7909174e-07,5.0000267e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
482845951,482745992,-0.2693648,0.019133445,0.010054099,0.9627956,-0.00080646225,0.0009330709,0.00014301008,-0.0001369215,0.00023225235,-0.50840515,-7.8980214e-05,2.0667455e-06,-1.041326e-05,-0.0019539797,0.003865972,-0.0012156406,0.30255008,-0.07678948,0.2789595,0.0,0.0,0.0,0.0,0.0,8.284076e-05,2.9720411e-05,1.6108712e-05,7.066293e-06,0.00086203025,0.0008620483,0.004861205,0.00010362844,0.00010362942,0.0740687,1.7571408e-11,1.7530526e-11,4.2725403e-11,1.2188522e-06,3.7910058e-07,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
483851230,483751285,-0.26923662,0.019108085,0.010055503,0.96283203,-0.0005030767,0.00053211645,0.000261221,-0.000109697954,7.636913e-05,-0.50757563,-7.902168e-05,2.058918e-06,-1.0364663e-05,-0.00195397,0.0038659764,-0.001215132,0.30255008,-0.07678948,0.2789595,0.0,0.0,0.0,0.0,0.0,8.261129e-05,2.9688035e-05,1.6077523e-05,7.0467217e-06,0.00078521733,0.0007852299,0.0047538662,8.6981345e-05,8.698205e-05,0.074061275,1.7532054e-11,1.7491128e-11,4.2673e-11,1.2188611e-06,3.7910948e-07,5.0000263e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
484846650,484746624,-0.2693451,0.01917191,0.010052454,0.9628004,-0.0008258924,0.00047849413,0.0012611072,-0.000114984796,4.9634065e-05,-0.5026782,-7.904404e-05,2.0457594e-06,-1.0397348e-05,-0.0019539609,0.0038659794,-0.001214848,0.30255008,-0.07678948,0.2789595,0.0,0.0,0.0,0.0,0.0,8.266319e-05,2.9651008e-05,1.6037751e-05,7.052802e-06,0.0006925775,0.00069258787,0.004615114,6.994004e-05,6.994038e-05,0.07346906,1.7483067e-11,1.7441925e-11,4.268532e-11,1.21887e-06,3.7911832e-07,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
485851977,485751917,-0.269259,0.019134747,0.010088586,0.96282494,-0.00018963472,0.0001923457,0.0010573271,-8.3100975e-05,5.433736e-05,-0.50161606,-7.907706e-05,2.0242671e-06,-1.0349485e-05,-0.0019539525,0.003865981,-0.001214322,0.30255008,-0.07678948,0.2789595,0.0,0.0,0.0,0.0,0.0,8.275953e-05,2.9626304e-05,1.601188e-05,7.0607375e-06,0.0006314283,0.00063143554,0.005089279,5.938064e-05,5.9380865e-05,0.07497412,1.7450569e-11,1.7409315e-11,4.2707393e-11,1.2188789e-06,3.7912724e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
486847266,486747256,-0.26927644,0.019126864,0.010016209,0.9628209,-0.00044891034,-5.2836413e-06,0.00066552,-9.288525e-05,4.3581666e-05,-0.50106835,-7.909749e-05,2.0134542e-06,-1.0345067e-05,-0.0019539502,0.0038659817,-0.0012136559,0.30255008,-0.07678948,0.2789595,0.0,0.0,0.0,0.0,0.0,8.281258e-05,2.9745566e-05,1.6130707e-05,7.0660117e-06,0.000921152,0.0009211642,0.004945148,0.00011805893,0.0001180597,0.074331924,1.7600595e-11,1.75594e-11,4.271999e-11,1.2188877e-06,3.7913608e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
487852590,487752549,-0.26934168,0.019100409,0.010030857,0.96280307,-0.00040959334,0.00056736247,0.0012400369,-5.0852603e-05,8.816538e-05,-0.4988663,-7.91093e-05,2.0145585e-06,-1.0369558e-05,-0.0019539478,0.0038659817,-0.0012130175,0.30255008,-0.07678948,0.2789595,0.0,0.0,0.0,0.0,0.0,8.258156e-05,2.9714809e-05,1.6099253e-05,7.048276e-06,0.00084250834,0.0008425218,0.0048369057,9.919907e-05,9.9199686e-05,0.07431676,1.7561423e-11,1.7519992e-11,4.266762e-11,1.2188966e-06,3.79145e-07,5.0000356e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
488847842,488747889,-0.26915565,0.019136012,0.010154078,0.9628531,-0.00031005498,0.00027251264,0.0004953629,-7.499725e-05,3.1931926e-05,-0.495347,-7.9130405e-05,2.0064772e-06,-1.0287925e-05,-0.0019539464,0.0038659833,-0.0012131028,0.30255008,-0.07678948,0.2789595,0.0,0.0,0.0,0.0,0.0,8.2635896e-05,2.9674324e-05,1.6060141e-05,7.0516794e-06,0.0007477077,0.0007477181,0.0046968404,7.9688914e-05,7.968943e-05,0.07371218,1.7512387e-11,1.7470737e-11,4.2679856e-11,1.2189055e-06,3.7915385e-07,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
489853637,489753182,-0.26932463,0.019112565,0.010095038,0.9628069,-0.00039963084,0.00022886925,0.00047751135,-7.1282004e-05,7.024218e-05,-0.49151978,-7.9155376e-05,1.9961324e-06,-1.0351929e-05,-0.0019539427,0.003865985,-0.0012130684,0.30255008,-0.07678948,0.2789595,0.0,0.0,0.0,0.0,0.0,8.273141e-05,2.9643865e-05,1.602813e-05,7.0605124e-06,0.0006745329,0.0006745242,0.00459127,6.699249e-05,6.699242e-05,0.07371739,1.747324e-11,1.7431407e-11,4.2701818e-11,1.2189143e-06,3.7916277e-07,5.0000175e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
490848538,490748521,-0.26922548,0.019100845,0.010077037,0.9628351,-0.00054732384,0.00041380615,6.693561e-05,-0.00017886928,0.00012505916,-0.4846692,-7.918065e-05,1.9811107e-06,-1.0314046e-05,-0.0019539439,0.0038659852,-0.0012135357,0.30255008,-0.07678948,0.2789595,0.0,0.0,0.0,0.0,0.0,8.2787075e-05,2.9767487e-05,1.6153645e-05,7.063433e-06,0.0009818282,0.0009817971,0.005030008,0.00013430083,0.00013429874,0.07460229,1.7629967e-11,1.7588493e-11,4.2714596e-11,1.2189232e-06,3.7917158e-07,5.0000178e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
