timestamp,timestamp_sample,device_id,differential_pressure_pa,temperature,error_count
476830678,476827712,4728849,140.45792,20.444553,0
477833068,477830095,4728849,134.14519,20.444553,0
478835235,478832260,4728849,140.45792,20.444553,0
479824405,479821438,4728849,134.14519,20.444553,0
480813496,480810530,4728849,146.77065,20.444553,0
481789408,481786443,4728849,146.77065,20.444553,0
482804861,482801893,4728849,146.77065,20.444553,0
483833843,483830878,4728849,140.45792,20.34685,0
484836122,484833158,4728849,146.77065,20.34685,0
485825632,485822637,4728849,140.45792,20.34685,0
486827909,486824941,4728849,140.45792,20.34685,0
487790632,487787620,4728849,146.77065,20.34685,0
488832295,488829331,4728849,140.45792,20.34685,0
489834841,489831877,4728849,140.45792,20.34685,0
490837049,490834085,4728849,140.45792,20.34685,0
491839143,491836165,4728849,146.77065,20.34685,0
492814870,492811878,4728849,146.77065,20.34685,0
493737980,493735016,4728849,146.77065,20.34685,0
494832635,494829639,4728849,146.77065,20.34685,0
495834741,495831767,4728849,140.45792,20.34685,0
496797689,496794724,4728849,140.45792,20.34685,0
497813416,497810452,4728849,146.77065,20.34685,0
498829017,498826053,4728849,146.77065,20.34685,0
499831217,499828253,4728849,146.77065,20.34685,0
500833481,500830506,4728849,146.77065,20.34685,0
501835643,501832662,4728849,146.77065,20.34685,0
502837846,502834879,4728849,146.77065,20.34685,0
503840193,503837228,4728849,140.45792,20.34685,0
504829312,504826347,4728849,146.77065,20.34685,0
505831751,505828756,4728849,146.77065,20.34685,0
506834355,506831379,4728849,140.45792,20.34685,0
507836454,507833490,4728849,146.77065,20.34685,0
508838507,508835543,4728849,146.77065,20.34685,0
509827632,509824665,4728849,146.77065,20.249146,0
510829922,510826958,4728849,140.45792,20.249146,0
511832118,511829155,4728849,140.45792,20.249146,0
512834122,512831156,4728849,140.45792,20.249146,0
513836672,513833707,4728849,134.14519,20.249146,0
514825750,514822767,4728849,140.45792,20.249146,0
515827853,515824878,4728849,140.45792,20.249146,0
516830082,516827084,4728849,134.14519,20.249146,0
517832418,517829425,4728849,146.77065,20.249146,0
