timestamp,imbalanced_prop_metric,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_high_wind,fd_battery,fd_imbalanced_prop
222198777,nan,0,0,0,0,0,0,0,0
222710268,nan,0,0,0,0,0,0,0,0
223219785,nan,0,0,0,0,0,0,0,0
223729526,nan,0,0,0,0,0,0,0,0
224238743,nan,0,0,0,0,0,0,0,0
224748725,nan,0,0,0,0,0,0,0,0
225258462,nan,0,0,0,0,0,0,0,0
225767563,nan,0,0,0,0,0,0,0,0
226276357,nan,0,0,0,0,0,0,0,0
226785549,nan,0,0,0,0,0,0,0,0
227294934,nan,0,0,0,0,0,0,0,0
227804864,nan,0,0,0,0,0,0,0,0
228314548,nan,0,0,0,0,0,0,0,0
228823397,nan,0,0,0,0,0,0,0,0
229332533,nan,0,0,0,0,0,0,0,0
229841515,nan,0,0,0,0,0,0,0,0
230351013,nan,0,0,0,0,0,0,0,0
230860948,nan,0,0,0,0,0,0,0,0
231370160,nan,0,0,0,0,0,0,0,0
231879088,nan,0,0,0,0,0,0,0,0
232388607,nan,0,0,0,0,0,0,0,0
232899151,nan,0,0,0,0,0,0,0,0
233408965,nan,0,0,0,0,0,0,0,0
233918676,nan,0,0,0,0,0,0,0,0
234428748,nan,0,0,0,0,0,0,0,0
234938949,nan,0,0,0,0,0,0,0,0
235448822,nan,0,0,0,0,0,0,0,0
235958370,nan,0,0,0,0,0,0,0,0
236467598,nan,0,0,0,0,0,0,0,0
236977371,nan,0,0,0,0,0,0,0,0
237486914,nan,0,0,0,0,0,0,0,0
237996870,nan,0,0,0,0,0,0,0,0
238506607,nan,0,0,0,0,0,0,0,0
239016850,nan,0,0,0,0,0,0,0,0
239526917,nan,0,0,0,0,0,0,0,0
240036863,nan,0,0,0,0,0,0,0,0
240546708,nan,0,0,0,0,0,0,0,0
241056658,nan,0,0,0,0,0,0,0,0
241566438,nan,0,0,0,0,0,0,0,0
242076044,nan,0,0,0,0,0,0,0,0
242585951,nan,0,0,0,0,0,0,0,0
243095769,nan,0,0,0,0,0,0,0,0
243605692,nan,0,0,0,0,0,0,0,0
244115868,nan,0,0,0,0,0,0,0,0
244626076,nan,0,0,0,0,0,0,0,0
245135773,nan,0,0,0,0,0,0,0,0
245645687,nan,0,0,0,0,0,0,0,0
246155978,nan,0,0,0,0,0,0,0,0
246665901,nan,0,0,0,0,0,0,0,0
247175449,nan,0,0,0,0,0,0,0,0
247684692,nan,0,0,0,0,0,0,0,0
248194886,nan,0,0,0,0,0,0,0,0
248704457,nan,0,0,0,0,0,0,0,0
249214144,nan,0,0,0,0,0,0,0,0
249724030,nan,0,0,0,0,0,0,0,0
250233844,nan,0,0,0,0,0,0,0,0
250743638,nan,0,0,0,0,0,0,0,0
251254289,nan,0,0,0,0,0,0,0,0
251763886,nan,0,0,0,0,0,0,0,0
252274105,nan,0,0,0,0,0,0,0,0
252783757,nan,0,0,0,0,0,0,0,0
253293902,nan,0,0,0,0,0,0,0,0
253803724,nan,0,0,0,0,0,0,0,0
254313766,nan,0,0,0,0,0,0,0,0
254823554,nan,0,0,0,0,0,0,0,0
255332903,nan,0,0,0,0,0,0,0,0
255842857,nan,0,0,0,0,0,0,0,0
256352745,nan,0,0,0,0,0,0,0,0
256862861,nan,0,0,0,0,0,0,0,0
257372640,nan,0,0,0,0,0,0,0,0
257882887,nan,0,0,0,0,0,0,0,0
258392476,nan,0,0,0,0,0,0,0,0
258901523,nan,0,0,0,0,0,0,0,0
259410560,nan,0,0,0,0,0,0,0,0
259919698,nan,0,0,0,0,0,0,0,0
260429946,nan,0,0,0,0,0,0,0,0
260939865,nan,0,0,0,0,0,0,0,0
261449828,nan,0,0,0,0,0,0,0,0
