timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,photo_switch,video_switch
221801419,221768614,1,6,0,0,0,0,0,0,0,0,0
222821571,222793377,1,6,0,0,0,0,0,0,0,0,0
223846001,223813101,1,6,0,0,0,0,0,0,0,0,0
224865712,224832846,1,6,0,0,0,0,0,0,0,0,0
225890460,225857621,1,6,0,0,0,0,0,0,0,0,0
226920275,226887435,1,6,0,0,0,0,0,0,0,0,0
227939857,227907225,1,6,0,0,0,0,0,0,0,0,0
228954689,228921860,1,6,0,0,0,0,0,0,0,0,0
229974541,229941589,1,6,0,0,0,0,0,0,0,0,0
230989235,230956345,1,6,0,0,0,0,0,0,0,0,0
232003917,231971081,1,6,0,0,0,0,0,0,0,0,0
233013810,232980862,1,6,0,0,0,0,0,0,0,0,0
234043582,234010702,1,6,0,0,0,0,0,0,0,0,0
235073204,235040357,1,6,0,0,0,0,0,0,0,0,0
236098058,236065109,1,6,0,0,0,0,0,0,0,0,0
237117786,237084819,1,6,0,0,0,0,0,0,0,0,0
238142537,238109568,1,6,0,0,0,0,0,0,0,0,0
239157219,239124438,1,6,0,0,0,0,0,0,0,0,0
240171872,240139070,1,6,0,0,0,0,0,0,0,0,0
241191648,241163856,1,6,0,0,0,0,0,0,0,0,0
242216475,242188582,1,6,0,0,0,0,0,0,0,0,0
243236184,243203315,1,6,0,0,0,0,0,0,0,0,0
244261066,244228206,1,6,0,0,0,0,0,0,0,0,0
245290818,245257820,1,6,0,0,0,0,0,0,0,0,0
246305384,246277558,1,6,0,0,0,0,0,0,0,0,0
247325238,247292345,1,6,0,0,0,0,0,0,0,0,0
248344946,248312105,1,6,0,0,0,0,0,0,0,0,0
249364766,249336829,1,6,0,0,0,0,0,0,0,0,0
250379490,250351566,1,6,0,0,0,0,0,0,0,0,0
251404187,251371321,1,6,0,0,0,0,0,0,0,0,0
252433878,252401065,1,6,0,0,0,0,0,0,0,0,0
253453768,253420798,1,6,0,0,0,0,0,0,0,0,0
254468399,254435577,1,6,0,0,0,0,0,0,0,0,0
255478134,255445323,1,6,0,0,0,0,0,0,0,0,0
256502955,256470078,1,6,0,0,0,0,0,0,0,0,0
257517790,257484840,1,6,0,0,0,0,0,0,0,0,0
258547683,258514569,1,6,0,0,0,0,0,0,0,0,0
259562100,259529342,1,6,0,0,0,0,0,0,0,0,0
260581839,260549053,1,6,0,0,0,0,0,0,0,0,0
261596587,261563841,1,6,0,0,0,0,0,0,0,0,0
