timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
222472426,222452510,396321,-0.28103003,0.29193217,0.116912186,3
222920587,222906103,396321,-0.27207452,0.29111713,0.11320889,3
223390392,223359650,396321,-0.28118834,0.2913468,0.11578141,3
223945051,223888861,396321,-0.28489962,0.28933272,0.11805476,3
224435969,224418067,396321,-0.27274573,0.29264677,0.11271882,3
224884648,224871651,396321,-0.27870652,0.29042298,0.11059065,3
225460992,225400862,396321,-0.28790885,0.29098344,0.113219716,3
225951556,225930064,396321,-0.27504653,0.29115495,0.113049746,3
226399991,226383669,396321,-0.27820104,0.2900426,0.11791651,3
226976354,226912865,396321,-0.2898923,0.28865147,0.11429643,3
227466965,227442099,396321,-0.27977425,0.28941151,0.11632971,3
227915956,227895663,396321,-0.27590185,0.2875724,0.117770165,3
228470679,228424859,396321,-0.2874926,0.28830948,0.11351968,3
228983021,228954054,396321,-0.28167066,0.29132527,0.12035561,3
229431100,229407661,396321,-0.27297598,0.290145,0.11205677,3
229986188,229936863,396321,-0.28449497,0.28909814,0.1167075,3
230455571,230390503,396321,-0.28366336,0.2889512,0.113079384,3
230946422,230919519,396321,-0.27457264,0.2905339,0.116552845,3
231394897,231373081,396321,-0.27937943,0.2879906,0.11028515,3
231949745,231902271,396321,-0.28569084,0.2874011,0.115956806,3
232462083,232431457,396321,-0.27611458,0.28935114,0.11882569,3
232910581,232885121,396321,-0.27911758,0.29073304,0.11476997,3
233465748,233414291,396321,-0.290745,0.29132888,0.11872524,3
233956324,233943463,396321,-0.27556196,0.287327,0.113967314,3
234426420,234397093,396321,-0.27680185,0.29016608,0.11645194,3
234981170,234926274,396321,-0.28799868,0.28810987,0.1170279,3
235471665,235455452,396321,-0.27704635,0.29130787,0.11370318,3
235941859,235909081,396321,-0.27517343,0.2904141,0.11576016,3
236389750,236362695,396321,-0.2830624,0.2894672,0.11385361,3
236944746,236891920,396321,-0.27956864,0.28967488,0.116021745,3
237435717,237421071,396321,-0.2730633,0.2890988,0.11056797,3
237905338,237874692,396321,-0.28246218,0.2883984,0.114701666,3
238460003,238403860,396321,-0.28126654,0.28962,0.115474515,3
238950818,238933072,396321,-0.27228755,0.2921034,0.11430133,3
239399488,239386702,396321,-0.28166902,0.29528725,0.120171055,3
239975843,239915929,396321,-0.28459382,0.28701916,0.11572611,3
240466645,240445148,396321,-0.2739178,0.28749722,0.11519612,3
240915218,240898722,396321,-0.27718893,0.29064476,0.114493,3
241384887,241352255,396321,-0.2887138,0.2909412,0.1219167,3
241982144,241957094,396321,-0.27485728,0.29039627,0.1180771,3
242431085,242410703,396321,-0.2754573,0.29225743,0.11719214,3
242985895,242939882,396321,-0.28856412,0.28935942,0.116786435,3
243455144,243393491,396321,-0.27892604,0.29160842,0.118111745,3
243946583,243922736,396321,-0.27271426,0.29249126,0.11656003,3
244394579,244376278,396321,-0.2826747,0.2905733,0.115738735,3
244970707,244905505,396321,-0.2823865,0.28793645,0.11671998,3
245461646,245434728,396321,-0.27170265,0.2919048,0.11319187,3
245910086,245888264,396321,-0.28106266,0.28931427,0.11320019,3
246464729,246417512,396321,-0.28437445,0.29007298,0.11682174,3
246977078,246946720,396321,-0.27595544,0.29191744,0.1198642,3
247425578,247400300,396321,-0.27997157,0.2903201,0.11934275,3
247980737,247929464,396321,-0.2857124,0.28882217,0.11680918,3
248471272,248458683,396321,-0.27620175,0.28870112,0.11731846,3
248941385,248912275,396321,-0.27824852,0.2894835,0.11219162,3
249389479,249365886,396321,-0.2858608,0.28922024,0.11678277,3
249986677,249970691,396321,-0.27517444,0.28803688,0.11587089,3
250456923,250424270,396321,-0.27880165,0.29031903,0.11710538,3
250904954,250877849,396321,-0.28474647,0.2888099,0.11686091,3
251459682,251407058,396321,-0.27957803,0.2900829,0.118454896,3
251951086,251936273,396321,-0.27267608,0.2890163,0.112508476,3
252420418,252389875,396321,-0.28541785,0.28994328,0.116389304,3
252975184,252919092,396321,-0.28005192,0.2909068,0.11854469,3
253466177,253448282,396321,-0.27490547,0.2882523,0.11242603,3
253914604,253901842,396321,-0.28154427,0.29087758,0.11770057,3
254384324,254355501,396321,-0.28461975,0.28915453,0.11416894,3
254981431,254960255,396321,-0.2737036,0.28928435,0.11397449,3
255430076,255413855,396321,-0.2797901,0.28909308,0.11442756,3
255899823,255867481,396321,-0.28907722,0.29079607,0.1138564,3
256454476,256396689,396321,-0.27434576,0.28866303,0.11542572,3
256945869,256925875,396321,-0.27850127,0.2903789,0.11750172,3
257393984,257379460,396321,-0.29054904,0.28717145,0.11586353,3
257969922,257908726,396321,-0.27761436,0.2902895,0.115176834,3
258461419,258437882,396321,-0.27630365,0.29050604,0.11377987,3
258909459,258891450,396321,-0.2860337,0.29148602,0.11360218,3
259485459,259420722,396321,-0.28206906,0.2911674,0.1188856,3
259976935,259949927,396321,-0.2732446,0.290722,0.11546472,3
260424962,260403473,396321,-0.283576,0.28999737,0.11456817,3
260979736,260932714,396321,-0.28027722,0.28883502,0.11663653,3
261449508,261386284,396321,-0.274076,0.29106233,0.11548149,3
