timestamp,timestamp_sample,device_id,pressure,temperature,error_count
222992254,222991674,4028193,102003.0,37.8,0
223996643,223996064,4028193,102000.0,37.809998,0
224990292,224989712,4028193,102004.0,37.8,0
225983888,225983308,4028193,102006.0,37.809998,0
226999048,226998463,4028193,102008.0,37.809998,0
227992648,227992068,4028193,102006.0,37.82,0
228997046,228996466,4028193,102011.0,37.82,0
229990691,229990110,4028193,102007.0,37.82,0
230994897,230994307,4028193,102005.0,37.82,0
231988481,231987901,4028193,102005.0,37.829998,0
232982062,232981482,4028193,102003.0,37.829998,0
233997271,233996691,4028193,102011.0,37.829998,0
234990841,234990261,4028193,102008.0,37.829998,0
235995254,235994673,4028193,102003.0,37.829998,0
236988869,236988270,4028193,102009.0,37.84,0
237993322,237992741,4028193,102004.0,37.84,0
238986840,238986260,4028193,102010.0,37.84,0
239980485,239979905,4028193,102009.0,37.84,0
240995673,240995093,4028193,102009.0,37.85,0
242000099,241999519,4028193,102010.0,37.85,0
242993644,242993064,4028193,102011.0,37.85,0
243998073,243997467,4028193,102012.0,37.85,0
244991691,244991111,4028193,102009.0,37.86,0
245985257,245984677,4028193,102009.0,37.86,0
246978911,246978331,4028193,102011.0,37.87,0
247994077,247993496,4028193,102012.0,37.87,0
248998429,248997849,4028193,102013.0,37.87,0
249992050,249991470,4028193,102011.0,37.87,0
250996481,250995888,4028193,102011.0,37.87,0
251990048,251989467,4028193,102008.0,37.879997,0
252983672,252983092,4028193,102010.0,37.879997,0
253998844,253998264,4028193,102014.0,37.879997,0
254992424,254991844,4028193,102013.0,37.879997,0
255996862,255996282,4028193,102011.0,37.879997,0
257001253,257000673,4028193,102012.0,37.89,0
257994889,257994309,4028193,102007.0,37.89,0
258988484,258987904,4028193,102013.0,37.89,0
259982107,259981526,4028193,102011.0,37.89,0
260997301,260996721,4028193,102010.0,37.899998,0
