timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,accel_calibration_count,gyro_calibration_count
222262485,0.001441005,-0.006304987,-0.0052453713,4999,0,-0.68842596,0.011997132,-9.964541,4983,0,2,0
222267483,0.009808519,-0.0045968117,0.005837073,4998,0,-0.67018443,-0.026200388,-9.8931465,4983,0,2,0
222272482,-0.008979371,-0.008699834,-0.0038235215,4999,0,-0.66116333,-0.00961555,-9.824888,4983,0,2,0
222277481,0.006635596,-0.0035647394,0.0010251614,4999,0,-0.6792367,0.024593292,-9.897793,4984,0,2,0
222282480,0.007667468,-0.0037024654,0.0013809358,4999,0,-0.6870579,-0.010334196,-9.960117,4983,0,2,0
222287479,0.0003527502,-0.006253615,0.00017508246,4999,0,-0.67860204,-0.05578083,-9.887164,4983,0,2,0
222292477,-0.0036158725,-0.009817802,-0.0015963402,4998,0,-0.65575314,-0.023070792,-9.790218,4983,0,2,0
222297476,0.014325811,-0.012364139,0.008405408,4999,0,-0.6783015,-0.013457332,-9.95291,4983,0,2,0
222302475,0.00035687155,-0.007701488,-0.003392179,4999,0,-0.6796197,0.00049968285,-9.910607,4983,0,2,0
222307474,0.00190513,-0.011003772,0.0050805723,4999,0,-0.6649661,-0.015508768,-9.809387,4983,0,2,0
222312472,0.00030458663,-0.009068597,0.00899625,4998,0,-0.6795906,0.04553633,-9.879013,4984,0,2,0
222317471,0.008311201,-0.0020649072,-0.00837551,4999,0,-0.6962501,0.00902184,-10.011204,4983,0,2,0
222322470,0.0054912963,-0.005636791,-0.0014812712,4999,0,-0.67895555,-0.011886192,-9.884255,4983,0,2,0
222327469,0.0011414096,-0.007695237,0.00031681618,4999,0,-0.68969506,-0.07206003,-9.827366,4983,0,2,0
222332467,0.0028242187,-0.010484863,0.0050292364,4998,0,-0.64726216,-0.037299644,-9.923672,4984,0,2,0
222337466,0.0028096747,-0.0027439424,-0.0028167649,4999,0,-0.6516643,0.004927185,-9.919158,4982,0,2,0
222342465,0.0011917924,-0.004211378,0.0038874096,4999,0,-0.6693485,0.0033793342,-9.900063,4983,0,2,0
