timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
222647716,222547414,0.0,0.0,0.0,0.00024684943,0.00024685988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.325176,0.0,0.0,nan,0.0,0.0,0.09035485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223147583,223047291,0.0,0.0,0.0,0.00024688666,0.0002468963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324186,0.0,0.0,nan,0.0,0.0,0.09035479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223647501,223547167,0.0,0.0,0.0,0.00024691733,0.00024692714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324891,0.0,0.0,nan,0.0,0.0,0.09035482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224147385,224047043,0.0,0.0,0.0,0.0002468178,0.00024682775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.323932,0.0,0.0,nan,0.0,0.0,0.09035476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224647205,224546920,0.0,0.0,0.0,0.00024691736,0.00024692682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324442,0.0,0.0,nan,0.0,0.0,0.0903547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225147130,225046796,0.0,0.0,0.0,0.0002467406,0.00024674935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.325176,0.0,0.0,nan,0.0,0.0,0.09035473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225656980,225556670,0.0,0.0,0.0,0.00024693532,0.00024694373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.32418,0.0,0.0,nan,0.0,0.0,0.09035485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226146874,226046549,0.0,0.0,0.0,0.00024679324,0.0002468013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324709,0.0,0.0,nan,0.0,0.0,0.0903548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226646766,226546425,0.0,0.0,0.0,0.00024691492,0.00024692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.325277,0.0,0.0,nan,0.0,0.0,0.09035475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227146581,227046302,0.0,0.0,0.0,0.00024673363,0.00024674178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324125,0.0,0.0,nan,0.0,0.0,0.09035478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227646509,227546178,0.0,0.0,0.0,0.0002468616,0.00024686987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.325154,0.0,0.0,nan,0.0,0.0,0.090354726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228146396,228046059,0.0,0.0,0.0,0.00024682053,0.00024682886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324022,0.0,0.0,nan,0.0,0.0,0.090354845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228656210,228555929,0.0,0.0,0.0,0.00024685776,0.00024686672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324385,0.0,0.0,nan,0.0,0.0,0.090354875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229156114,229055806,0.0,0.0,0.0,0.00024691073,0.00024692118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.323922,0.0,0.0,nan,0.0,0.0,0.090354815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229645985,229545684,0.0,0.0,0.0,0.00024685342,0.00024686422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324275,0.0,0.0,nan,0.0,0.0,0.09035477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230145878,230045561,0.0,0.0,0.0,0.00024697627,0.00024698663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324655,0.0,0.0,nan,0.0,0.0,0.0903548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230645768,230545438,0.0,0.0,0.0,0.000246727,0.00024673727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.325218,0.0,0.0,nan,0.0,0.0,0.09035475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231155608,231055311,0.0,0.0,0.0,0.0002468885,0.00024689935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.32454,0.0,0.0,nan,0.0,0.0,0.090354875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231655520,231555188,0.0,0.0,0.0,0.00024674417,0.00024675505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.325094,0.0,0.0,nan,0.0,0.0,0.090354815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232155345,232055065,0.0,0.0,0.0,0.00024689315,0.0002469035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324116,0.0,0.0,nan,0.0,0.0,0.09035484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232655226,232554941,0.0,0.0,0.0,0.00024679,0.00024679973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.32448,0.0,0.0,nan,0.0,0.0,0.09035479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233145183,233044820,0.0,0.0,0.0,0.00024688608,0.00024689565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.323865,0.0,0.0,nan,0.0,0.0,0.09035473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233644977,233544697,0.0,0.0,0.0,0.0002467493,0.00024675883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324369,0.0,0.0,nan,0.0,0.0,0.090354756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234154886,234054571,0.0,0.0,0.0,0.00024684847,0.0002468575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324911,0.0,0.0,nan,0.0,0.0,0.0903547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234654780,234554448,0.0,0.0,0.0,0.00024695575,0.00024696518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324112,0.0,0.0,nan,0.0,0.0,0.09035484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235154685,235054324,0.0,0.0,0.0,0.00024685002,0.00024685974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324636,0.0,0.0,nan,0.0,0.0,0.09035486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235654600,235554201,0.0,0.0,0.0,0.00024690534,0.00024691486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.325199,0.0,0.0,nan,0.0,0.0,0.09035481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236154388,236054078,0.0,0.0,0.0,0.00024678616,0.00024679519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324057,0.0,0.0,nan,0.0,0.0,0.09035475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236654334,236553954,0.0,0.0,0.0,0.00024691952,0.00024692822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324916,0.0,0.0,nan,0.0,0.0,0.09035478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237154106,237053831,0.0,0.0,0.0,0.0002467478,0.00024675616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.323955,0.0,0.0,nan,0.0,0.0,0.09035472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237653990,237553708,0.0,0.0,0.0,0.00024692103,0.0002469299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324313,0.0,0.0,nan,0.0,0.0,0.09035486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238153920,238053585,0.0,0.0,0.0,0.00024696472,0.00024697385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324854,0.0,0.0,nan,0.0,0.0,0.09035479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238653840,238553461,0.0,0.0,0.0,0.00024686372,0.00024687298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324206,0.0,0.0,nan,0.0,0.0,0.090354815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239153603,239053338,0.0,0.0,0.0,0.0002468654,0.00024687487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324738,0.0,0.0,nan,0.0,0.0,0.090354756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239653606,239553215,0.0,0.0,0.0,0.00024680162,0.00024681096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.325141,0.0,0.0,nan,0.0,0.0,0.0903547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240153410,240053092,0.0,0.0,0.0,0.00024692476,0.00024693413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324153,0.0,0.0,nan,0.0,0.0,0.09035473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240653336,240552969,0.0,0.0,0.0,0.0002467394,0.00024674818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.325016,0.0,0.0,nan,0.0,0.0,0.09035486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241153123,241052845,0.0,0.0,0.0,0.00024691274,0.00024692112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.323899,0.0,0.0,nan,0.0,0.0,0.09035481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241653002,241552723,0.0,0.0,0.0,0.00024681308,0.00024682138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3244095,0.0,0.0,nan,0.0,0.0,0.09035484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242152903,242052599,0.0,0.0,0.0,0.0002468325,0.000246842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.324955,0.0,0.0,nan,0.0,0.0,0.090354785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
