timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
222512534,222512423,4259850,4325386,1.222054e-05,-6.6517437e-06,2.9708157e-05,-0.0032816925,-0.0003932255,-0.04944345,4999,4982,0,2,0
223012411,223012299,4259850,4325386,1.1491894e-05,-5.034466e-05,1.1382865e-05,-0.0033815338,4.4844975e-05,-0.049330804,4998,4982,0,2,0
223512285,223512176,4259850,4325386,3.8484763e-05,-5.6210753e-05,-2.5443434e-05,-0.0033975504,-9.219267e-06,-0.049040634,4999,4982,0,2,0
224012165,224012056,4259850,4325386,-6.153046e-06,-3.0753527e-05,-1.3804254e-07,-0.0034450975,-3.7225753e-05,-0.049043395,5003,4982,0,2,0
224512133,224511928,4259850,4325386,-1.0920035e-05,-3.292153e-05,3.826845e-06,-0.0033414408,4.0518113e-05,-0.049297374,4997,4984,0,2,0
225011948,225011805,4259850,4325386,2.788673e-05,7.0820392e-06,4.507785e-06,-0.0037349942,-0.00026231149,-0.054255016,4999,5480,0,2,0
225516785,225516680,4259850,4325386,1.2403738e-05,-5.4905253e-05,3.8995395e-06,-0.0034119275,0.0001349035,-0.049554117,4999,4982,0,2,0
226011665,226011558,4259850,4325386,1.8813256e-05,-5.195566e-05,3.5103658e-05,-0.0033227915,-0.00021799156,-0.048961695,4999,4983,0,2,0
226511542,226511434,4259850,4325386,8.642331e-06,-4.709086e-05,3.947958e-06,-0.0033207017,0.000118257296,-0.049532052,4999,4983,0,2,0
227011415,227011310,4259850,4325386,4.188211e-05,-2.6885004e-05,2.171636e-05,-0.0035416277,-0.00025463718,-0.048879053,4998,4982,0,2,0
227511294,227511187,4259850,4325386,2.3854458e-05,-3.5304445e-05,1.3428583e-05,-0.003500143,0.00025455147,-0.049157962,4999,4983,0,2,0
228016170,228016062,4259850,4325386,2.2160077e-05,-1.368664e-05,2.5190553e-05,-0.0034514167,9.087155e-05,-0.049211595,4999,4986,0,2,0
