timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
126246658,126246535,4259850,4325386,3.1076746e-05,-7.965384e-06,-1.0752099e-05,-0.0034125934,-2.2209308e-05,-0.049184777,4999,4984,0,2,0
126751521,126751407,4259850,4325386,2.229923e-06,-3.458807e-05,-2.0570405e-05,-0.0033613078,-2.518058e-05,-0.049196992,4999,4983,0,2,0
127246394,127246281,4259850,4325386,1.5926003e-05,5.9997064e-06,8.029351e-06,-0.0033208055,-0.0003193059,-0.049294185,4999,4983,0,2,0
127751272,127751153,4259850,4325386,2.74727e-05,-9.322721e-06,-1.6440586e-05,-0.0032094023,-0.00022427045,-0.049185887,4999,4983,0,2,0
128251168,128251026,4259850,4325386,3.259489e-05,-3.5836897e-06,-2.9920995e-05,-0.0033597548,-0.00020664596,-0.049225315,4999,4984,0,2,0
128751006,128750899,4259850,4325386,7.3572432e-06,-3.7346108e-05,-5.3428034e-06,-0.0034747722,-1.4523653e-05,-0.049288284,4999,4983,0,2,0
129250880,129250772,4259850,4325386,8.466337e-06,-3.5324632e-05,1.6418237e-05,-0.0032524462,-6.586002e-05,-0.04939928,4999,4984,0,2,0
129750754,129750645,4259850,4325386,1.1331452e-05,-7.988715e-05,-2.4839614e-05,-0.0033950352,-0.00030438343,-0.049171362,4999,4984,0,2,0
130250629,130250518,4259850,4325386,5.1489355e-06,-7.1167565e-06,1.6505471e-06,-0.0033166064,7.506161e-06,-0.04932874,4994,4983,0,2,0
130750499,130750392,4259850,4325386,1.2657795e-05,-5.0217328e-05,-2.296694e-05,-0.0033234223,-0.00014126426,-0.048941135,4999,4982,0,2,0
131250372,131250265,4259850,4325386,-7.4587524e-07,-2.2025139e-05,1.7341036e-06,-0.0034439878,-5.3851403e-05,-0.049289603,4999,4982,0,2,0
131750416,131750141,4259850,4325386,1.2285375e-05,3.9877154e-06,-2.1619177e-05,-0.0032745963,-0.00015619295,-0.049343973,5002,4982,0,2,0
132250119,132250011,4259850,4325386,3.0883177e-05,-1.7228189e-05,-2.2461018e-05,-0.0033407635,-8.893713e-06,-0.04912946,4999,4983,0,2,0
132749994,132749885,4259850,4325386,1.6048522e-05,-1.7533586e-05,-1.8358005e-06,-0.0035092076,-9.626608e-05,-0.04908321,4999,4983,0,2,0
133249864,133249758,4259850,4325386,1.6985015e-05,-3.3138953e-05,2.8005115e-05,-0.0032924227,-0.00010154915,-0.049275674,4999,4982,0,2,0
133749741,133749631,4259850,4325386,-8.604357e-06,-8.847058e-06,-8.719375e-06,-0.0033758625,-8.3514075e-05,-0.049392957,4999,4983,0,2,0
134249614,134249504,4259850,4325386,3.0725918e-05,-2.6632113e-05,-1.0136348e-05,-0.0033819913,-5.086777e-05,-0.049263567,4998,4983,0,2,0
134749487,134749378,4259850,4325386,1.7878725e-06,-3.0240773e-05,2.9204111e-06,-0.0034254505,-2.584915e-05,-0.049300183,4999,4983,0,2,0
135249358,135249251,4259850,4325386,1.4625742e-05,-4.9213642e-05,-7.785188e-06,-0.0033129794,-0.00014059192,-0.04912149,4999,4983,0,2,0
135749236,135749127,4259850,4325386,7.850106e-06,-4.956553e-05,-1.1804125e-05,-0.003430017,-0.0003540766,-0.049198907,5001,4984,0,2,0
136249266,136248998,4259850,4325386,3.1459113e-06,-3.321862e-05,3.8200968e-05,-0.0033071279,-5.087652e-05,-0.04926431,4999,4984,0,2,0
136748979,136748871,4259850,4325386,2.7645268e-05,1.9658492e-06,4.2183406e-06,-0.0033541538,-3.8839302e-05,-0.049414195,4998,4983,0,2,0
137253851,137253744,4259850,4325386,1.751168e-05,-6.675e-05,1.4772133e-06,-0.0034989715,4.516275e-05,-0.0491833,4999,4984,0,2,0
137748728,137748618,4259850,4325386,7.170812e-06,-3.0817704e-05,-1.7126402e-05,-0.0033399314,-0.00036076785,-0.0490727,4998,4984,0,2,0
138248599,138248492,4259850,4325386,4.5342596e-05,-3.7512676e-05,5.0791517e-05,-0.0034241683,-7.589733e-05,-0.049247164,4999,4984,0,2,0
138748473,138748365,4259850,4325386,-2.6527552e-05,-2.4306219e-05,-1.7864857e-05,-0.0033180427,-0.000113925315,-0.049315903,4998,4983,0,2,0
139248346,139248239,4259850,4325386,4.5649893e-05,-3.932641e-05,8.408249e-06,-0.0033990967,-7.257435e-05,-0.049311582,4999,4985,0,2,0
139748221,139748113,4259850,4325386,6.1986175e-06,-2.5541249e-05,5.2855867e-05,-0.003247377,-0.00023193903,-0.04936175,4999,4984,0,2,0
140253099,140252985,4259850,4325386,2.5856943e-05,2.4230462e-06,-1.1961235e-05,-0.0034186968,-5.4570963e-05,-0.04913423,4999,4984,0,2,0
140748118,140747860,4259850,4325386,-3.3272234e-05,-4.1639647e-05,2.3254713e-06,-0.0033355767,-9.857704e-05,-0.049282014,4999,4985,0,2,0
141247842,141247733,4259850,4325386,6.3075345e-06,-2.677319e-05,-1.4429193e-05,-0.0034680143,-0.0002583377,-0.04928062,4998,4984,0,2,0
141747717,141747607,4259850,4325386,3.556352e-06,-3.906534e-05,-9.399676e-06,-0.003520926,-0.0001839234,-0.049476422,4999,4984,0,2,0
142247588,142247481,4259850,4325386,2.6989544e-05,-4.2443385e-06,-1.3964732e-06,-0.0034319547,-0.0001245917,-0.049261976,4999,4984,0,2,0
