timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
125875637,0,0,1,0,0,0,0,0,0,0,0,0,0
126384638,0,0,1,0,0,0,0,0,0,0,0,0,0
126894660,0,0,1,0,0,0,0,0,0,0,0,0,0
127404636,0,0,1,0,0,0,0,0,0,0,0,0,0
127913658,0,0,1,0,0,0,0,0,0,0,0,0,0
128422638,0,0,1,0,0,0,0,0,0,0,0,0,0
128932637,0,0,1,0,0,0,0,0,0,0,0,0,0
129442637,0,0,1,0,0,0,0,0,0,0,0,0,0
129952637,0,0,1,0,0,0,0,0,0,0,0,0,0
130462637,0,0,1,0,0,0,0,0,0,0,0,0,0
130972637,0,0,1,0,0,0,0,0,0,0,0,0,0
131482641,0,0,1,0,0,0,0,0,0,0,0,0,0
131992830,0,0,1,0,0,0,0,0,0,0,0,0,0
132502732,0,0,1,0,0,0,0,0,0,0,0,0,0
133012638,0,0,1,0,0,0,0,0,0,0,0,0,0
133522637,0,0,1,0,0,0,0,0,0,0,0,0,0
134032641,0,0,1,0,0,0,0,0,0,0,0,0,0
134542638,0,0,1,0,0,0,0,0,0,0,0,0,0
135052642,0,0,1,0,0,0,0,0,0,0,0,0,0
135561637,0,0,1,0,0,0,0,0,0,0,0,0,0
136071704,0,0,1,0,0,0,0,0,0,0,0,0,0
136581638,0,0,1,0,0,0,0,0,0,0,0,0,0
137091637,0,0,1,0,0,0,0,0,0,0,0,0,0
137601657,0,0,1,0,0,0,0,0,0,0,0,0,0
138111640,0,0,1,0,0,0,0,0,0,0,0,0,0
138621657,0,0,1,0,0,0,0,0,0,0,0,0,0
139131637,0,0,1,0,0,0,0,0,0,0,0,0,0
139641637,0,0,1,0,0,0,0,0,0,0,0,0,0
140150662,0,0,1,0,0,0,0,0,0,0,0,0,0
140660638,0,0,1,0,0,0,0,0,0,0,0,0,0
141170639,0,0,1,0,0,0,0,0,0,0,0,0,0
141680637,0,0,1,0,0,0,0,0,0,0,0,0,0
142189637,0,0,1,0,0,0,0,0,0,0,0,0,0
142699637,0,0,1,0,0,0,0,0,0,0,0,0,0
143209637,0,0,1,0,0,0,0,0,0,0,0,0,0
143719657,0,0,1,0,0,0,0,0,0,0,0,0,0
144229670,0,0,1,0,0,0,0,0,0,0,0,0,0
144738641,0,0,1,0,0,0,0,0,0,0,0,0,0
145248637,0,0,1,0,0,0,0,0,0,0,0,0,0
145758636,0,0,1,0,0,0,0,0,0,0,0,0,0
146267638,0,0,1,0,0,0,0,0,0,0,0,0,0
146776794,0,0,1,0,0,0,0,0,0,0,0,0,0
147285638,0,0,1,0,0,0,0,0,0,0,0,0,0
147794637,0,0,1,0,0,0,0,0,0,0,0,0,0
148304671,0,0,1,0,0,0,0,0,0,0,0,0,0
148814639,0,0,1,0,0,0,0,0,0,0,0,0,0
149324657,0,0,1,0,0,0,0,0,0,0,0,0,0
149834637,0,0,1,0,0,0,0,0,0,0,0,0,0
150344637,0,0,1,0,0,0,0,0,0,0,0,0,0
150854638,0,0,1,0,0,0,0,0,0,0,0,0,0
151364637,0,0,1,0,0,0,0,0,0,0,0,0,0
151874638,0,0,1,0,0,0,0,0,0,0,0,0,0
152384640,0,0,1,0,0,0,0,0,0,0,0,0,0
152894657,0,0,1,0,0,0,0,0,0,0,0,0,0
153404639,0,0,1,0,0,0,0,0,0,0,0,0,0
153915020,0,0,1,0,0,0,0,0,0,0,0,0,0
