timestamp,timestamp_sample,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
126991485,126966508,3.7813942,3.8485515,27.28383,1.0
127796288,127764640,3.7813942,3.8486066,27.28383,1.0
128946149,128918545,1.1898912,1.2110312,27.28383,1.0
129815768,129788673,1.1898912,1.2110329,27.28383,1.0
131000468,130975374,1.1898912,1.2108504,27.186127,1.0
131975219,131940498,2.725425,2.7733955,27.186127,1.0
132994963,132967252,2.5630233,2.6081703,27.186127,1.0
133954718,133923240,2.4604375,2.5033526,27.08842,1.0
134799522,134736404,1.9981139,2.0329616,27.088423,1.0
135974229,135927679,1.9981139,2.0329616,27.088423,1.0
136988962,136962722,2.5630233,2.6073258,26.990719,1.0
137938857,137905582,1.9981108,2.0326414,26.990719,1.0
138938454,138904364,3.7813942,3.8467565,26.990719,1.0
139983191,139955914,1.9981139,2.032623,26.990719,1.0
140892990,140865650,3.7813942,3.8461056,26.893015,1.0
141957693,141738327,3.2959745,3.3523858,26.893015,1.0
142962453,142935939,3.7813942,3.8461223,26.893015,1.0
143962184,143931517,3.781396,3.8454893,26.795313,1.0
144951940,144923664,3.423788,3.4818246,26.795311,1.0
145481804,145454487,1.9981139,2.0319822,26.795311,1.0
146996420,146964346,1.9981108,2.0316582,26.697607,1.0
147946179,147913857,3.781396,3.844841,26.697607,1.0
148975924,148955762,3.7813942,3.8448591,26.697607,1.0
149965674,149938391,3.423788,3.4806838,26.599903,1.0
150940423,150894612,-2.5127747,-2.5545208,26.599903,1.0
151970175,151949679,-2.5127747,-2.5545337,26.599905,1.0
152969915,152938695,-2.5127723,-2.5542576,26.54128,1.0
153974671,153960826,-2.5127747,-2.5541058,26.5022,1.0
