timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
125697634,0,0,164,154,97,26,42
126741172,0,0,159,151,98,23,50
127791067,0,0,160,156,100,24,40
128715573,0,0,159,150,100,21,40
129736635,0,0,163,157,100,21,43
130795735,0,0,166,158,98,23,29
131710770,0,0,165,153,100,24,42
132741489,0,0,162,151,98,23,40
133779241,0,0,160,158,98,24,52
134702635,0,0,163,152,99,26,57
135749634,0,0,163,156,100,24,54
136780383,0,0,168,161,100,25,42
137707611,0,0,166,158,100,26,62
138746632,0,0,164,158,100,21,42
139693734,0,0,164,154,97,25,51
140714349,0,0,165,159,97,22,52
141747573,0,0,163,158,97,24,53
142804292,0,0,162,157,97,24,52
143715949,0,0,154,153,100,24,48
144748489,0,0,162,158,100,23,42
145804011,0,0,160,155,95,24,44
146717108,0,0,162,155,100,26,41
147765994,0,0,159,151,97,26,40
148791563,0,0,160,150,97,23,44
149716261,0,0,159,150,100,25,42
150765785,0,0,165,156,93,25,46
151788326,0,0,160,150,98,23,56
152708414,0,0,161,153,100,24,36
153755485,0,0,159,151,100,25,36
