timestamp,time_estimate,safe_time_estimate,valid
126441992,0.0,0.0,0
127461652,0.0,0.0,0
128481469,0.0,0.0,0
129501140,0.0,0.0,0
130520840,0.0,0.0,0
131540706,0.0,0.0,0
132560317,0.0,0.0,0
133580165,0.0,0.0,0
134600151,0.0,0.0,0
135619788,0.0,0.0,0
136639283,0.0,0.0,0
137659031,0.0,0.0,0
138678844,0.0,0.0,0
139698508,0.0,0.0,0
140718401,0.0,0.0,0
141738003,0.0,0.0,0
142757817,0.0,0.0,0
143777521,0.0,0.0,0
144797300,0.0,0.0,0
145817446,0.0,0.0,0
146826885,0.0,0.0,0
147846514,0.0,0.0,0
148866226,0.0,0.0,0
149895936,0.0,0.0,0
150915681,0.0,0.0,0
151935534,0.0,0.0,0
152955301,0.0,0.0,0
153974980,0.0,0.0,0
