timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,photo_switch,video_switch
125328772,125302832,1,6,0,0,0,0,0,0,0,0,0
126348663,126322575,1,6,0,0,0,0,0,0,0,0,0
127363213,127337258,1,6,0,0,0,0,0,0,0,0,0
128367964,128342028,1,6,0,0,0,0,0,0,0,0,0
129387717,129361739,1,6,0,0,0,0,0,0,0,0,0
130397484,130371487,1,6,0,0,0,0,0,0,0,0,0
131422195,131396223,1,6,0,0,0,0,0,0,0,0,0
132446978,132420967,1,6,0,0,0,0,0,0,0,0,0
133451832,133430726,1,6,0,0,0,0,0,0,0,0,0
134456423,134430465,1,6,0,0,0,0,0,0,0,0,0
135476178,135450201,1,6,0,0,0,0,0,0,0,0,0
136485948,136464936,1,6,0,0,0,0,0,0,0,0,0
137510645,137484679,1,6,0,0,0,0,0,0,0,0,0
138535415,138509556,1,6,0,0,0,0,0,0,0,0,0
139560157,139534160,1,6,0,0,0,0,0,0,0,0,0
140574888,140548923,1,6,0,0,0,0,0,0,0,0,0
141599606,141573668,1,6,0,0,0,0,0,0,0,0,0
142609371,142588398,1,6,0,0,0,0,0,0,0,0,0
143624093,143598176,1,6,0,0,0,0,0,0,0,0,0
144643867,144617929,1,6,0,0,0,0,0,0,0,0,0
145658750,145637653,1,6,0,0,0,0,0,0,0,0,0
146668362,146642422,1,6,0,0,0,0,0,0,0,0,0
147683095,147657124,1,6,0,0,0,0,0,0,0,0,0
148697817,148671863,1,6,0,0,0,0,0,0,0,0,0
149702585,149676640,1,6,0,0,0,0,0,0,0,0,0
150717308,150691439,1,6,0,0,0,0,0,0,0,0,0
151742045,151716105,1,6,0,0,0,0,0,0,0,0,0
152751877,152725870,1,6,0,0,0,0,0,0,0,0,0
153756594,153730600,1,6,0,0,0,0,0,0,0,0,0
