timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_snr_x[0],peak_snr_x[1],peak_snr_x[2],peak_snr_y[0],peak_snr_y[1],peak_snr_y[2],peak_snr_z[0],peak_snr_z[1],peak_snr_z[2]
561769055,561766274,4325386,2000.4801,3.9071877,35.16469,35.16469,nan,31.257502,nan,nan,nan,nan,nan,6.0352683,5.4876432,nan,5.6280527,nan,nan,0.0,0.0,0.0
561898998,561898743,4325386,2000.4801,3.9071877,35.16469,35.16469,nan,31.257502,nan,nan,nan,nan,nan,6.0352683,5.4876432,nan,5.7367487,nan,nan,0.0,0.0,0.0
562023967,562021215,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,5.5044527,nan,nan,5.7367487,nan,nan,0.0,0.0,0.0
562088950,562086200,4325386,2000.4801,3.9071877,35.16469,35.16469,nan,31.257502,nan,nan,nan,nan,nan,5.5044527,5.6405535,nan,5.7367487,nan,nan,0.0,0.0,0.0
562148935,562148685,4325386,2000.4801,3.9071877,35.16469,35.16469,nan,31.257502,nan,nan,nan,nan,nan,5.9225903,5.6405535,nan,5.7367487,nan,nan,0.0,0.0,0.0
562408877,562406128,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,5.4908414,nan,nan,5.7367487,nan,nan,0.0,0.0,0.0
562603896,562601080,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,5.4908414,nan,nan,5.5204487,nan,nan,0.0,0.0,0.0
563108713,563108462,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,6.057649,nan,nan,5.5204487,nan,nan,0.0,0.0,0.0
563173703,563173450,4325386,2000.4801,3.9071877,35.16469,35.16469,nan,31.257502,nan,nan,nan,nan,nan,6.057649,5.98129,nan,5.5204487,nan,nan,0.0,0.0,0.0
563368681,563365902,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,5.481862,nan,nan,5.5204487,nan,nan,0.0,0.0,0.0
563493675,563493372,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,6.0107403,nan,nan,5.5204487,nan,nan,0.0,0.0,0.0
564328450,564325679,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,5.584411,nan,nan,5.5204487,nan,nan,0.0,0.0,0.0
564843312,564840559,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,5.584411,nan,nan,5.5491138,nan,nan,0.0,0.0,0.0
565418197,565417925,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,5.584411,nan,nan,5.560218,nan,nan,0.0,0.0,0.0
565483178,565480411,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,31.257502,nan,nan,nan,nan,5.584411,nan,nan,5.560218,6.0707073,nan,0.0,0.0,0.0
