timestamp,imbalanced_prop_metric,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_high_wind,fd_battery,fd_imbalanced_prop
561616026,nan,0,0,0,0,0,0,0,0
562120261,nan,0,0,0,0,0,0,0,0
562629701,nan,0,0,0,0,0,0,0,0
563139538,nan,0,0,0,0,0,0,0,0
563649051,nan,0,0,0,0,0,0,0,0
564158832,nan,0,0,0,0,0,0,0,0
564668696,nan,0,0,0,0,0,0,0,0
565178652,nan,0,0,0,0,0,0,0,0
565688998,nan,0,0,0,0,0,0,0,0
566198805,nan,0,0,0,0,0,0,0,0
566708800,nan,0,0,0,0,0,0,0,0
567218704,nan,0,0,0,0,0,0,0,0
567728954,nan,0,0,0,0,0,0,0,0
568238916,nan,0,0,0,0,0,0,0,0
568748860,nan,0,0,0,0,0,0,0,0
569258890,nan,0,0,0,0,0,0,0,0
569768539,nan,0,0,0,0,0,0,0,0
570278286,nan,0,0,0,0,0,0,0,0
570788029,nan,0,0,0,0,0,0,0,0
571297641,nan,0,0,0,0,0,0,0,0
571807522,nan,0,0,0,0,0,0,0,0
572316579,nan,0,0,0,0,0,0,0,0
572825821,nan,0,0,0,0,0,0,0,0
573335957,nan,0,0,0,0,0,0,0,0
573845776,nan,0,0,0,0,0,0,0,0
574355723,nan,0,0,0,0,0,0,0,0
574865689,nan,0,0,0,0,0,0,0,0
575375823,nan,0,0,0,0,0,0,0,0
575885941,nan,0,0,0,0,0,0,0,0
576395671,nan,0,0,0,0,0,0,0,0
576905820,nan,0,0,0,0,0,0,0,0
577416360,nan,0,0,0,0,0,0,0,0
577925570,nan,0,0,0,0,0,0,0,0
578434784,nan,0,0,0,0,0,0,0,0
578944498,nan,0,0,0,0,0,0,0,0
579453888,nan,0,0,0,0,0,0,0,0
579963757,nan,0,0,0,0,0,0,0,0
580473605,nan,0,0,0,0,0,0,0,0
580983576,nan,0,0,0,0,0,0,0,0
581492660,nan,0,0,0,0,0,0,0,0
582002800,nan,0,0,0,0,0,0,0,0
582513129,nan,0,0,0,0,0,0,0,0
583022897,nan,0,0,0,0,0,0,0,0
583532902,nan,0,0,0,0,0,0,0,0
584043015,nan,0,0,0,0,0,0,0,0
584552991,nan,0,0,0,0,0,0,0,0
585062617,nan,0,0,0,0,0,0,0,0
585572635,nan,0,0,0,0,0,0,0,0
586082803,nan,0,0,0,0,0,0,0,0
586592746,nan,0,0,0,0,0,0,0,0
587102387,nan,0,0,0,0,0,0,0,0
587611765,nan,0,0,0,0,0,0,0,0
588121671,nan,0,0,0,0,0,0,0,0
588631942,nan,0,0,0,0,0,0,0,0
589141713,nan,0,0,0,0,0,0,0,0
589651442,nan,0,0,0,0,0,0,0,0
590160497,nan,0,0,0,0,0,0,0,0
590669247,nan,0,0,0,0,0,0,0,0
591178486,nan,0,0,0,0,0,0,0,0
591687866,nan,0,0,0,0,0,0,0,0
592197783,nan,0,0,0,0,0,0,0,0
592707406,nan,0,0,0,0,0,0,0,0
593216438,nan,0,0,0,0,0,0,0,0
593725587,nan,0,0,0,0,0,0,0,0
594235022,nan,0,0,0,0,0,0,0,0
594744934,nan,0,0,0,0,0,0,0,0
595254761,nan,0,0,0,0,0,0,0,0
595764491,nan,0,0,0,0,0,0,0,0
596273263,nan,0,0,0,0,0,0,0,0
596782014,nan,0,0,0,0,0,0,0,0
597292109,nan,0,0,0,0,0,0,0,0
597801922,nan,0,0,0,0,0,0,0,0
598311745,nan,0,0,0,0,0,0,0,0
598821697,nan,0,0,0,0,0,0,0,0
599332198,nan,0,0,0,0,0,0,0,0
599841877,nan,0,0,0,0,0,0,0,0
600351460,nan,0,0,0,0,0,0,0,0
600860857,nan,0,0,0,0,0,0,0,0
601370516,nan,0,0,0,0,0,0,0,0
