timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check,at_rest
561086862,0,0,0,1,0,0,0,0,0,0,1
562096600,0,0,0,1,0,0,0,0,0,0,1
563106334,0,0,0,1,0,0,0,0,0,0,1
564116199,0,0,0,1,0,0,0,0,0,0,1
565125915,0,0,0,1,0,0,0,0,0,0,1
566135667,0,0,0,1,0,0,0,0,0,0,1
567145379,0,0,0,1,0,0,0,0,0,0,1
568155140,0,0,0,1,0,0,0,0,0,0,1
569164900,0,0,0,1,0,0,0,0,0,0,1
570174780,0,0,0,1,0,0,0,0,0,0,1
571184456,0,0,0,1,0,0,0,0,0,0,1
572194235,0,0,0,1,0,0,0,0,0,0,1
573203970,0,0,0,1,0,0,0,0,0,0,1
574213733,0,0,0,1,0,0,0,0,0,0,1
575223658,0,0,0,1,0,0,0,0,0,0,1
576233268,0,0,0,1,0,0,0,0,0,0,1
577243125,0,0,0,1,0,0,0,0,0,0,1
578252868,0,0,0,1,0,0,0,0,0,0,1
579262546,0,0,0,1,0,0,0,0,0,0,1
580272414,0,0,0,1,0,0,0,0,0,0,1
581282108,0,0,0,1,0,0,0,0,0,0,1
582291858,0,0,0,1,0,0,0,0,0,0,1
583301607,0,0,0,1,0,0,0,0,0,0,1
584311424,0,0,0,1,0,0,0,0,0,0,1
585321173,0,0,0,1,0,0,0,0,0,0,1
586330968,0,0,0,1,0,0,0,0,0,0,1
587340696,0,0,0,1,0,0,0,0,0,0,1
588345478,0,0,0,1,0,0,0,0,0,0,1
589350213,0,0,0,1,0,0,0,0,0,0,1
590360049,0,0,0,1,0,0,0,0,0,0,1
591369741,0,0,0,1,0,0,0,0,0,0,1
592379534,0,0,0,1,0,0,0,0,0,0,1
593389264,0,0,0,1,0,0,0,0,0,0,1
594399070,0,0,0,1,0,0,0,0,0,0,1
595408846,0,0,0,1,0,0,0,0,0,0,1
596413588,0,0,0,1,0,0,0,0,0,0,1
597418329,0,0,0,1,0,0,0,0,0,0,1
598428093,0,0,0,1,0,0,0,0,0,0,1
599437887,0,0,0,1,0,0,0,0,0,0,1
600447646,0,0,0,1,0,0,0,0,0,0,1
601457406,0,0,0,1,0,0,0,0,0,0,1
