timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
562506215,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.13498296,0.010577925,7.535287e-11,-0.5556144,-0.29228768,-9.712185,5.684266e-05,-0.00517611,0.0011330534,0.00046206376,0.0049448432,0.016310614,8.20297e-05,0.000106549654,0.00011161476,35.5,nan
563450991,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.13140179,0.010421607,4.9732184e-11,-0.5621444,-0.29564798,-9.740458,0.0007456129,-0.0036044398,0.00025641493,0.00027191202,0.0067586745,0.017139623,4.51455e-05,9.765673e-05,0.00012829133,36.0,nan
564495748,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.12764135,0.010236686,6.0950175e-11,-0.56022304,-0.28001583,-9.718125,0.0037205587,-0.005474206,-0.0008061006,-0.00012758424,0.007504568,0.019602805,5.5568875e-05,8.7636254e-05,8.032707e-05,36.0,nan
565435532,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.13148221,0.010721877,5.6955548e-11,-0.5634893,-0.28702638,-9.727563,0.003190463,-0.005644552,-0.0009856675,6.68774e-05,0.0055341115,0.013654339,6.369785e-05,8.539739e-05,0.00013128787,36.0,nan
566490288,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.11169747,0.010045298,5.105221e-11,-0.562821,-0.27938682,-9.719431,0.0033559017,-0.0045802156,-0.0014653008,0.0008663447,0.0035809441,0.007931851,8.598686e-05,0.00010466781,6.07041e-05,36.0,nan
567430068,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.11021139,0.009873058,3.9622316e-11,-0.5668263,-0.28977448,-9.721079,0.004198479,-0.0051485663,-0.00065980834,0.001103915,0.0045048073,0.005758756,2.937749e-05,0.00010843916,8.3115454e-05,36.0,nan
568474974,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.12392626,0.0108328145,6.7617835e-11,-0.5505019,-0.29924914,-9.727077,0.0056819413,-0.0063659386,-0.00046235067,0.0016858231,0.0068771043,0.011244891,8.434901e-05,9.114842e-05,6.971358e-05,36.0,nan
569419600,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.124141,0.011334383,7.713628e-11,-0.5605175,-0.29117337,-9.73692,0.00080370525,-0.0059853313,-0.0003493563,-2.4063458e-05,0.0061130496,0.01890356,9.733326e-05,0.00012212367,6.966437e-05,36.0,nan
570464364,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.13206021,0.010892369,5.4626213e-11,-0.56091577,-0.28378174,-9.713924,0.0036980829,-0.0037319136,-0.0008314551,0.0007560024,0.0032684288,0.006465043,6.953583e-05,8.436585e-05,9.7228585e-05,36.0,nan
571509116,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.1284704,0.0114796115,8.345402e-11,-0.56081957,-0.28031707,-9.7054825,0.0038520745,-0.005465778,-0.001048003,0.00070364494,0.007059011,0.016471885,9.037775e-05,0.00013195106,8.208018e-05,36.0,nan
