timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,photo_switch,video_switch
561255315,561222395,1,6,0,0,0,0,0,0,0,0,0
562275083,562247193,1,6,0,0,0,0,0,0,0,0,0
563294765,563261945,1,6,0,0,0,0,0,0,0,0,0
564314681,564281756,1,6,0,0,0,0,0,0,0,0,0
565339241,565306462,1,6,0,0,0,0,0,0,0,0,0
566359056,566331222,1,6,0,0,0,0,0,0,0,0,0
567383964,567351153,1,6,0,0,0,0,0,0,0,0,0
568393569,568363279,1,6,0,0,0,0,0,0,0,0,0
569403370,569370557,1,6,0,0,0,0,0,0,0,0,0
570423265,570390381,1,6,0,0,0,0,0,0,0,0,0
571437810,571405074,1,6,0,0,0,0,0,0,0,0,0
572467501,572434834,1,6,0,0,0,0,0,0,0,0,0
573492464,573459555,1,6,0,0,0,0,0,0,0,0,0
574517236,574484358,1,6,0,0,0,0,0,0,0,0,0
575546940,575514093,1,6,0,0,0,0,0,0,0,0,0
576561615,576528850,1,6,0,0,0,0,0,0,0,0,0
577581485,577553618,1,6,0,0,0,0,0,0,0,0,0
578591451,578558382,1,6,0,0,0,0,0,0,0,0,0
579601165,579573129,1,6,0,0,0,0,0,0,0,0,0
580610712,580577905,1,6,0,0,0,0,0,0,0,0,0
581630551,581602659,1,6,0,0,0,0,0,0,0,0,0
582650340,582617515,1,6,0,0,0,0,0,0,0,0,0
583670157,583642202,1,6,0,0,0,0,0,0,0,0,0
584694858,584661944,1,6,0,0,0,0,0,0,0,0,0
585709683,585676724,1,6,0,0,0,0,0,0,0,0,0
586724349,586691481,1,6,0,0,0,0,0,0,0,0,0
587739112,587711335,1,6,0,0,0,0,0,0,0,0,0
588763865,588731056,1,6,0,0,0,0,0,0,0,0,0
589778697,589745838,1,6,0,0,0,0,0,0,0,0,0
590803415,590775528,1,6,0,0,0,0,0,0,0,0,0
591818193,591785303,1,6,0,0,0,0,0,0,0,0,0
592837903,592805047,1,6,0,0,0,0,0,0,0,0,0
593852622,593819855,1,6,0,0,0,0,0,0,0,0,0
594862563,594829636,1,6,0,0,0,0,0,0,0,0,0
595892135,595859336,1,6,0,0,0,0,0,0,0,0,0
596902158,596869097,1,6,0,0,0,0,0,0,0,0,0
597911719,597883868,1,6,0,0,0,0,0,0,0,0,0
598941410,598908744,1,6,0,0,0,0,0,0,0,0,0
599956301,599928422,1,6,0,0,0,0,0,0,0,0,0
600966081,600933167,1,6,0,0,0,0,0,0,0,0,0
