timestamp,main_state_changes,main_state
561612642,0,0
562116693,0,0
562625643,0,0
563135643,0,0
563644642,0,0
564154644,0,0
564664644,0,0
565174643,0,0
565684641,0,0
566194643,0,0
566704664,0,0
567214643,0,0
567724656,0,0
568234642,0,0
568744645,0,0
569255059,0,0
569764852,0,0
570273642,0,0
570783644,0,0
571293642,0,0
571803644,0,0
572312642,0,0
572821642,0,0
573331642,0,0
573841646,0,0
574351646,0,0
574861643,0,0
575371643,0,0
575881655,0,0
576391642,0,0
576901642,0,0
577411642,0,0
577921644,0,0
578430648,0,0
578940642,0,0
579449643,0,0
579959703,0,0
580469646,0,0
580979655,0,0
581488655,0,0
581998641,0,0
582508642,0,0
583018641,0,0
583528652,0,0
584038654,0,0
584548763,0,0
585058696,0,0
585568644,0,0
586078643,0,0
586588663,0,0
587098647,0,0
587607670,0,0
588117642,0,0
588627669,0,0
589137642,0,0
589647642,0,0
590156685,0,0
590665643,0,0
591174879,0,0
591683677,0,0
592193678,0,0
592703642,0,0
593212643,0,0
593721642,0,0
594230642,0,0
594740673,0,0
595250642,0,0
595760676,0,0
596269643,0,0
596778641,0,0
597287642,0,0
597797935,0,0
598307643,0,0
598817643,0,0
599328030,0,0
599837906,0,0
600347829,0,0
600856644,0,0
601366643,0,0
