timestamp,timestamp_sample,device_id,pressure,temperature,error_count
562502076,562501496,4028193,102000.0,38.59,0
563506507,563505926,4028193,101997.0,38.59,0
564500068,564499488,4028193,102002.0,38.59,0
565493696,565493116,4028193,102002.0,38.59,0
566508844,566508264,4028193,101998.0,38.59,0
567502464,567501876,4028193,102000.0,38.59,0
568506837,568506257,4028193,101997.0,38.59,0
569500495,569499915,4028193,101994.0,38.59,0
570504870,570504290,4028193,101998.0,38.6,0
571498423,571497843,4028193,101999.0,38.59,0
572492092,572491512,4028193,101998.0,38.6,0
573507341,573506761,4028193,101996.0,38.6,0
574500854,574500273,4028193,101998.0,38.6,0
575505257,575504677,4028193,102002.0,38.6,0
576509657,576509076,4028193,101998.0,38.6,0
577503297,577502716,4028193,102000.0,38.6,0
578496911,578496331,4028193,102001.0,38.6,0
579490488,579489908,4028193,102004.0,38.61,0
580505670,580505090,4028193,102005.0,38.61,0
581510072,581509492,4028193,102000.0,38.61,0
582503689,582503109,4028193,101999.0,38.61,0
583508047,583507467,4028193,101997.0,38.61,0
584501676,584501095,4028193,101996.0,38.61,0
585495266,585494685,4028193,101998.0,38.61,0
586488840,586488260,4028193,101995.0,38.61,0
587504083,587503503,4028193,102000.0,38.62,0
588508468,588507888,4028193,102001.0,38.61,0
589502101,589501519,4028193,101998.0,38.61,0
590506453,590505873,4028193,101997.0,38.61,0
591500045,591499465,4028193,102001.0,38.62,0
592493947,592493363,4028193,101998.0,38.62,0
593509043,593508462,4028193,102000.0,38.62,0
594502645,594502065,4028193,101999.0,38.629997,0
595507047,595506467,4028193,102005.0,38.629997,0
596500664,596500084,4028193,101999.0,38.62,0
597505056,597504475,4028193,101998.0,38.62,0
598498630,598498050,4028193,101998.0,38.629997,0
599492266,599491686,4028193,101999.0,38.629997,0
600507450,600506869,4028193,101995.0,38.629997,0
601501137,601500556,4028193,102004.0,38.629997,0
