timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
561765633,0,0,164,154,96,21,64
562716636,0,0,165,157,100,24,53
563725032,0,0,167,160,96,25,47
564773564,0,0,164,157,100,22,48
565695890,0,0,161,155,100,26,44
566725641,0,0,161,149,100,25,49
567781634,0,0,164,157,97,25,47
568819013,0,0,157,156,100,23,49
569730635,0,0,161,156,100,24,37
570774835,0,0,155,152,96,28,47
571709440,0,0,162,154,96,26,45
572727942,0,0,160,145,100,25,53
573772828,0,0,162,157,100,30,34
574696870,0,0,161,157,100,23,44
575736183,0,0,158,158,97,22,46
576788636,0,0,146,149,97,23,43
577696811,0,0,159,153,100,27,50
578730216,0,0,160,154,96,21,42
579787854,0,0,164,159,96,20,35
580708053,0,0,164,155,100,22,34
581730580,0,0,165,155,100,26,41
582787370,0,0,162,155,97,23,45
583705812,0,0,163,160,96,22,54
584731449,0,0,162,151,100,21,58
585782110,0,0,162,155,96,25,43
586699513,0,0,164,157,96,25,44
587736018,0,0,159,154,100,24,60
588777039,0,0,155,145,100,31,44
589704348,0,0,156,141,100,26,40
590743101,0,0,159,152,98,22,53
591695127,0,0,162,154,100,29,48
592700028,0,0,161,155,97,24,43
593734224,0,0,162,156,98,23,59
594809214,0,0,159,154,100,24,51
595706132,0,0,158,157,100,24,53
596755145,0,0,162,153,100,28,45
597799492,0,0,161,151,96,21,46
598709953,0,0,157,155,98,26,54
599735637,0,0,155,154,97,27,48
600789505,0,0,164,155,97,22,45
