timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
561773860,561773772,-0.0073498823,0.00058877,0.0051281983
561778857,561778771,-0.0073054936,0.0020376705,0.00042497995
561796387,561796267,-0.005941184,-0.0016688672,0.001207914
561816349,561816262,8.734409e-05,-0.0008628089,0.0011393577
561838839,561838757,-3.987737e-05,0.0024205076,-0.0024534508
561856336,561856253,-0.007788921,9.278441e-05,-0.003076631
561876332,561876248,0.0024644288,-0.008493298,-0.00039091357
561896327,561896244,-0.0016723609,-0.0025750333,-0.003619516
561913822,561913740,0.00055730366,-0.0014344435,-0.001377932
561936317,561936234,0.002512465,0.0036807763,0.003630635
561956313,561956230,-0.0035668614,1.582317e-06,-0.00012357942
561978806,561978724,3.371248e-05,-0.0004252391,0.0018668241
561996304,561996220,-0.0015499684,-0.0040503293,0.0021376596
562016302,562016216,0.008413295,-0.004379143,0.0024908637
562036294,562036211,-0.001100322,0.0038689522,-0.0059998524
562053790,562053707,0.0067065386,-0.0035318425,0.0003267239
562076285,562076202,0.0031806363,0.00062721595,-0.0015739857
562096281,562096197,-0.006045131,0.0019990797,0.0022783203
562118778,562118692,-0.0045333146,0.00074731745,0.003165124
562136271,562136188,-0.000893319,0.0024904835,0.002790451
562156267,562156183,-0.0071083726,-0.004202257,-0.00067467283
562176262,562176179,0.003268752,-0.008223562,-0.00086536445
562193759,562193675,0.011073232,0.00038395496,0.0012668967
562216251,562216169,-0.00013908232,0.00030424446,0.0037499054
562236248,562236165,-0.0061512454,0.0016055033,0.0014702113
562258742,562258659,0.0006044151,0.0010131472,-0.00030000217
562276240,562276155,-0.0009519977,0.0027907458,-0.0011255948
562296371,562296151,0.0019260563,-0.0032428158,-0.0015489114
562316275,562316146,0.0044435076,-0.00039283186,-0.0010007703
562333731,562333644,0.004662064,-0.0043586316,0.0011321363
562356220,562356137,0.0040790485,-0.0051436787,-0.003003781
562376216,562376132,0.005003631,0.00062105013,-0.003491375
562398711,562398627,-0.001168998,0.00073554413,0.00371252
562416206,562416123,-0.004045609,0.003412397,0.00035978964
562436202,562436118,-0.0051121903,0.0054781125,0.0027352234
562456198,562456114,-0.0048386212,0.0031086975,0.004557057
562473696,562473610,-0.0041075307,0.0008138893,-0.0029156837
562496188,562496104,0.0054170704,-0.0038336427,-0.0015881518
562516184,562516100,-0.0012366828,-0.005351758,-0.0037162285
562538680,562538594,0.0052474244,0.0015559476,0.0018106266
562556176,562556091,-0.0070011336,0.002793617,-0.0014882078
562576169,562576086,0.0020151061,-0.0023141098,0.0029207538
562596165,562596081,-0.0019218206,-0.0006957515,9.831234e-05
562613664,562613577,-0.0006569652,-0.0009701513,-0.0011370868
562636157,562636072,0.0021894288,0.004235806,0.0012065242
562656167,562656067,0.0024865165,-0.0022956622,-0.0012987981
562678644,562678562,0.0077471854,0.002205128,-0.005364948
562696140,562696058,-0.002339569,-0.004061417,0.0018114235
562716135,562716053,0.005648434,0.002572704,0.0027408418
562736130,562736049,-0.0041249944,-0.0002799034,0.0031975133
562753627,562753544,-0.0012380732,0.0056286436,0.0020210422
562776119,562776039,-0.0009638509,0.00032942742,0.0010799591
562796115,562796035,-0.0059550265,-0.0027737613,-0.00064632756
562818610,562818529,-0.0010246048,-0.0058106207,0.0025395176
562836108,562836025,0.0029068154,-0.0035382765,-0.00046410307
562856247,562856021,0.0038173778,-0.009975208,-0.0007635663
562876152,562876016,0.00029186998,-0.006039228,-0.0022388953
562896093,562896011,-6.124005e-05,-0.0011746692,-0.00021286063
562916090,562916007,-0.0059117842,0.0039115334,0.0015757645
562936084,562936002,-0.0041967416,0.0058406754,-0.00017115624
562958578,562958497,-0.0050828634,0.0016385,-0.0024045724
562976074,562975993,-0.0009687173,-0.0014158627,0.0017634606
562996070,562995988,0.008400002,-0.008028584,-0.00092487095
563018568,563018483,0.005986739,-0.0051007806,-0.0037949376
563036066,563035979,0.0032999937,0.002157863,-0.0025738254
563056056,563055974,-0.0059865885,-0.000732169,-0.0012502274
563076051,563075970,-0.0061483,0.0036801628,0.005604368
563098544,563098464,-0.010249509,-0.004273672,0.0016896097
563116045,563115960,-0.0001218766,0.006784799,0.004447521
563136039,563135956,0.0027662853,0.0004466055,-0.00042707502
563158531,563158450,0.006969791,-0.0020313333,-0.0028042991
563176029,563175946,0.0054419218,-0.003486779,-0.0045225457
563196024,563195942,0.0048081707,-0.0013400428,-0.0020448952
563216020,563215937,0.0036399185,0.0012752945,0.00032202594
563238515,563238432,-0.00465935,0.0030514884,0.0024198273
563256010,563255928,-0.005266213,0.0034286014,7.2699106e-05
563276006,563275923,1.33444555e-05,0.0049783546,-0.0019365262
563298499,563298418,0.00042987964,0.0024943724,-1.9419807e-05
563315996,563315914,0.0013243549,-0.0013628611,0.0021422096
563335991,563335909,0.0065656435,0.0008630287,-0.00044594554
563356044,563355905,-0.0004964038,-0.0039753527,-0.0036957746
563378479,563378399,-0.001815213,0.00041144947,0.0042138807
563395979,563395897,-0.00025222427,0.0024364751,0.003781566
563416121,563415890,-0.004369623,0.0037325064,0.0010979777
563438522,563438385,-0.0053657303,0.0040087486,0.0043185344
563455964,563455881,-0.0026627893,0.0035997375,-0.0011089308
563475958,563475877,0.0012449811,0.0028227547,-0.0016960142
563495954,563495872,-0.0020372625,-0.0017984668,-0.0016413408
563518450,563518367,0.006974349,-0.0016628401,-0.0006740804
563535942,563535862,0.0060917186,-0.009534524,-0.0011002913
563555938,563555858,-0.00201235,0.0014369823,0.00069685985
563578434,563578353,0.0051842798,-0.0006330828,0.00071910577
563595928,563595849,-0.0044768867,0.0019040429,-0.0017393533
563615926,563615844,0.0020971305,0.005817818,-0.0002562271
563635920,563635839,-0.0073337127,0.002719276,0.0012413077
563658415,563658334,0.0017035583,-0.00011865469,-0.0017254831
563675909,563675830,0.0073973024,-0.004891348,-0.00060236047
563695909,563695825,0.0049573155,-0.008905122,-0.00029695913
563718401,563718320,-0.0054075196,0.000648472,0.0016367384
563735897,563735816,-0.0040014167,0.004947754,-0.0019472385
563755895,563755812,-0.0026012613,0.0035407762,0.0023290133
563775890,563775807,-0.00041657686,0.005745869,-0.0011714433
563798383,563798302,0.0019236722,-0.0019000983,-0.0007483516
563815877,563815798,0.00012826896,-0.0062094685,-0.0025699462
563835874,563835793,0.0010960924,-0.0084933955,0.0044293785
563858370,563858288,0.0016454363,-0.0002907198,-0.0017826239
563875864,563875784,-0.0027678409,-0.002069749,-0.0021346363
563895860,563895779,0.00069557247,-0.00016318355,-0.0013922327
563915855,563915775,-0.0030423354,0.0013731886,0.0024743718
563938352,563938269,-0.004319704,-0.00023579877,-0.0012863302
563955848,563955765,0.0018172956,-0.0035411846,-0.0018906518
563976010,563975760,3.670575e-05,0.00067982916,-0.0008485526
563998399,563998255,-0.00079504005,0.001353614,0.00014666888
564015835,564015751,-0.00051847403,-0.0005340418,0.0015454385
564035832,564035747,-0.00066963723,-0.0047190003,0.0019562938
564055828,564055742,0.0012186689,0.0009865542,-0.0031201036
564078318,564078237,-0.0025018824,0.007499983,0.0010595674
564095815,564095733,-0.0017045846,0.003400726,0.0019732385
564115810,564115728,-0.0023148842,-0.0022781733,-0.0016961937
564138303,564138223,0.0042089224,0.0020300853,-0.0014182215
564155801,564155719,0.010327503,0.0002036402,-0.0005188579
564175796,564175714,0.006870609,0.0018326989,0.0006113757
564195824,564195709,-0.0031409883,0.004561632,0.0006626055
564218283,564218204,-0.0002859456,-0.0031194454,-0.0016002354
564235782,564235700,-0.0010873189,-0.00065428996,0.0008462118
564255775,564255695,0.0034947938,-0.0009534494,-0.0016162927
564278270,564278190,-0.0009809323,-0.0034035044,-0.00020765765
564295766,564295686,0.0012561751,0.0018990529,0.0023013062
564315761,564315681,-0.003441538,0.00022096094,0.0016218093
564335757,564335677,-0.0033644661,-0.0007052142,2.2324217e-05
564358252,564358172,-0.0017631997,0.00035670586,-0.00012465472
564375748,564375668,-0.0062120464,-0.00085551804,0.0019263573
564395743,564395663,0.0045083333,0.00074482244,-0.0009555176
564418237,564418158,0.0044814656,-0.00020184694,0.0003966103
564435735,564435654,-0.0053540645,-0.0025180588,-0.0034410392
564455731,564455649,-2.7668895e-05,0.0010513971,-0.003721612
564475724,564475644,-7.390906e-05,0.0014804387,0.0014889135
564498220,564498139,0.0010295168,0.004411603,0.00014660828
564515719,564515635,-0.0048215864,0.0029054098,-0.0008699893
564535713,564535630,0.0027519774,-0.0022652498,-0.0007625127
564558280,564558125,0.0014910304,0.0008097058,-0.0036021925
564575703,564575621,0.00758906,-0.003653647,-0.002853572
564595699,564595618,0.011189537,-0.0031903381,-0.0012892311
564615694,564615612,0.0041113626,-0.0014646538,0.0032980593
564638190,564638107,-0.0029016018,0.00022155326,5.257636e-05
564655691,564655607,-0.0049475804,0.0065516746,7.296737e-05
564675679,564675598,-0.00062888116,0.00097054895,0.0013644682
564698174,564698093,-0.0071563968,0.005747584,0.0002509456
564715670,564715589,0.0036252995,-0.0061342944,-0.000340013
564735664,564735584,-0.002707881,0.00096465135,-0.0007704445
564755661,564755579,0.0013819078,-0.0040360396,-0.0008975684
564778155,564778074,-0.0006398612,-0.0023296229,0.0009818138
564795651,564795570,0.0018091488,0.0020277617,-0.0009768065
564815647,564815565,-0.0066363188,0.0009858548,0.0033030347
564838141,564838060,-0.005020919,0.008441311,0.00069097424
564855639,564855556,0.004741853,-0.0017509824,-0.0012457952
564875636,564875551,0.0025077153,-0.001465911,-0.005159585
564895631,564895547,0.010383028,-0.008388681,-0.0019637286
564918124,564918041,0.006966957,0.0016523604,0.00056819845
564935622,564935537,-0.00066708634,0.0037585914,0.0016011448
564955615,564955533,-0.0055374247,0.004465765,0.00086026767
564978111,564978028,0.000119873555,-0.00075732544,0.0017733062
564995605,564995523,-0.003595071,0.0032515612,0.0021837985
565015600,565015519,0.0002483721,-0.0039902017,-0.0038387503
565035623,565035514,0.00807026,-0.0068561914,-0.0035703685
565058090,565058009,0.0039386414,-0.008423336,1.7242644e-05
565075584,565075505,-0.0009967571,0.0011643181,0.0015443411
565095581,565095500,-0.0006592055,0.0037303516,0.003614441
565118157,565117995,-0.004219115,0.0062911604,0.0019042641
565135579,565135491,-0.013679589,0.005774511,0.001048683
565155568,565155486,-0.009336424,0.0056772316,0.002334603
565178067,565177981,-0.006215249,-0.00029411959,-0.00043520815
565195562,565195477,0.00074080867,-0.0067438553,-8.907345e-05
565215557,565215472,0.0050430847,-0.005225145,-0.0037267094
565235550,565235468,0.0103967,-0.0064671454,-0.0062709562
565258043,565257962,0.008725879,-0.0021545938,-0.002500345
565275539,565275458,0.0019385524,0.0008308119,1.3989149e-05
565295536,565295454,0.0060402052,-0.0043011433,-0.0028073776
565318029,565317948,-0.002666387,0.0027904802,-0.0005472623
565330528,565330446,-0.0034547793,0.005293639,0.0032091332
565355523,565355440,-0.0005596166,-0.0046009445,-0.000391219
565375517,565375435,0.0051750615,0.0020868012,9.695707e-05
565398011,565397930,0.0025160753,0.0011438713,-0.00025040447
565415508,565415426,0.0003310938,-5.6972727e-05,-0.0059718783
565435505,565435421,0.0014548076,0.010086613,0.0020749918
565457997,565457916,-0.008085661,0.006796506,-0.00017375102
565475494,565475412,-0.004962395,0.008170431,-0.0006686065
565495489,565495407,-0.0050211325,-2.9353425e-05,0.0030667083
565515487,565515403,-0.0038293062,-0.004093929,-0.0031328024
565537981,565537898,-0.0021608453,-0.0027678236,-0.0007616787
565555476,565555393,0.010949979,-0.0027009584,-0.0005620672
565575471,565575389,0.0076160324,0.001957836,-0.0036855673
565597968,565597883,-0.00028903875,-0.00041198265,0.0011165859
565615460,565615379,0.0044216122,-0.0016921973,0.001524285
565635456,565635375,4.5113964e-05,-0.001493481,0.0021503707
565655452,565655370,-0.0041879984,-0.00056792283,-0.0030440171
565678041,565677865,-0.0016728435,0.0017113155,0.0025486369
565695456,565695361,0.00963985,-0.00030801212,-0.00042806572
565715436,565715356,0.0024913996,-0.00055041024,-0.00042407017
565737974,565737851,0.0008235411,-0.001990879,-0.004801722
565757930,565757846,0.006699207,-0.0068768207,-7.0255046e-05
565775422,565775342,-0.006717744,-0.002324175,-0.0006174283
565795418,565795339,-0.0037988028,0.004791311,0.0044092597
565817916,565817832,-0.008046681,0.0077744815,0.0020928283
565835408,565835328,-0.006291533,0.010126238,-0.0022699572
565855405,565855324,-0.004053074,0.0026327188,-0.002017918
565877941,565877818,-0.00047815498,-0.004096722,0.0009041679
565897897,565897814,0.0039342213,0.00043199863,-0.0019313924
565915389,565915310,-0.0021444587,0.00063099293,-0.0005675985
565935384,565935305,0.0013202438,0.0019473885,-0.0031338148
565957882,565957800,-0.0049213376,0.005099941,0.00451535
565975375,565975296,-0.0042205174,0.002377027,-0.0023715282
565995371,565995291,0.003008551,0.0026700278,-0.0026021963
566017869,566017786,0.00589064,-0.004959572,-0.0025630961
566037864,566037781,0.0072402046,-0.0035995627,-0.0035828217
566055360,566055277,0.0049969186,0.00026482018,-0.0026630177
566075353,566075272,0.004339512,-0.0032522501,0.0017290844
566097848,566097767,-0.008015111,0.0056055854,0.00035992637
566115347,566115263,-0.0017113771,0.012347516,0.004364731
566135339,566135259,-0.0044446164,0.0051164455,0.0059316535
566157836,566157753,-0.0018019443,0.0029791826,-0.0007230826
566175329,566175249,0.011821505,-0.0051360717,-0.002267462
566195327,566195245,0.010671223,-0.0034459801,-0.0028815086
566215321,566215240,-0.00041949935,-0.0013574725,-0.0022571862
566237918,566237735,-0.0025633434,0.007467391,0.0015393267
566255341,566255231,-0.01180844,0.009595307,-0.0006435349
566275310,566275226,-0.0110119805,0.009683415,0.0052043297
566297802,566297721,-0.005045944,0.0040141135,0.003492271
566317796,566317716,-0.002982686,-0.0022883574,8.093899e-05
566335296,566335212,0.010384355,-0.011178291,-0.00087381207
566350290,566350209,0.004643979,-0.004237338,-0.00572954
566377783,566377702,0.0006658458,-0.0058858776,-0.0016203297
566395281,566395198,0.0017158901,0.000725667,-0.003331929
566415280,566415193,-0.0013002709,0.0053032245,-0.0021688757
566437770,566437688,-0.0034449946,0.008540876,-0.0014402098
566457765,566457684,-0.0010142659,-0.0022366839,-0.0026879988
566475262,566475179,3.2765092e-05,-0.004474841,-0.0013029762
566495258,566495175,0.0075666537,-0.0030156896,0.002588654
566517751,566517670,0.0008319719,-0.0016082535,0.0005254344
566535248,566535166,-0.00096743065,0.0022307704,0.002568377
566555244,566555161,-0.0050478084,0.0014109681,0.0010935321
566577770,566577656,0.0025543733,-0.00070609804,-0.0033615
566597731,566597651,-0.00011186837,0.0010668272,-0.00071967806
566615226,566615147,0.0025276244,-0.005928313,-0.004134165
566635222,566635142,-0.0050211805,0.0030065223,-0.0014487493
566657716,566657637,-0.0023418164,0.0032006595,0.0004914661
566675213,566675133,0.0013252995,0.006858238,-0.0020002238
566695208,566695128,-0.0014146239,0.0027467385,0.0038967517
566717703,566717623,0.005076054,-0.0032727043,-0.0018903033
566737698,566737618,0.002136991,-0.0021857205,-0.003448497
566755195,566755115,0.003914767,-0.0021927305,-0.0044403262
566775191,566775110,0.00352545,-0.0028147656,-0.005521958
566797800,566797604,3.4318073e-05,0.0015914198,-0.0005229094
566815212,566815100,-0.0035148545,0.007969412,0.00512038
566835178,566835096,-0.0030062392,0.0052983537,0.0042066853
566857673,566857591,-0.0032655671,-0.00070488453,0.00063308835
566877668,566877586,0.0019532274,-0.0027545723,0.0012579472
566895162,566895082,-0.00030979444,-0.003151502,-0.0037477678
566915159,566915077,0.0062735514,-0.0036894665,-0.0025084927
566937653,566937572,-0.0032851675,0.0014074687,-6.682235e-05
566955148,566955068,0.001735122,0.0011349916,-0.00067285955
566975144,566975063,-0.0007733519,0.0036526413,0.0046800934
566997641,566997558,-0.0080009885,-0.0021422324,0.0022344394
567017639,567017553,-9.1455644e-05,-0.0032635746,0.0007843407
567035136,567035049,0.00887163,-0.0014530285,-0.003258657
567055127,567055044,0.003853097,-0.009096632,-0.0035759283
567077625,567077539,0.004549705,0.0056245057,-0.00030649762
567095117,567095035,-0.0017822998,0.008232719,0.0009555168
567115115,567115031,-0.0052482816,0.013310267,0.0037994483
567137608,567137526,-0.011757515,0.0005387678,0.0035963266
567157604,567157521,-0.0036520483,0.0010285336,-4.9205002e-05
567175100,567175017,-0.006551721,-0.00309852,0.0029095728
567195094,567195012,0.00055557117,-0.008924782,-5.18834e-07
567217589,567217507,0.0064924047,0.0018339162,-0.003963745
567235087,567235005,0.0038181487,-0.004337343,-0.004002324
567255080,567254998,-0.0031067412,-0.0029671895,-0.0006188595
567277573,567277493,0.007811626,0.0007996694,0.004208766
567297572,567297489,-0.001355625,0.0002059117,0.0019738688
567315067,567314984,0.0008037179,-0.0024833656,-0.0013879472
567337564,567337479,0.0020873519,-0.0014392762,-0.0017461246
567357678,567357474,0.0012990404,0.0038484994,-0.0033877732
567375117,567374970,0.001346306,-0.0019112411,0.0013361763
567395048,567394966,0.004230959,0.00054983096,-0.0010121653
567417558,567417460,-0.0033737961,-0.00081577897,-0.0032113697
567437537,567437456,-0.004046701,0.008263902,0.004805311
567455032,567454952,0.0009881523,-0.00059043337,0.0021204245
567477525,567477446,0.0014116913,0.0045126923,-0.00023393585
567497522,567497442,-0.0008574105,-0.0018841815,-0.0024538257
567515019,567514938,0.0018549808,-0.002420954,-0.0032835044
567535013,567534933,0.006110435,-0.003067418,-0.0022073963
567557508,567557428,0.0036996054,0.00077353884,-0.0016155654
567577504,567577423,0.0030727847,0.0032675904,-0.0005355703
567594999,567594919,-0.006003762,-0.0006904029,0.004903235
567617495,567617414,-0.006035215,0.0008454989,0.00547546
567637492,567637409,-0.004834793,-8.276012e-05,0.0024898367
567654987,567654905,-4.1066203e-05,-0.0042743804,0.0017392184
567674983,567674901,0.0010376452,0.004903642,-0.00062271836
567697476,567697395,0.0060498375,-0.008654256,-0.004023674
567717471,567717391,0.0064094453,-0.0067967447,-0.001805518
567734968,567734887,0.002241068,-0.0052761566,-0.0015740739
567757462,567757381,-0.0004390909,-0.0021436056,0.0062177586
567777457,567777377,-0.009381048,0.0067207767,0.0053149634
567794955,567794873,-0.0073213596,0.006314911,0.0018120942
567814949,567814868,-0.00016777124,0.0022811405,-0.0030836598
567837446,567837363,0.0044389255,-0.0014574528,0.00021224843
567857440,567857358,0.00646749,-0.0050153052,-0.000630533
567874935,567874854,0.0006428831,-0.0047326228,0.00043258257
567897430,567897349,-0.004926964,0.00028474582,0.0021269096
567917557,567917344,-0.0024470685,-0.0034572417,0.0020578508
567934976,567934840,-0.008025164,0.002778677,0.0037766441
567954916,567954835,0.0046866466,0.0031293123,0.0018417918
567977415,567977330,0.00756901,-0.003476655,-0.006308248
567997411,567997326,0.0034026806,0.0011256221,-0.0018827465
568014903,568014821,0.0012361966,0.00025893003,0.002226296
568037399,568037317,0.0023619104,-0.0023216223,0.0010652462
568057395,568057312,-0.004915876,-0.00023255125,-0.0018505926
568074892,568074808,-0.00052929716,0.00063329935,-0.0026086736
568094885,568094803,-0.003509592,0.00024034409,0.0011742688
568117379,568117298,-0.0034666862,-0.0006944649,0.0063703917
568137373,568137293,0.0038458393,-0.002441247,-0.0022285043
568154868,568154789,-0.00028784852,0.00012376858,-0.003709081
568177363,568177284,-0.0008812933,-0.0031548887,6.011896e-05
568197359,568197279,-0.004043447,0.00018533273,-0.0020802536
568214857,568214775,0.0021295114,-0.0018599532,-0.00033280393
568234854,568234770,-0.007373349,-0.0037917187,-0.0030045165
568257348,568257265,0.0060456046,0.0002493849,0.00062250975
568277343,568277261,0.0021771332,0.0022669113,0.00573615
568294839,568294757,-0.006753073,0.0037464758,0.0036054943
568317334,568317251,0.0040790495,-0.0011434685,-0.0010148701
568337329,568337247,-0.0022884635,-0.003970259,-0.004282658
568354827,568354743,-0.0016448525,-0.008318894,-0.002314378
568374880,568374738,0.0059074373,0.002600606,-0.0002980162
568397312,568397233,-0.007389986,-0.0018480094,0.0022088117
568417308,568417228,0.0026015155,0.0023900538,0.0018612066
568434804,568434724,0.0025613746,-0.000279224,-0.0018087558
568457300,568457219,0.002513172,-0.0008637719,-0.0024081517
568477432,568477214,0.005463296,0.0035590967,-0.0041255034
568494853,568494710,-0.0034087857,0.00011862209,-0.0011976492
568514788,568514706,-0.006027055,0.0075656115,0.0022992294
568537280,568537200,-0.002708005,0.0025692673,0.0030493373
568557275,568557195,0.0031337293,0.003291213,0.004365982
568574774,568574691,-0.00431038,-0.00050064316,-0.000114532784
568597266,568597186,-0.00046890997,-0.0011197804,-0.0042763273
568617262,568617182,0.0035338283,-0.004060477,-0.0030335833
568634760,568634677,-0.0052423384,0.0056467024,-0.0034936087
568654756,568654673,-0.0028841137,-0.0058654416,0.0047459253
568677249,568677168,9.4424e-05,-4.6213623e-05,0.0048386217
568697246,568697163,-0.005616716,0.0027348513,-0.0006000819
568714742,568714659,-0.0007566782,-0.002244059,0.0011566915
568737235,568737154,0.006050527,-0.0038516028,-0.0013576077
568757232,568757149,-0.0021099136,0.0024253454,6.559087e-05
568774727,568774645,-0.00033966824,-0.0026651593,-0.000114141076
568794723,568794640,0.0062402077,0.001646095,0.00062068383
568817217,568817135,0.00039579323,0.0036107246,-0.00018773747
568837213,568837130,-0.0057879165,-0.0023247534,-0.0006278808
568854709,568854626,0.003445396,0.0008623712,9.300318e-05
568877202,568877121,0.0024418912,0.0023953046,-0.0001539628
568897198,568897116,-0.0017082328,0.0066081816,-0.0002179632
568914696,568914612,0.0096849175,-0.0057939077,-0.0013277339
568934695,568934608,0.00501581,0.0040938146,0.000943964
