timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,accel_calibration_count,gyro_calibration_count
1048493277,0.004480055,-0.012572338,-0.0064175236,4999,0,-0.7830821,-0.070232496,-9.928945,4983,0,2,0
1048498275,0.011759749,-0.023754638,-0.0018514775,4998,0,-0.6607713,0.18585308,-9.732769,4983,0,2,0
1048503274,0.005450429,-0.0026031688,0.002396737,4999,0,-0.85614514,0.07622469,-10.166071,4982,0,2,0
1048508273,0.007455755,-0.0070704543,0.00090814586,4999,0,-0.6583895,0.09257961,-9.87954,4983,0,2,0
1048513272,0.0076213866,0.002737307,-0.003579506,4999,0,-0.79120106,0.030311543,-10.036533,4983,0,2,0
1048518271,0.012006082,-0.014977699,0.0067313816,4999,0,-0.6525841,0.19403414,-9.546905,4983,0,2,0
1048523270,0.0058341045,-0.015184317,-0.0020857437,4999,0,-0.8263563,0.086002335,-9.937733,7474,0,2,0
1048528268,0.01934589,-0.009454534,-0.0024674346,4998,0,-0.7414226,0.1327353,-9.939943,4983,0,2,0
1048533267,0.021893578,-0.0042196633,0.0017570928,4999,0,-0.8240769,-0.0064797364,-9.797078,4982,0,2,0
1048538266,-0.011870623,-0.008522105,0.007623808,4999,0,-0.71255356,0.050780542,-10.209251,4983,0,2,0
1048543265,-0.0127428435,0.0009890642,0.0032572737,4999,0,-0.84385866,0.2694183,-9.681627,4983,0,2,0
1048548264,0.020826207,-0.005945675,0.010123158,4999,0,-0.6859836,-0.13598529,-10.27018,4983,0,2,0
1048553263,-0.0050675618,0.013777871,0.00152105,4999,0,-0.711343,-0.13171458,-9.838881,4983,0,2,0
1048558261,-0.007208353,-0.015799668,-0.0033858756,4998,0,-0.63808084,0.24882312,-9.761752,4983,0,2,0
1048563260,0.0069949636,-0.0013013459,-0.0028425152,4999,0,-0.7648827,0.07113792,-10.09515,4982,0,2,0
1048568259,0.02228438,-0.0010564425,-0.003228517,4999,0,-0.64095426,-0.1401265,-10.070841,4983,0,2,0
1048573258,-0.008915821,0.0035852038,-0.01630264,4999,0,-0.75603884,0.016288493,-9.502024,4982,0,2,0
1048578257,-0.022220895,-0.023858486,-0.0039080344,4999,0,-0.7665463,0.22562577,-9.906974,4982,0,2,0
1048583255,0.0058524166,-0.0056022275,-0.006674756,4998,0,-0.93079984,0.23821627,-10.05853,4983,0,2,0
1048588254,0.022131661,-0.006044533,0.0037632638,4999,0,-0.8718535,0.13978507,-9.799434,4983,0,2,0
1048593253,0.0024454184,0.00085123174,0.006840954,4999,0,-0.88985664,-0.007913868,-10.015609,4982,0,2,0
1048598252,-0.011018415,-0.0030675104,0.0010455544,4999,0,-0.65635824,0.29714814,-9.880227,4983,0,2,0
1048603251,0.01035833,-0.0018723294,0.008362387,4999,0,-0.79502755,0.19152199,-9.766949,4983,0,2,0
1048608250,0.016035562,-0.004116287,0.0040578847,4999,0,-0.6598351,-0.14756079,-10.089586,4982,0,2,0
1048613249,-0.0068366625,0.013310267,0.0019510121,4999,0,-0.5470371,-0.017172007,-9.846636,4984,0,2,0
1048618247,-0.0038304355,-0.018017437,0.0023875798,4998,0,-0.6121942,0.09297414,-9.816554,4982,0,2,0
1048623246,0.0053795455,0.0017848446,-0.006770313,4999,0,-0.87431973,0.025585826,-9.858329,4984,0,2,0
1048628245,0.00285485,-0.010228535,0.0003659227,4999,0,-0.75040525,-0.04354592,-9.833972,4982,0,2,0
1048633244,0.0077435556,-0.0055383355,-0.006343471,4999,0,-0.8588469,0.08092368,-9.494567,4983,0,2,0
1048638243,0.0006359922,-0.032614257,-0.010989258,4999,0,-0.7850048,0.048571937,-10.02429,4984,0,2,0
1048643242,0.012177581,-0.006452944,-0.004845852,4999,0,-0.8512656,0.16473074,-9.937521,4982,0,2,0
1048648243,0.010466471,-0.0078079193,-0.0031816703,5001,0,-0.7153372,0.12651071,-10.1391,4983,0,2,0
1048653239,-0.0060451897,0.007950999,-0.011673606,4996,0,-0.68189573,0.24597348,-10.098103,4983,0,2,0
1048658238,0.0035984155,-0.011037927,0.011010106,4999,0,-0.6364183,0.4185225,-9.680128,4982,0,2,0
1048663237,0.026619127,-0.002678893,0.008802927,4999,0,-0.8059455,-0.00570444,-9.930989,4983,0,2,0
1048668236,0.0005109801,-0.00905565,0.0086411545,4999,0,-0.7302891,-0.079941,-9.888925,4984,0,2,0
1048673235,0.0034625975,0.0038548457,0.0024336826,4999,0,-0.8194027,-0.017803287,-9.724442,4983,0,2,0
1048678234,-0.0077052726,-0.009742233,0.0046991026,4999,0,-0.7743693,-0.06786848,-10.048766,4983,0,2,0
1048683233,0.0007080833,-0.006113598,-0.0009836479,4999,0,-0.73928577,0.08426716,-9.7352495,4983,0,2,0
1048688231,0.011064308,-0.0234863,-0.0014249287,4998,0,-0.7929128,-0.03073088,-10.02248,4984,0,2,0
1048693230,0.024791986,0.0071906727,-0.004458109,4999,0,-0.76787084,-0.10333421,-9.881585,4983,0,2,0
