timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
1048743330,1048743218,4259850,4325386,5.3709515e-05,-2.7316898e-06,5.994132e-06,-0.0034633332,-0.0004921821,-0.05040977,4998,4983,0,2,0
1049243222,1049243103,4259850,4325386,0.00012705782,-3.5569603e-05,3.594555e-05,-0.004076502,8.742126e-05,-0.05070796,4999,4982,0,2,0
1049738238,1049737988,4259850,4325386,-7.698916e-05,-0.00012731396,-3.0719777e-05,-0.0035958625,0.001835871,-0.04939668,4999,4983,0,2,0
1050242978,1050242871,4259850,4325386,1.9478937e-05,9.105474e-06,-2.8016599e-05,-0.003022381,0.00084401155,-0.04843781,4999,4983,0,2,0
1050742860,1050742755,4259850,4325386,7.056897e-06,-0.00010646393,-6.6125165e-07,-0.004577209,3.5761495e-05,-0.04902621,4999,4982,0,2,0
1051242746,1051242639,4259850,4325386,2.730266e-05,-2.0118483e-05,5.34607e-05,-0.003990483,0.00042238037,-0.049159262,4997,4984,0,2,0
1051742636,1051742523,4259850,4325386,0.00015334516,-3.107578e-05,-3.472651e-05,-0.0030771608,-0.0018753298,-0.04842858,4999,4981,0,2,0
1052242530,1052242407,4259850,4325386,4.1181553e-05,-0.00011180772,-1.3464206e-06,-0.0045279176,0.0018789216,-0.049370978,4999,4983,0,2,0
1052742400,1052742291,4259850,4325386,-0.00014483996,3.607797e-05,4.462389e-06,-0.0045247143,0.0012919807,-0.048133593,4999,4983,0,2,0
1053242268,1053242175,4259850,4325386,0.00019677838,-3.3674893e-05,8.0054e-05,-0.004625193,-0.0011416294,-0.052046273,4998,4983,0,2,0
1053742171,1053742060,4259850,4325386,-8.338236e-05,-3.6736823e-05,1.7310223e-05,-0.0031449224,0.0012497507,-0.047741983,5000,4983,0,2,0
1054242123,1054241943,4259850,4325386,-2.8420127e-05,-3.4744164e-05,2.1737856e-06,-0.0034275264,0.0012218764,-0.050627716,4998,4983,0,2,0
1054741940,1054741827,4259850,4325386,-1.5702279e-05,-2.188588e-05,-5.1870426e-05,-0.0024094621,0.00035244544,-0.04756614,4998,4983,0,2,0
1055241821,1055241712,4259850,4325386,0.00012946514,-3.2510157e-05,-4.365808e-05,-0.0045162593,0.00045345013,-0.05025722,4999,4983,0,2,0
1055741706,1055741596,4259850,4325386,0.00018527961,-6.947581e-05,-3.9407743e-05,-0.0036650312,0.0011937205,-0.04985144,4999,4983,0,2,0
