timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
1049170922,1049169976,396809,-0.33560604,0.29166666,0.16590908,nan,0
1050174163,1050173217,396809,-0.33484846,0.2931818,0.15757576,nan,0
1051177369,1051176424,396809,-0.33787876,0.29166666,0.17121212,nan,0
1052180620,1052179673,396809,-0.3363636,0.29090908,0.16060606,nan,0
1053183690,1053182744,396809,-0.33484846,0.2931818,0.15757576,nan,0
1054165869,1054164923,396809,-0.3371212,0.29090908,0.16439393,nan,0
1055169060,1055168114,396809,-0.3333333,0.29393938,0.16742423,nan,0
1056172362,1056171416,396809,-0.3371212,0.28863636,0.16969696,nan,0
1057175620,1057174672,396809,-0.33484846,0.29090908,0.16439393,nan,0
1058178807,1058177861,396809,-0.33560604,0.29242423,0.16060606,nan,0
1059182177,1059181231,396809,-0.33863634,0.2901515,0.16439393,nan,0
1060185342,1060184397,396809,-0.33484846,0.29242423,0.16287878,nan,0
1061167172,1061166226,396809,-0.33484846,0.29166666,0.16439393,nan,0
1062170365,1062169420,396809,-0.33863634,0.2901515,0.16439393,nan,0
1063173546,1063172599,396809,-0.3333333,0.2931818,0.16136363,nan,0
1064176642,1064175697,396809,-0.3393939,0.2901515,0.16742423,nan,0
1065179909,1065178963,396809,-0.3363636,0.29090908,0.16136363,nan,0
1066183145,1066182199,396809,-0.33484846,0.29393938,0.16136363,nan,0
1067165220,1067164275,396809,-0.3409091,0.28787878,0.1681818,nan,0
1068168026,1068167081,396809,-0.33484846,0.29242423,0.16287878,nan,0
1069171620,1069170673,396809,-0.33560604,0.29090908,0.16287878,nan,0
1070174970,1070174024,396809,-0.3371212,0.2901515,0.1681818,nan,0
1071178221,1071177264,396809,-0.3340909,0.29242423,0.16439393,nan,0
1072181419,1072180473,396809,-0.33863634,0.28863636,0.16136363,nan,0
1073184716,1073183771,396809,-0.3363636,0.29166666,0.16439393,nan,0
1074166653,1074165707,396809,-0.3371212,0.29166666,0.16060606,nan,0
1075169799,1075168853,396809,-0.34015152,0.28560606,0.17424242,nan,0
1076172700,1076171755,396809,-0.33560604,0.2901515,0.14621212,nan,0
1077176219,1077175273,396809,-0.3363636,0.29090908,0.1590909,nan,0
1078179534,1078178588,396809,-0.3371212,0.2901515,0.16287878,nan,0
1079182810,1079181864,396809,-0.33257574,0.2931818,0.16060606,nan,0
1080186063,1080185117,396809,-0.3393939,0.28863636,0.1681818,nan,0
1081168189,1081167243,396809,-0.3363636,0.29166666,0.16287878,nan,0
1082171425,1082170458,396809,-0.33560604,0.29166666,0.1590909,nan,0
1083174620,1083173672,396809,-0.34015152,0.28863636,0.16439393,nan,0
1084177592,1084176630,396809,-0.33484846,0.2931818,0.16742423,nan,0
1085181310,1085180362,396809,-0.3371212,0.29090908,0.16439393,nan,0
1086184368,1086183422,396809,-0.3371212,0.28939393,0.16742423,nan,0
1087187649,1087186703,396809,-0.33484846,0.29166666,0.15757576,nan,0
