timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check,at_rest
1047593886,0,0,0,1,0,0,0,0,0,0,0
1048603773,0,0,0,1,0,0,0,0,0,0,0
1049613406,0,0,0,1,0,0,0,0,0,0,0
1050623199,0,0,0,1,0,0,0,0,0,0,0
1051632953,0,0,0,1,0,0,0,0,0,0,0
1052642747,0,0,0,1,0,0,0,0,0,0,0
1053652481,0,0,0,1,0,0,0,0,0,0,0
1054662236,0,0,0,1,0,0,0,0,0,0,0
1055672026,0,0,0,1,0,0,0,0,0,0,0
1056681872,0,0,0,1,0,0,0,0,0,0,0
1057691497,0,0,0,1,0,0,0,0,0,0,0
1058701327,0,0,0,1,0,0,0,0,0,0,0
1059711025,0,0,0,1,0,0,0,0,0,0,0
1060720852,0,0,0,1,0,0,0,0,0,0,0
1061730557,0,0,0,1,0,0,0,0,0,0,0
1062740318,0,0,0,1,0,0,0,0,0,0,0
1063750215,0,0,0,1,0,0,0,0,0,0,0
1064759850,0,0,0,1,0,0,0,0,0,0,0
1065769659,0,0,0,1,0,0,0,0,0,0,0
1066779400,0,0,0,1,0,0,0,0,0,0,0
1067789161,0,0,0,1,0,0,0,0,0,0,0
1068798991,0,0,0,1,0,0,0,0,0,0,0
1069808692,0,0,0,1,0,0,0,0,0,0,0
1070818448,0,0,0,1,0,0,0,0,0,0,0
1071828252,0,0,0,1,0,0,0,0,0,0,0
1072837979,0,0,0,1,0,0,0,0,0,0,0
1073847856,0,0,0,1,0,0,0,0,0,0,0
1074857514,0,0,0,1,0,0,0,0,0,0,0
1075867272,0,0,0,1,0,0,0,0,0,0,0
1076877061,0,0,0,1,0,0,0,0,0,0,0
1077886809,0,0,0,1,0,0,0,0,0,0,0
1078896640,0,0,0,1,0,0,0,0,0,0,0
1079906335,0,0,0,1,0,0,0,0,0,0,0
1080916160,0,0,0,1,0,0,0,0,0,0,0
1081926026,0,0,0,1,0,0,0,0,0,0,0
1082935677,0,0,0,1,0,0,0,0,0,0,0
1083945510,0,0,0,1,0,0,0,0,0,0,0
1084955291,0,0,0,1,0,0,0,0,0,0,0
1085965030,0,0,0,1,0,0,0,0,0,0,0
1086974763,0,0,0,1,0,0,0,0,0,0,0
1087984510,0,0,0,1,0,0,0,0,0,0,0
