timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
1048271662,0,0,1,0,0,0,0,0
1048776646,0,0,1,0,0,0,0,0
1049285707,0,0,1,0,0,0,0,0
1049795641,0,0,1,0,0,0,0,0
1050304643,0,0,1,0,0,0,0,0
1050814661,0,0,1,0,0,0,0,0
1051324646,0,0,1,0,0,0,0,0
1051834660,0,0,1,0,0,0,0,0
1052344662,0,0,1,0,0,0,0,0
1052854642,0,0,1,0,0,0,0,0
1053364643,0,0,1,0,0,0,0,0
1053874814,0,0,1,0,0,0,0,0
1054383673,0,0,1,0,0,0,0,0
1054892641,0,0,1,0,0,0,0,0
1055401662,0,0,1,0,0,0,0,0
1055911642,0,0,1,0,0,0,0,0
1056421983,0,0,1,0,0,0,0,0
1056931821,0,0,1,0,0,0,0,0
1057440643,0,0,1,0,0,0,0,0
1057950642,0,0,1,0,0,0,0,0
1058460643,0,0,1,0,0,0,0,0
1058969698,0,0,1,0,0,0,0,0
1059479643,0,0,1,0,0,0,0,0
1059989642,0,0,1,0,0,0,0,0
1060499642,0,0,1,0,0,0,0,0
1061009641,0,0,1,0,0,0,0,0
1061519640,0,0,1,0,0,0,0,0
1062029642,0,0,1,0,0,0,0,0
1062539643,0,0,1,0,0,0,0,0
1063049644,0,0,1,0,0,0,0,0
1063559642,0,0,1,0,0,0,0,0
1064068663,0,0,1,0,0,0,0,0
1064578641,0,0,1,0,0,0,0,0
1065089047,0,0,1,0,0,0,0,0
1065598656,0,0,1,0,0,0,0,0
1066108661,0,0,1,0,0,0,0,0
1066618643,0,0,1,0,0,0,0,0
1067128642,0,0,1,0,0,0,0,0
1067638664,0,0,1,0,0,0,0,0
1068148641,0,0,1,0,0,0,0,0
1068658656,0,0,1,0,0,0,0,0
1069168947,0,0,1,0,0,0,0,0
1069678887,0,0,1,0,0,0,0,0
1070187643,0,0,1,0,0,0,0,0
1070697641,0,0,1,0,0,0,0,0
1071207642,0,0,1,0,0,0,0,0
1071718399,0,0,1,0,0,0,0,0
1072227663,0,0,1,0,0,0,0,0
1072737693,0,0,1,0,0,0,0,0
1073248095,0,0,1,0,0,0,0,0
1073757838,0,0,1,0,0,0,0,0
1074267729,0,0,1,0,0,0,0,0
1074776641,0,0,1,0,0,0,0,0
1075285701,0,0,1,0,0,0,0,0
1075794642,0,0,1,0,0,0,0,0
1076303641,0,0,1,0,0,0,0,0
1076813641,0,0,1,0,0,0,0,0
1077323658,0,0,1,0,0,0,0,0
1077833665,0,0,1,0,0,0,0,0
1078343640,0,0,1,0,0,0,0,0
1078853661,0,0,1,0,0,0,0,0
1079363661,0,0,1,0,0,0,0,0
1079872642,0,0,1,0,0,0,0,0
1080381654,0,0,1,0,0,0,0,0
1080890643,0,0,1,0,0,0,0,0
1081400668,0,0,1,0,0,0,0,0
1081910925,0,0,1,0,0,0,0,0
1082420816,0,0,1,0,0,0,0,0
1082929643,0,0,1,0,0,0,0,0
1083439642,0,0,1,0,0,0,0,0
1083949642,0,0,1,0,0,0,0,0
1084459644,0,0,1,0,0,0,0,0
1084969642,0,0,1,0,0,0,0,0
1085479641,0,0,1,0,0,0,0,0
1085990004,0,0,1,0,0,0,0,0
1086499943,0,0,1,0,0,0,0,0
1087009788,0,0,1,0,0,0,0,0
1087518642,0,0,1,0,0,0,0,0
1088027642,0,0,1,0,0,0,0,0
