timestamp,time_estimate,safe_time_estimate,valid
222253208,0.0,0.0,0
223267973,0.0,0.0,0
224287440,0.0,0.0,0
225307254,0.0,0.0,0
226326985,0.0,0.0,0
227346657,0.0,0.0,0
228366552,0.0,0.0,0
229386229,0.0,0.0,0
230406041,0.0,0.0,0
231425688,0.0,0.0,0
232445453,0.0,0.0,0
233465479,0.0,0.0,0
234484886,0.0,0.0,0
235504597,0.0,0.0,0
236514489,0.0,0.0,0
237534122,0.0,0.0,0
238554150,0.0,0.0,0
239573873,0.0,0.0,0
240593374,0.0,0.0,0
241613151,0.0,0.0,0
242632951,0.0,0.0,0
243652737,0.0,0.0,0
244672802,0.0,0.0,0
245692224,0.0,0.0,0
246711850,0.0,0.0,0
247731758,0.0,0.0,0
248751417,0.0,0.0,0
249771178,0.0,0.0,0
250790930,0.0,0.0,0
251810627,0.0,0.0,0
252830438,0.0,0.0,0
253850338,0.0,0.0,0
254870004,0.0,0.0,0
255889624,0.0,0.0,0
256909410,0.0,0.0,0
257929139,0.0,0.0,0
258948846,0.0,0.0,0
259968780,0.0,0.0,0
260988422,0.0,0.0,0
