timestamp,timestamp_sample,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
222258297,222157911,0.000116979834,0.0005375417,0.00038838966,604111379,0,0.01089448,0.27323067,0.011385636,nan,nan,0.0047108526,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
222268160,222167860,0.00011451495,0.0005209587,0.00036319564,604111379,0,0.011127853,0.27352595,0.011385636,nan,nan,0.0047108526,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
222466885,222366926,8.267427e-05,0.00033127598,0.0009045047,604111379,0,0.010894461,0.27312368,0.0061735976,nan,nan,0.0013788916,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
222665833,222565991,7.6232027e-06,0.00027369958,0.0013858073,604111379,0,0.016728748,0.2735564,0.002220262,nan,nan,0.0013300162,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
222864963,222765056,2.651457e-05,0.0002915706,0.0027376325,604111379,0,0.016376873,0.2731554,0.002491161,nan,nan,0.0030344678,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
223064016,222964122,5.588289e-05,0.0002408597,0.0015772822,604111379,0,0.01603073,0.27275592,0.0076632295,nan,nan,0.0021560572,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
223263078,223163187,3.292855e-05,0.00022147251,0.0010230239,604111379,0,0.015690323,0.27236155,0.004896291,nan,nan,0.0043112277,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
223462091,223362253,9.702446e-06,0.00016854862,0.0014100105,604111379,0,0.015355752,0.27279517,0.00073063077,nan,nan,0.007870645,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
223661236,223561318,2.187153e-05,0.00016998757,0.0021949776,604111379,0,0.015027012,0.27240023,0.0032904297,nan,nan,0.012657834,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
223860231,223760383,4.411559e-05,0.00015795337,0.001131655,604111379,0,0.014704167,0.27201027,0.0018734034,nan,nan,0.0064167315,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
224059294,223959449,8.441139e-05,0.00024170242,0.0029194928,604111379,0,0.01438738,0.27244517,0.0059301592,nan,nan,0.011289471,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
224258403,224158514,5.675449e-06,0.00022494378,0.0025157556,604111379,0,0.014076718,0.2720563,0.0019615672,nan,nan,0.010022418,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
224467568,224367533,3.0015803e-05,0.00018600647,0.0013295648,604111379,0,0.014076716,0.27195072,0.006266948,nan,nan,0.005163675,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
224666490,224566598,3.747339e-05,0.00018199948,0.0010773668,604111379,0,0.01377224,0.27156484,0.004659564,nan,nan,0.00056374253,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
224865520,224765663,3.2684275e-05,0.00016335571,0.0011347038,604111379,0,0.013474046,0.2720014,0.003450284,nan,nan,0.0074812802,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
225064613,224964729,2.6344005e-06,0.00019040894,0.00082416687,604111379,0,0.013182247,0.27161667,0.0036409497,nan,nan,0.0025859699,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
225263671,225163794,5.1552623e-05,0.00021604587,0.0005798384,604111379,0,0.012896935,0.27123514,0.007320944,nan,nan,0.001032304,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
225462705,225362860,0.00011050383,0.00017733594,0.0006972429,604111379,0,0.01261819,0.2716747,0.010047924,nan,nan,0.002458724,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
225662075,225561925,7.8204524e-05,0.00024006744,0.00031909425,604111379,0,0.012346079,0.27129585,0.008629371,nan,nan,0.0002890482,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
225860858,225760990,2.3477707e-05,0.0001267215,0.0017741502,604111379,0,0.012080679,0.27091688,0.00049481506,nan,nan,0.004392865,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
226059893,225960056,2.9187537e-05,0.0002506764,0.0003035899,604111379,0,0.011822127,0.27135774,0.003607698,nan,nan,0.002252524,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
226259119,226159121,2.0953188e-05,0.0003842219,0.0010313338,604111379,0,0.011570516,0.27098474,0.00072880014,nan,nan,0.0055929297,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
226468105,226368140,1.7486836e-05,0.00031085286,0.0004971461,604111379,0,0.011570544,0.2708787,0.002556138,nan,nan,0.007187589,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
226667088,226567205,1.2250642e-05,0.0002683861,0.0012484428,604111379,0,0.011368537,0.27322492,0.006136992,nan,nan,0.0020810324,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
226866109,226766271,3.614442e-05,0.0003323875,0.00088007655,604111379,0,0.011127879,0.2736567,0.004822162,nan,nan,0.009320032,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
227065268,226965336,9.2587026e-05,0.00040278956,0.0020529584,604111379,0,0.0108944755,0.27325365,0.014056777,nan,nan,0.0079361,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
227264271,227164401,9.212937e-05,0.00020100418,0.001783251,604111379,0,0.016728796,0.2728504,0.0061723795,nan,nan,0.002955108,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
227463316,227363473,1.4938079e-05,0.00018384053,0.0019042614,604111379,0,0.016376927,0.2732833,0.0004304467,nan,nan,0.006436233,0.0,0.0,0.0,0.0,2490378,2490378,4028193,396809,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
