timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
223009895,223009800,4325386,0.0057524275,-0.011717908,-0.005113269,nan,0,5
224012143,224012056,4325386,0.009374326,-0.0059654806,0.0042610574,nan,0,5
225011892,225011805,4325386,-0.0012783173,-0.011930961,-0.0042610574,nan,0,5
226009145,226009058,4325386,0.010226538,-0.0044741104,0.013848437,nan,0,5
227011394,227011310,4325386,0.008948221,-0.015978966,0.0038349517,nan,0,5
228011150,228011063,4325386,0.0027696874,-0.0080960095,-0.005326322,nan,0,5
229013484,229013316,4325386,0.014487595,-0.001704423,0.00021305287,nan,0,5
230010655,230010569,4325386,-0.0023435815,0.0008522115,-0.009161274,nan,0,5
231010408,231010322,4325386,0.01107875,-0.015126754,-0.010439591,nan,0,5
232012670,232012575,4325386,-0.0040480047,-0.006817692,0.009374326,nan,0,5
233009898,233009829,4325386,0.012144014,-0.015126754,-0.00063915865,nan,0,5
234009669,234009582,4325386,0.0059654806,0.004900216,0.0025566346,nan,0,5
235011925,235011835,4325386,-0.0027696874,-0.0057524275,-0.008522115,nan,0,5
236011677,236011588,4325386,-0.013635384,-0.014487595,0.013635384,nan,0,5
237008936,237008842,4325386,-0.004687163,0.0019174758,-0.007882956,nan,0,5
238011252,238011095,4325386,-0.003408846,-0.010652644,-0.010439591,nan,0,5
239010937,239010849,4325386,-0.0008522115,0.00021305287,0.0072437976,nan,0,5
240008190,240008103,4325386,0.0023435815,0.008948221,0.012144014,nan,0,5
241010445,241010356,4325386,-0.008309062,-0.0038349517,0.0042610574,nan,0,5
242010201,242010110,4325386,-0.0040480047,0.009374326,-0.01555286,nan,0,5
243009951,243009863,4325386,0.0044741104,0.010652644,-0.0029827403,nan,0,5
244009707,244009619,4325386,0.010865697,-0.009587379,-0.0072437976,nan,0,5
245011962,245011870,4325386,-0.005539375,-0.0014913701,-0.006817692,nan,0,5
246011708,246011624,4325386,-0.00021305287,0.010439591,0.010013485,nan,0,5
247009001,247008879,4325386,0.012996226,-0.008309062,-0.0025566346,nan,0,5
248011216,248011132,4325386,0.005326322,-0.013209278,-0.005539375,nan,0,5
249010974,249010886,4325386,0.010865697,0.004900216,-0.013209278,nan,0,5
250013229,250013140,4325386,0.0010652643,-0.009800432,0.0074568507,nan,0,5
251010479,251010394,4325386,0.0019174758,-0.0036218988,-0.004900216,nan,0,5
252010235,252010149,4325386,-0.004900216,-0.016405072,0.0076699033,nan,0,5
253012488,253012402,4325386,0.008309062,0.006604639,0.009374326,nan,0,5
254009742,254009657,4325386,-0.013635384,-0.0031957931,-0.011504855,nan,0,5
255009497,255009412,4325386,-0.0008522115,-0.014274542,0.0044741104,nan,0,5
256011752,256011665,4325386,-0.009161274,-0.011930961,0.008948221,nan,0,5
257011507,257011420,4325386,0.014274542,-0.014700648,0.0010652643,nan,0,5
258008762,258008675,4325386,0.0029827403,-0.0185356,0.0042610574,nan,0,5
259011019,259010929,4325386,0.009374326,-0.015339807,0.0072437976,nan,0,5
260010798,260010684,4325386,-0.00063915865,-0.008309062,-0.0029827403,nan,0,5
261010530,261010438,4325386,-0.008735168,-0.0040480047,0.0044741104,nan,0,5
