timestamp,timestamp_sample,device_id,pressure,temperature,error_count
1049228713,1049228133,4028193,101990.0,38.62,0
1050222263,1050221683,4028193,101992.0,38.62,0
1051226633,1051226053,4028193,101990.0,38.61,0
1052220254,1052219673,4028193,101985.0,38.61,0
1053224651,1053224070,4028193,101989.0,38.61,0
1054218273,1054217693,4028193,101989.0,38.61,0
1055211840,1055211260,4028193,101986.0,38.61,0
1056227054,1056226474,4028193,101995.0,38.61,0
1057220650,1057220070,4028193,101993.0,38.61,0
1058225102,1058224522,4028193,101986.0,38.61,0
1059229426,1059228846,4028193,101991.0,38.6,0
1060223083,1060222495,4028193,101986.0,38.6,0
1061216692,1061216111,4028193,101992.0,38.6,0
1062210258,1062209678,4028193,101991.0,38.6,0
1063225510,1063224929,4028193,101990.0,38.6,0
1064219042,1064218462,4028193,101990.0,38.59,0
1065223518,1065222938,4028193,101985.0,38.59,0
1066227859,1066227278,4028193,101982.0,38.59,0
1067221529,1067220923,4028193,101984.0,38.59,0
1068215106,1068214526,4028193,101987.0,38.59,0
1069208630,1069208049,4028193,101990.0,38.59,0
1070223849,1070223268,4028193,101988.0,38.59,0
1071217475,1071216895,4028193,101988.0,38.59,0
1072221862,1072221282,4028193,101984.0,38.59,0
1073226253,1073225673,4028193,101995.0,38.59,0
1074219860,1074219280,4028193,101991.0,38.579998,0
1075213441,1075212858,4028193,101992.0,38.579998,0
1076228650,1076228070,4028193,101986.0,38.579998,0
1077222295,1077221673,4028193,101984.0,38.579998,0
1078226667,1078226071,4028193,101987.0,38.579998,0
1079220257,1079219677,4028193,101992.0,38.579998,0
1080224630,1080224050,4028193,101994.0,38.579998,0
1081218280,1081217673,4028193,101994.0,38.57,0
1082211882,1082211302,4028193,101990.0,38.57,0
1083227042,1083226461,4028193,101992.0,38.57,0
1084220696,1084220115,4028193,101985.0,38.57,0
1085225113,1085224533,4028193,101984.0,38.57,0
1086218645,1086218065,4028193,101989.0,38.57,0
1087223085,1087222505,4028193,101992.0,38.57,0
