timestamp,imbalanced_prop_metric,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_high_wind,fd_battery,fd_imbalanced_prop
1048275560,nan,0,0,0,0,0,0,0,0
1048780438,nan,0,0,0,0,0,0,0,0
1049289819,nan,0,0,0,0,0,0,0,0
1049799251,nan,0,0,0,0,0,0,0,0
1050308925,nan,0,0,0,0,0,0,0,0
1050819160,nan,0,0,0,0,0,0,0,0
1051328888,nan,0,0,0,0,0,0,0,0
1051838648,nan,0,0,0,0,0,0,0,0
1052348899,nan,0,0,0,0,0,0,0,0
1052858988,nan,0,0,0,0,0,0,0,0
1053368708,nan,0,0,0,0,0,0,0,0
1053878567,nan,0,0,0,0,0,0,0,0
1054387484,nan,0,0,0,0,0,0,0,0
1054896144,nan,0,0,0,0,0,0,0,0
1055406331,nan,0,0,0,0,0,0,0,0
1055915827,nan,0,0,0,0,0,0,0,0
1056425635,nan,0,0,0,0,0,0,0,0
1056935583,nan,0,0,0,0,0,0,0,0
1057444878,nan,0,0,0,0,0,0,0,0
1057954960,nan,0,0,0,0,0,0,0,0
1058464515,nan,0,0,0,0,0,0,0,0
1058973798,nan,0,0,0,0,0,0,0,0
1059483702,nan,0,0,0,0,0,0,0,0
1059993984,nan,0,0,0,0,0,0,0,0
1060503764,nan,0,0,0,0,0,0,0,0
1061013870,nan,0,0,0,0,0,0,0,0
1061523830,nan,0,0,0,0,0,0,0,0
1062033803,nan,0,0,0,0,0,0,0,0
1062543882,nan,0,0,0,0,0,0,0,0
1063053797,nan,0,0,0,0,0,0,0,0
1063563584,nan,0,0,0,0,0,0,0,0
1064072686,nan,0,0,0,0,0,0,0,0
1064582753,nan,0,0,0,0,0,0,0,0
1065092811,nan,0,0,0,0,0,0,0,0
1065602752,nan,0,0,0,0,0,0,0,0
1066112872,nan,0,0,0,0,0,0,0,0
1066622975,nan,0,0,0,0,0,0,0,0
1067133005,nan,0,0,0,0,0,0,0,0
1067642790,nan,0,0,0,0,0,0,0,0
1068152965,nan,0,0,0,0,0,0,0,0
1068662899,nan,0,0,0,0,0,0,0,0
1069173169,nan,0,0,0,0,0,0,0,0
1069682462,nan,0,0,0,0,0,0,0,0
1070191718,nan,0,0,0,0,0,0,0,0
1070701609,nan,0,0,0,0,0,0,0,0
1071211820,nan,0,0,0,0,0,0,0,0
1071721757,nan,0,0,0,0,0,0,0,0
1072231676,nan,0,0,0,0,0,0,0,0
1072741665,nan,0,0,0,0,0,0,0,0
1073251926,nan,0,0,0,0,0,0,0,0
1073761931,nan,0,0,0,0,0,0,0,0
1074271239,nan,0,0,0,0,0,0,0,0
1074780192,nan,0,0,0,0,0,0,0,0
1075289556,nan,0,0,0,0,0,0,0,0
1075798418,nan,0,0,0,0,0,0,0,0
1076307967,nan,0,0,0,0,0,0,0,0
1076817735,nan,0,0,0,0,0,0,0,0
1077327666,nan,0,0,0,0,0,0,0,0
1077838339,nan,0,0,0,0,0,0,0,0
1078347921,nan,0,0,0,0,0,0,0,0
1078857764,nan,0,0,0,0,0,0,0,0
1079367496,nan,0,0,0,0,0,0,0,0
1079876473,nan,0,0,0,0,0,0,0,0
1080385193,nan,0,0,0,0,0,0,0,0
1080895020,nan,0,0,0,0,0,0,0,0
1081404993,nan,0,0,0,0,0,0,0,0
1081914721,nan,0,0,0,0,0,0,0,0
1082424535,nan,0,0,0,0,0,0,0,0
1082934515,nan,0,0,0,0,0,0,0,0
1083444242,nan,0,0,0,0,0,0,0,0
1083954060,nan,0,0,0,0,0,0,0,0
1084463853,nan,0,0,0,0,0,0,0,0
1084973912,nan,0,0,0,0,0,0,0,0
1085484021,nan,0,0,0,0,0,0,0,0
1085994074,nan,0,0,0,0,0,0,0,0
1086503635,nan,0,0,0,0,0,0,0,0
1087013315,nan,0,0,0,0,0,0,0,0
1087522499,nan,0,0,0,0,0,0,0,0
1088031853,nan,0,0,0,0,0,0,0,0
