timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,true_ground_minus_wind_m_s,airspeed_sensor_measurement_valid,selected_airspeed_index
222236790,3.423788,3.423788,3.4670427,0.001678418,0.0017378952,1,1
222336789,1.9981139,1.9981139,2.023359,0.0023268342,0.0024092915,1,1
222436789,2.4604375,2.4604375,2.491494,0.0027553493,0.0028529575,1,1
222636788,3.7813942,3.7813942,3.8291478,0.004315483,0.0044683865,1,1
222836788,2.4604375,2.4604375,2.4915092,0.0049179615,0.0050921845,1,1
223036789,1.9981108,1.9981108,2.023354,0.0052650045,0.0054515777,1,1
223236788,1.9981139,1.9981139,2.0233452,0.0061637987,0.006382184,1,1
223436788,1.9981139,1.9981139,2.0233452,0.0044744904,0.0046330863,1,1
223636788,3.7813942,3.7813942,3.8291554,0.0042893304,0.0044413162,1,1
223836788,1.9981139,1.9981139,2.0233672,0.0035258061,0.0036507659,1,1
224036789,2.5630233,2.5630233,2.5954077,0.0034631141,0.0035858983,1,1
224236788,3.1900377,3.1900377,3.2303286,0.0034099128,0.0035307556,1,1
224436789,1.9981139,1.9981139,2.0230947,0.0033838558,0.0035037824,1,1
224636789,1.9981108,1.9981108,2.0230284,0.002340428,0.0024233724,1,1
224836788,3.498235,3.498235,3.5418177,0.001857469,0.0019232745,1,1
225036788,3.423788,3.423788,3.4664733,0.0013965912,0.0014460814,1,1
225236788,4.6010804,4.6010804,4.6584277,0.0018003985,0.0018642022,1,1
225436795,4.2920327,4.2920327,4.3455496,0.0029437132,0.003048082,1,1
225636790,3.7813942,3.7813942,3.8285253,0.0032040442,0.0033176267,1,1
225836811,3.7813942,3.7813942,3.8285253,0.0030774572,0.0031865626,1,1
226036788,3.423788,3.423788,3.466446,0.003965692,0.004106256,1,1
226236789,3.7813942,3.7813942,3.8284738,0.0049803057,0.005156787,1,1
226436797,3.7813942,3.7813942,3.8285563,0.0046993033,0.004865932,1,1
226636788,3.781396,3.781396,3.8285205,0.004489749,0.004648902,1,1
226836788,3.7813942,3.7813942,3.8285005,0.0035189965,0.0036437202,1,1
227036788,3.423788,3.423788,3.4664223,0.004432917,0.0045900103,1,1
227236788,3.781396,3.781396,3.8284643,0.004231119,0.0043810396,1,1
227436787,4.044779,4.044779,4.0951405,0.005094072,0.0052745882,1,1
227636787,4.601078,4.601078,4.6583905,0.005159139,0.0053420505,1,1
227836788,1.9981108,1.9981108,2.023002,0.0046881656,0.004854367,1,1
228036787,3.7813942,3.7813942,3.827865,0.0056452537,0.00584536,1,1
228236788,1.9981139,1.9981139,2.022679,0.0048565124,0.005028739,1,1
228436788,3.423788,3.423788,3.4658697,0.004892836,0.0050662523,1,1
228636788,4.2920327,4.2920327,4.34479,0.0050484105,0.005227363,1,1
228836789,1.9981108,1.9981108,2.0226696,0.0044105984,0.004566997,1,1
229036788,3.1900377,3.1900377,3.2292304,0.004220294,0.0043699224,1,1
229236788,3.781396,3.781396,3.827904,0.004037831,0.0041810228,1,1
229436787,3.024187,3.024187,3.0613623,0.0044720205,0.0046306043,1,1
229636788,3.7813942,3.7813942,3.8278022,0.005037944,0.0052164937,1,1
229836788,3.781396,3.781396,3.827854,0.00564201,0.0058420445,1,1
230036788,3.781396,3.781396,3.8279102,0.0057781334,0.005982897,1,1
230236788,4.044779,4.044779,4.0945377,0.0058967816,0.006105947,1,1
230436788,4.1079874,4.1079874,4.158524,0.0059810933,0.006193249,1,1
230636788,2.5630233,2.5630233,2.594521,0.004822656,0.0049936576,1,1
230836787,3.7813942,3.7813942,3.8278396,0.0047694375,0.0049385196,1,1
231036790,2.563021,2.563021,2.594523,0.0047292723,0.0048969705,1,1
231236787,2.4604375,2.4604375,2.4902527,0.0044438434,0.00460139,1,1
231436787,1.9981108,1.9981108,2.022333,0.0055028354,0.0056979526,1,1
231636788,1.9981139,1.9981139,2.0223162,0.0051288223,0.0053106598,1,1
231836788,3.7813942,3.7813942,3.8272293,0.004951679,0.0051272744,1,1
232036836,2.8486943,2.8486943,2.8831944,0.0051521678,0.0053348686,1,1
232236800,2.8486943,2.8486943,2.8831956,0.0058232644,0.0060297735,1,1
232436788,2.563021,2.563021,2.5940835,0.0066355364,0.0068709063,1,1
232636787,3.7813942,3.7813942,3.827204,0.0059627634,0.0061741737,1,1
232836788,3.7813942,3.7813942,3.827204,0.005017931,0.005195872,1,1
233036788,4.044779,4.044779,4.0937996,0.003518369,0.0036431695,1,1
233236788,2.4604375,2.4604375,2.4902253,0.0036158527,0.0037440492,1,1
