timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
43423825,43323658,2490378,0.0010575934,-0.0048669716,-0.0022840805,0.34906584,2.1572893e-07,2.1127114e-07,1.5859526e-06,2490378,0.0022133559,-0.011015844,-0.07120978,0.4,0.015141212,0.015208373,0.0005042002,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
44051516,43951030,2490378,0.0010701574,-0.004894908,-0.0023645519,0.34906584,2.1519394e-07,2.1093437e-07,1.5253211e-06,2490378,0.0024866974,-0.012275151,-0.07078475,0.4,0.015125481,0.015192558,0.0005041993,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
44678524,44578401,2490378,0.0010789466,-0.0049207364,-0.0023941814,0.34906584,2.1473754e-07,2.1066255e-07,1.4683934e-06,2490378,0.0027258825,-0.01344059,-0.070473135,0.4,0.015111877,0.015178899,0.0005041993,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
45305887,45205773,2490378,0.0010840283,-0.0049444647,-0.0023724267,0.34906584,2.1435214e-07,2.1044879e-07,1.4148891e-06,2490378,0.0029531815,-0.014515244,-0.06989538,0.4,0.015100404,0.015167373,0.0005041984,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
46022831,45922770,2490378,0.0010954996,-0.004971773,-0.0024444317,0.34906584,2.1484603e-07,2.1115129e-07,1.3517908e-06,2490378,0.0030993633,-0.015470955,-0.07021878,0.4,0.015090994,0.015157944,0.0005041972,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
46500868,46400768,2490378,0.0010960299,-0.0049864105,-0.0023936897,0.34906584,2.1522341e-07,2.1164287e-07,1.3166164e-06,2490378,0.0031386341,-0.016027156,-0.07111897,0.4,0.01508578,0.015152722,0.00050419633,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
46889297,46789142,2490378,0.0010994134,-0.005002591,-0.0023837462,0.34906584,2.147531e-07,2.1125851e-07,1.2883829e-06,2490378,0.0031671613,-0.016540688,-0.07201872,0.4,0.015081311,0.015148248,0.00050419505,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
47606198,47506139,2490378,0.0011107224,-0.0050371643,-0.002427823,0.34906584,2.132377e-07,2.0990339e-07,1.2343621e-06,2490378,0.0032652407,-0.017476747,-0.07264662,0.4,0.015074442,0.015141376,0.00050419464,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
48283364,48183303,2490378,0.0011125572,-0.005059777,-0.002368328,0.34906584,2.1345484e-07,2.1026193e-07,1.1893045e-06,2490378,0.0032933005,-0.01804815,-0.073502906,0.4,0.015070741,0.01513769,0.00050419476,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
49289133,49189091,2490378,0.0011251731,-0.0051023727,-0.0024060365,0.34906584,2.1265842e-07,2.0964217e-07,1.1294087e-06,2490378,0.0033629446,-0.018856494,-0.074018806,0.4,0.0150666395,0.015133592,0.00050419575,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
